e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,timestamp,e13
11840.0,39.0,1831.0,16976.0,336.0,4642.0,271.0,114529.0,10789.0,1211729.0,41833.0,12427.0,1535964900000,0.0
14210.0,24.0,2024.0,21328.0,384.0,4292.0,482.0,152502.0,12861.0,1201973.0,53912.0,13497.0,1535965200000,27.0
12462.0,32.0,1974.0,17578.0,365.0,4298.0,488.0,130316.0,11733.0,1183558.0,52633.0,13750.0,1535965500000,0.0
11909.0,35.0,2080.0,16398.0,355.0,3962.0,569.0,121990.0,10794.0,1165827.0,50357.0,13617.0,1535965800000,0.0
12353.0,25.0,1731.0,16236.0,416.0,4739.0,304.0,123454.0,10978.0,1179435.0,47951.0,14823.0,1535966100000,0.0
11622.0,33.0,1890.0,16498.0,356.0,4656.0,324.0,123923.0,10997.0,1168343.0,41132.0,12135.0,1535966400000,0.0
12148.0,31.0,1904.0,17560.0,326.0,4386.0,287.0,121009.0,12342.0,1149447.0,40322.0,13340.0,1535966700000,0.0
11804.0,23.0,1839.0,16557.0,332.0,4246.0,230.0,119815.0,10951.0,1132876.0,36608.0,12948.0,1535967000000,0.0
11492.0,33.0,1809.0,16301.0,356.0,4041.0,213.0,113428.0,10485.0,1118019.0,41468.0,16492.0,1535967300000,0.0
11513.0,37.0,1808.0,16433.0,321.0,4870.0,226.0,120143.0,10377.0,1113183.0,44120.0,13148.0,1535967600000,0.0
11286.0,36.0,2106.0,16145.0,319.0,4253.0,241.0,141060.0,10469.0,1101430.0,37758.0,10155.0,1535967900000,1.0
11411.0,33.0,1939.0,16540.0,322.0,4461.0,184.0,114182.0,10780.0,1125167.0,42635.0,11406.0,1535968200000,0.0
11007.0,30.0,1915.0,16512.0,313.0,4874.0,214.0,153560.0,10621.0,1113105.0,40781.0,11517.0,1535968500000,5.0
11826.0,25.0,1975.0,17863.0,305.0,3721.0,427.0,114935.0,11566.0,1073269.0,50241.0,11572.0,1535968800000,57.0
11373.0,32.0,2277.0,17017.0,284.0,4333.0,404.0,105852.0,10425.0,1055674.0,46756.0,13176.0,1535969100000,0.0
11152.0,24.0,2845.0,17258.0,321.0,4192.0,392.0,112061.0,10511.0,1095357.0,48608.0,12312.0,1535969400000,0.0
11242.0,25.0,2251.0,16739.0,304.0,4383.0,269.0,123412.0,10714.0,1105845.0,52647.0,11784.0,1535969700000,0.0
12001.0,41.0,2357.0,17057.0,326.0,4047.0,342.0,113626.0,10935.0,1100948.0,56048.0,14024.0,1535970000000,0.0
11076.0,29.0,1943.0,15580.0,295.0,4457.0,248.0,91940.0,10321.0,1072243.0,51441.0,14608.0,1535970300000,0.0
11315.0,35.0,1987.0,16216.0,286.0,3859.0,264.0,112407.0,10057.0,1056009.0,53382.0,11896.0,1535970600000,0.0
10026.0,27.0,1668.0,14027.0,310.0,4334.0,280.0,93012.0,8787.0,1048860.0,50111.0,12352.0,1535970900000,0.0
10169.0,28.0,1605.0,14310.0,253.0,4171.0,183.0,107013.0,8870.0,1037743.0,53636.0,12039.0,1535971200000,0.0
10051.0,30.0,1708.0,13470.0,268.0,4456.0,157.0,88206.0,8614.0,1047934.0,59013.0,11364.0,1535971500000,2.0
9900.0,29.0,1656.0,13717.0,298.0,3955.0,118.0,106849.0,8891.0,1057345.0,56929.0,11208.0,1535971800000,0.0
10091.0,35.0,1621.0,13743.0,341.0,4584.0,172.0,84597.0,8879.0,1049380.0,49022.0,12428.0,1535972100000,0.0
11206.0,27.0,1537.0,15165.0,360.0,4644.0,304.0,83818.0,9379.0,1048766.0,58384.0,12463.0,1535972400000,24.0
10810.0,37.0,1381.0,14660.0,367.0,4716.0,294.0,90647.0,9274.0,1057603.0,61328.0,12423.0,1535972700000,0.0
10536.0,36.0,1648.0,14084.0,305.0,4700.0,213.0,92350.0,9165.0,1084196.0,56423.0,14230.0,1535973000000,0.0
10066.0,34.0,1725.0,14152.0,329.0,4438.0,196.0,100578.0,8763.0,1070703.0,65044.0,15029.0,1535973300000,0.0
10715.0,24.0,1671.0,15326.0,353.0,4611.0,173.0,93778.0,9443.0,1094449.0,64340.0,12255.0,1535973600000,0.0
9782.0,33.0,1510.0,14734.0,378.0,5277.0,158.0,95570.0,8863.0,1111773.0,57494.0,13550.0,1535973900000,0.0
11106.0,25.0,1707.0,15007.0,375.0,5075.0,116.0,118203.0,9210.0,1113479.0,65413.0,13676.0,1535974200000,0.0
9610.0,28.0,1532.0,13895.0,435.0,4868.0,89.0,77891.0,8557.0,1137175.0,68004.0,11453.0,1535974500000,0.0
10441.0,35.0,1753.0,14040.0,330.0,4858.0,165.0,94279.0,8647.0,1142490.0,60508.0,12504.0,1535974800000,0.0
10622.0,27.0,1861.0,14818.0,388.0,5399.0,104.0,92297.0,9647.0,1169591.0,68835.0,10663.0,1535975100000,0.0
10049.0,27.0,1706.0,14226.0,382.0,4261.0,105.0,78964.0,8844.0,1168255.0,77223.0,13127.0,1535975400000,0.0
10225.0,31.0,1587.0,14073.0,389.0,5841.0,74.0,80507.0,8811.0,1211359.0,64489.0,13742.0,1535975700000,0.0
10583.0,23.0,1440.0,14379.0,341.0,5596.0,284.0,103214.0,9418.0,1279518.0,61855.0,21740.0,1535976000000,4.0
10262.0,27.0,1818.0,15345.0,395.0,6034.0,395.0,84808.0,9366.0,1262285.0,64419.0,15194.0,1535976300000,0.0
9833.0,35.0,1853.0,13813.0,368.0,5172.0,320.0,110971.0,8217.0,1487136.0,62282.0,16244.0,1535976600000,0.0
9574.0,37.0,1838.0,12967.0,365.0,5066.0,297.0,104383.0,8672.0,1514553.0,64400.0,19156.0,1535976900000,0.0
10059.0,23.0,1764.0,13621.0,401.0,5162.0,237.0,100213.0,8822.0,1267592.0,72905.0,15960.0,1535977200000,0.0
9965.0,25.0,1747.0,14487.0,353.0,5931.0,241.0,115426.0,8763.0,1285912.0,78009.0,15844.0,1535977500000,0.0
10194.0,23.0,1846.0,14466.0,311.0,5707.0,172.0,113810.0,9129.0,1293850.0,72199.0,12504.0,1535977800000,2.0
10044.0,38.0,1656.0,14137.0,350.0,6324.0,199.0,105396.0,8784.0,1314542.0,81244.0,13048.0,1535978100000,0.0
10633.0,26.0,1829.0,14251.0,326.0,6451.0,143.0,90854.0,9259.0,1316173.0,78383.0,13146.0,1535978400000,0.0
10411.0,27.0,1821.0,15805.0,314.0,6931.0,121.0,102817.0,9829.0,1331719.0,93223.0,13676.0,1535978700000,0.0
10582.0,36.0,1804.0,14666.0,333.0,6843.0,178.0,99521.0,9395.0,1363992.0,85840.0,12046.0,1535979000000,0.0
9672.0,22.0,1912.0,12879.0,325.0,6284.0,197.0,111130.0,8618.0,1363541.0,85012.0,12881.0,1535979300000,3.0
11393.0,26.0,1811.0,15255.0,358.0,6936.0,383.0,112483.0,10231.0,1385361.0,93150.0,14011.0,1535979600000,32.0
9805.0,20.0,1559.0,14814.0,360.0,5570.0,354.0,102900.0,8861.0,1387147.0,88844.0,15937.0,1535979900000,0.0
10164.0,35.0,1767.0,14321.0,347.0,6697.0,272.0,101405.0,9121.0,1394070.0,87734.0,12243.0,1535980200000,0.0
9738.0,21.0,1749.0,15176.0,320.0,6787.0,212.0,105800.0,9046.0,1382285.0,85599.0,14493.0,1535980500000,0.0
9420.0,32.0,1976.0,13485.0,348.0,6516.0,157.0,91018.0,8630.0,1419898.0,82744.0,13549.0,1535980800000,0.0
9629.0,22.0,1707.0,13118.0,366.0,6747.0,123.0,90435.0,8572.0,1424678.0,90617.0,16412.0,1535981100000,0.0
10117.0,25.0,1708.0,14597.0,356.0,7491.0,111.0,84608.0,9134.0,1470923.0,88497.0,15652.0,1535981400000,0.0
9918.0,22.0,1812.0,13581.0,357.0,6790.0,104.0,103757.0,8949.0,1474099.0,77580.0,16231.0,1535981700000,0.0
9723.0,17.0,1752.0,13149.0,320.0,7564.0,105.0,99974.0,8798.0,1514431.0,83864.0,14744.0,1535982000000,0.0
9891.0,21.0,1609.0,13355.0,342.0,7617.0,149.0,90964.0,8899.0,1535005.0,84924.0,12326.0,1535982300000,0.0
9825.0,23.0,1797.0,13420.0,320.0,7528.0,107.0,89707.0,9160.0,1545431.0,88027.0,13359.0,1535982600000,1.0
9778.0,17.0,1796.0,13838.0,322.0,8037.0,155.0,90484.0,9250.0,1547514.0,79668.0,15263.0,1535982900000,0.0
11374.0,18.0,1879.0,14374.0,282.0,7491.0,321.0,72449.0,9804.0,1591328.0,87518.0,13327.0,1535983200000,29.0
10110.0,27.0,1737.0,13173.0,262.0,7295.0,268.0,62356.0,9261.0,1564511.0,88663.0,15560.0,1535983500000,0.0
9716.0,20.0,1534.0,12863.0,265.0,7793.0,242.0,85705.0,8587.0,1568961.0,79667.0,14145.0,1535983800000,0.0
9286.0,21.0,1446.0,12683.0,307.0,7488.0,176.0,66289.0,8434.0,1573640.0,71913.0,13448.0,1535984100000,0.0
9796.0,20.0,1397.0,12812.0,282.0,7888.0,150.0,57982.0,8519.0,1578334.0,82706.0,13146.0,1535984400000,0.0
8990.0,18.0,1676.0,12780.0,292.0,6725.0,185.0,66916.0,8509.0,1534321.0,80856.0,11721.0,1535984700000,0.0
8857.0,24.0,1634.0,11992.0,234.0,7741.0,65.0,70634.0,8107.0,1535676.0,80315.0,12956.0,1535985000000,0.0
8804.0,13.0,1322.0,11275.0,232.0,7501.0,99.0,78978.0,7793.0,1530062.0,79733.0,11089.0,1535985300000,0.0
8450.0,19.0,1370.0,11001.0,278.0,7329.0,65.0,77744.0,7649.0,1503045.0,79723.0,11451.0,1535985600000,0.0
8804.0,10.0,1472.0,10991.0,273.0,7302.0,62.0,83295.0,7641.0,1472633.0,73788.0,14203.0,1535985900000,0.0
8372.0,14.0,1294.0,10760.0,227.0,6960.0,62.0,62168.0,7561.0,1424892.0,73394.0,12695.0,1535986200000,0.0
7925.0,15.0,1291.0,10046.0,234.0,6703.0,136.0,43667.0,7267.0,1392039.0,72586.0,11492.0,1535986500000,0.0
7677.0,16.0,1007.0,10203.0,246.0,6885.0,182.0,48981.0,6811.0,1363767.0,73730.0,9428.0,1535986800000,15.0
7170.0,14.0,1177.0,9201.0,245.0,6345.0,220.0,41569.0,6709.0,1315157.0,64699.0,10514.0,1535987100000,0.0
6923.0,10.0,1140.0,8912.0,164.0,6585.0,164.0,37199.0,6392.0,1271435.0,64745.0,12568.0,1535987400000,0.0
6748.0,6.0,1106.0,8189.0,140.0,6336.0,369.0,39943.0,6072.0,1233545.0,63150.0,10807.0,1535987700000,0.0
6632.0,15.0,1056.0,7667.0,145.0,6151.0,157.0,33823.0,5957.0,1204096.0,54516.0,11210.0,1535988000000,0.0
6103.0,14.0,1149.0,7560.0,144.0,5603.0,170.0,35333.0,5571.0,1140267.0,53456.0,8188.0,1535988300000,0.0
6170.0,10.0,1086.0,7826.0,152.0,6171.0,96.0,42111.0,5457.0,1110804.0,48452.0,9840.0,1535988600000,0.0
5684.0,6.0,1005.0,7001.0,178.0,6118.0,120.0,30357.0,5207.0,1057543.0,44858.0,8457.0,1535988900000,0.0
5114.0,5.0,757.0,6415.0,124.0,5639.0,96.0,24823.0,4840.0,1026186.0,44237.0,9591.0,1535989200000,0.0
4684.0,7.0,812.0,5851.0,126.0,5015.0,156.0,32742.0,4447.0,996176.0,44960.0,12068.0,1535989500000,0.0
4836.0,5.0,751.0,5446.0,148.0,5370.0,165.0,30215.0,4382.0,953668.0,48955.0,12702.0,1535989800000,0.0
3061.0,1.0,453.0,3102.0,92.0,4550.0,63.0,19360.0,2826.0,904400.0,36590.0,6895.0,1535990100000,0.0
6214.0,21.0,916.0,8453.0,210.0,5458.0,141.0,52539.0,5618.0,1171262.0,45630.0,26186.0,1535990400000,14.0
5888.0,12.0,979.0,7664.0,163.0,5880.0,168.0,46587.0,5228.0,1057630.0,37328.0,30760.0,1535990700000,0.0
5312.0,16.0,691.0,6364.0,148.0,5221.0,126.0,41140.0,4238.0,958135.0,33176.0,28210.0,1535991000000,0.0
4713.0,19.0,811.0,5624.0,152.0,5197.0,93.0,43037.0,3827.0,876830.0,37601.0,23133.0,1535991300000,0.0
4517.0,17.0,735.0,6327.0,121.0,5238.0,88.0,43651.0,3909.0,788382.0,34550.0,23086.0,1535991600000,0.0
4004.0,18.0,711.0,5223.0,131.0,4566.0,113.0,40583.0,3510.0,733486.0,34488.0,20372.0,1535991900000,0.0
3790.0,21.0,734.0,4874.0,116.0,4400.0,88.0,35134.0,3081.0,682420.0,31706.0,15408.0,1535992200000,0.0
3598.0,14.0,727.0,4365.0,125.0,4261.0,74.0,41056.0,2783.0,637622.0,28165.0,14494.0,1535992500000,0.0
3540.0,11.0,662.0,4511.0,108.0,4499.0,80.0,40676.0,2926.0,604890.0,26734.0,12329.0,1535992800000,0.0
3263.0,17.0,516.0,3987.0,101.0,4357.0,116.0,29998.0,2561.0,566121.0,27327.0,12081.0,1535993100000,0.0
3199.0,11.0,463.0,3736.0,84.0,3945.0,69.0,43020.0,2516.0,510683.0,26276.0,11162.0,1535993400000,0.0
2923.0,9.0,547.0,3590.0,117.0,3727.0,57.0,37031.0,2337.0,490418.0,23122.0,8691.0,1535993700000,0.0
3026.0,14.0,482.0,3673.0,80.0,3783.0,65.0,45225.0,2276.0,461764.0,30753.0,10950.0,1535994000000,3.0
2629.0,12.0,443.0,3092.0,91.0,3607.0,48.0,35684.0,2161.0,428220.0,25659.0,8342.0,1535994300000,0.0
2636.0,9.0,336.0,2759.0,77.0,3319.0,62.0,36593.0,2022.0,390778.0,24924.0,8691.0,1535994600000,0.0
2544.0,9.0,366.0,2951.0,98.0,3592.0,71.0,27723.0,2031.0,387559.0,39290.0,8286.0,1535994900000,0.0
2545.0,13.0,433.0,2943.0,72.0,3206.0,124.0,26522.0,1836.0,348174.0,61132.0,7498.0,1535995200000,0.0
2367.0,4.0,428.0,2756.0,56.0,3123.0,38.0,25751.0,1811.0,325624.0,68008.0,11568.0,1535995500000,0.0
2209.0,5.0,330.0,2761.0,76.0,2931.0,64.0,20395.0,1651.0,302679.0,53994.0,4715.0,1535995800000,0.0
2242.0,12.0,294.0,2401.0,89.0,3042.0,46.0,17920.0,1606.0,282894.0,24072.0,5787.0,1535996100000,0.0
1823.0,12.0,319.0,2367.0,62.0,2523.0,39.0,18247.0,1552.0,259864.0,20503.0,6138.0,1535996400000,0.0
1865.0,5.0,273.0,2319.0,208.0,2433.0,86.0,16339.0,1642.0,256453.0,20531.0,5642.0,1535996700000,0.0
1769.0,8.0,297.0,2151.0,49.0,2799.0,48.0,15931.0,1477.0,245895.0,21242.0,6649.0,1535997000000,2.0
1727.0,5.0,248.0,2306.0,51.0,2400.0,58.0,15603.0,1418.0,234169.0,19998.0,4749.0,1535997300000,0.0
1448.0,7.0,263.0,2030.0,43.0,2127.0,111.0,17502.0,1407.0,222564.0,21894.0,4937.0,1535997600000,10.0
1705.0,5.0,294.0,1907.0,64.0,1958.0,74.0,15699.0,1312.0,211430.0,19421.0,4687.0,1535997900000,0.0
1698.0,6.0,196.0,2112.0,95.0,1850.0,41.0,15628.0,1475.0,202902.0,20036.0,4563.0,1535998200000,0.0
1683.0,3.0,268.0,2045.0,49.0,1751.0,33.0,15646.0,1551.0,197291.0,24209.0,5390.0,1535998500000,0.0
1482.0,6.0,213.0,2002.0,46.0,1604.0,67.0,14799.0,1265.0,193298.0,26340.0,4925.0,1535998800000,0.0
1292.0,4.0,189.0,1716.0,57.0,1653.0,50.0,14419.0,1113.0,175717.0,20230.0,3380.0,1535999100000,0.0
1407.0,9.0,225.0,1681.0,60.0,1846.0,37.0,15148.0,1068.0,163952.0,19024.0,4025.0,1535999400000,0.0
1383.0,8.0,211.0,1802.0,46.0,1592.0,29.0,16756.0,1092.0,167050.0,18574.0,3644.0,1535999700000,0.0
1274.0,4.0,179.0,1590.0,45.0,1403.0,39.0,18149.0,1016.0,153025.0,18891.0,3646.0,1536000000000,0.0
1339.0,5.0,178.0,1795.0,36.0,1228.0,35.0,15458.0,1169.0,146599.0,16323.0,2893.0,1536000300000,2.0
1333.0,8.0,226.0,1728.0,32.0,1265.0,36.0,14498.0,1037.0,147126.0,16192.0,3419.0,1536000600000,0.0
1137.0,1.0,262.0,1580.0,34.0,1330.0,60.0,14023.0,976.0,142130.0,18226.0,3548.0,1536000900000,4.0
1268.0,8.0,187.0,1653.0,30.0,1301.0,61.0,14588.0,1155.0,140753.0,16667.0,3098.0,1536001200000,10.0
1234.0,6.0,166.0,1641.0,29.0,1224.0,22.0,12655.0,1076.0,132892.0,17551.0,3363.0,1536001500000,0.0
1066.0,3.0,150.0,1636.0,44.0,1190.0,16.0,13343.0,1009.0,124807.0,13006.0,3104.0,1536001800000,0.0
1089.0,3.0,164.0,1574.0,27.0,1211.0,14.0,14730.0,988.0,120368.0,9884.0,3565.0,1536002100000,0.0
1164.0,5.0,219.0,1654.0,21.0,1075.0,56.0,13190.0,982.0,117644.0,10909.0,2651.0,1536002400000,0.0
978.0,6.0,255.0,1417.0,32.0,1031.0,28.0,13226.0,858.0,109924.0,8523.0,3040.0,1536002700000,0.0
997.0,5.0,152.0,1511.0,76.0,1165.0,58.0,13110.0,910.0,117804.0,8841.0,3239.0,1536003000000,0.0
936.0,3.0,193.0,1384.0,31.0,999.0,74.0,13212.0,847.0,113796.0,8365.0,3739.0,1536003300000,1.0
971.0,2.0,118.0,1375.0,38.0,1316.0,35.0,12714.0,802.0,117122.0,6934.0,4960.0,1536003600000,0.0
860.0,8.0,240.0,1352.0,37.0,776.0,21.0,13163.0,827.0,116785.0,8376.0,5378.0,1536003900000,0.0
967.0,7.0,138.0,1383.0,49.0,1113.0,16.0,13477.0,767.0,110772.0,9545.0,5133.0,1536004200000,0.0
976.0,4.0,197.0,1494.0,37.0,983.0,14.0,14927.0,720.0,113154.0,9036.0,6632.0,1536004500000,3.0
969.0,4.0,141.0,1557.0,49.0,952.0,23.0,13633.0,845.0,111624.0,8255.0,4954.0,1536004800000,3.0
949.0,3.0,221.0,1181.0,36.0,1319.0,27.0,13182.0,709.0,108620.0,5784.0,4335.0,1536005100000,3.0
977.0,4.0,199.0,1287.0,49.0,1047.0,25.0,14278.0,781.0,113366.0,8263.0,3783.0,1536005400000,0.0
925.0,4.0,189.0,1402.0,40.0,977.0,17.0,26369.0,838.0,114166.0,8387.0,3149.0,1536005700000,0.0
971.0,7.0,151.0,1480.0,57.0,1061.0,28.0,25175.0,847.0,116940.0,5191.0,3430.0,1536006000000,0.0
1057.0,2.0,192.0,1158.0,48.0,857.0,24.0,24417.0,842.0,118438.0,6200.0,3378.0,1536006300000,0.0
889.0,7.0,189.0,1283.0,54.0,1126.0,24.0,15125.0,851.0,119135.0,5815.0,2878.0,1536006600000,0.0
921.0,2.0,237.0,1489.0,34.0,753.0,27.0,14885.0,783.0,119408.0,5505.0,2584.0,1536006900000,0.0
1020.0,6.0,201.0,1388.0,32.0,818.0,12.0,16940.0,785.0,120379.0,5621.0,2938.0,1536007200000,0.0
994.0,4.0,195.0,1368.0,30.0,927.0,25.0,15659.0,924.0,128038.0,5677.0,4537.0,1536007500000,0.0
1189.0,4.0,232.0,1389.0,32.0,1006.0,21.0,15785.0,987.0,129286.0,6675.0,4479.0,1536007800000,0.0
1099.0,8.0,220.0,1408.0,55.0,949.0,33.0,14500.0,850.0,136497.0,7730.0,3289.0,1536008100000,7.0
1112.0,7.0,289.0,1629.0,64.0,1062.0,40.0,16207.0,909.0,148210.0,7941.0,4527.0,1536008400000,12.0
1098.0,6.0,181.0,1412.0,66.0,1254.0,29.0,15063.0,956.0,156715.0,7795.0,5773.0,1536008700000,0.0
1041.0,12.0,312.0,1364.0,46.0,842.0,41.0,18398.0,932.0,168378.0,7994.0,5964.0,1536009000000,0.0
1165.0,11.0,345.0,1592.0,36.0,1280.0,23.0,17994.0,994.0,182621.0,9543.0,6229.0,1536009300000,0.0
1155.0,4.0,369.0,1760.0,41.0,1284.0,46.0,19159.0,953.0,189869.0,8448.0,8832.0,1536009600000,0.0
1245.0,8.0,341.0,2020.0,63.0,1417.0,52.0,19961.0,1053.0,205313.0,7880.0,7741.0,1536009900000,0.0
1295.0,7.0,332.0,2342.0,56.0,1654.0,40.0,22890.0,1152.0,229960.0,8177.0,8412.0,1536010200000,0.0
1392.0,5.0,314.0,2282.0,60.0,1801.0,47.0,25163.0,1157.0,255624.0,9148.0,8860.0,1536010500000,0.0
1484.0,8.0,403.0,2367.0,66.0,1853.0,49.0,27303.0,1320.0,286282.0,12837.0,9026.0,1536010800000,0.0
1584.0,8.0,448.0,2525.0,65.0,2140.0,41.0,28418.0,1352.0,299108.0,15109.0,10698.0,1536011100000,0.0
1706.0,8.0,558.0,2640.0,48.0,2428.0,40.0,27023.0,1555.0,335745.0,17139.0,11013.0,1536011400000,2.0
2053.0,9.0,603.0,2810.0,87.0,2500.0,40.0,30253.0,1665.0,363005.0,15907.0,13912.0,1536011700000,4.0
2112.0,11.0,592.0,3279.0,94.0,2857.0,91.0,47824.0,1858.0,410282.0,17263.0,15475.0,1536012000000,16.0
2038.0,15.0,715.0,3670.0,94.0,3008.0,54.0,48165.0,1831.0,453368.0,18378.0,17063.0,1536012300000,1.0
2307.0,14.0,763.0,3752.0,87.0,3670.0,82.0,35924.0,1797.0,492498.0,17949.0,20106.0,1536012600000,0.0
2612.0,15.0,844.0,4302.0,93.0,3627.0,81.0,38836.0,2317.0,512533.0,15063.0,19160.0,1536012900000,0.0
2744.0,15.0,870.0,4361.0,79.0,3991.0,87.0,37732.0,2349.0,559745.0,18481.0,20214.0,1536013200000,0.0
2846.0,24.0,927.0,4249.0,107.0,4630.0,100.0,39555.0,2280.0,586693.0,20808.0,21657.0,1536013500000,0.0
2909.0,8.0,994.0,4674.0,131.0,4210.0,86.0,51021.0,2420.0,622363.0,24478.0,25519.0,1536013800000,0.0
3143.0,18.0,966.0,4870.0,105.0,5258.0,72.0,65120.0,2561.0,659792.0,23304.0,24691.0,1536014100000,0.0
3549.0,23.0,1039.0,5233.0,115.0,5251.0,354.0,70649.0,2715.0,680307.0,22682.0,24489.0,1536014400000,0.0
3428.0,17.0,1242.0,5248.0,199.0,5034.0,114.0,56751.0,2807.0,705544.0,25392.0,22811.0,1536014700000,0.0
3800.0,19.0,1443.0,5592.0,233.0,5431.0,124.0,56898.0,3195.0,733040.0,24783.0,24921.0,1536015000000,0.0
3809.0,24.0,1633.0,6105.0,249.0,5614.0,93.0,62343.0,3274.0,750861.0,24687.0,23330.0,1536015300000,22.0
4262.0,19.0,1654.0,6420.0,254.0,6168.0,105.0,59940.0,3512.0,786829.0,21626.0,23631.0,1536015600000,50.0
4460.0,23.0,1673.0,6281.0,203.0,5761.0,140.0,49592.0,3556.0,790221.0,22326.0,27357.0,1536015900000,0.0
4316.0,18.0,1563.0,6129.0,254.0,6669.0,120.0,60638.0,3672.0,791727.0,29597.0,25824.0,1536016200000,0.0
3946.0,23.0,1528.0,6509.0,245.0,5520.0,122.0,66449.0,3528.0,800122.0,28027.0,26641.0,1536016500000,0.0
4068.0,38.0,1383.0,6495.0,264.0,6251.0,118.0,62165.0,3483.0,804951.0,24365.0,26875.0,1536016800000,0.0
4599.0,23.0,1264.0,7498.0,207.0,6454.0,143.0,63739.0,3809.0,796210.0,28067.0,25278.0,1536017100000,0.0
4830.0,20.0,1348.0,7197.0,147.0,6481.0,132.0,67347.0,3959.0,808460.0,27470.0,26087.0,1536017400000,0.0
4510.0,24.0,1380.0,7277.0,268.0,6901.0,296.0,65459.0,3754.0,841108.0,25844.0,23549.0,1536017700000,0.0
4688.0,22.0,1483.0,7455.0,320.0,6898.0,287.0,68515.0,3969.0,814201.0,28573.0,25735.0,1536018000000,0.0
4976.0,20.0,1328.0,7935.0,337.0,6475.0,165.0,73447.0,4455.0,840565.0,28483.0,26592.0,1536018300000,0.0
5531.0,29.0,1364.0,8757.0,241.0,6446.0,217.0,68493.0,4646.0,839598.0,30111.0,27747.0,1536018600000,1.0
5906.0,28.0,1356.0,8827.0,241.0,6974.0,141.0,81531.0,5023.0,872163.0,29851.0,27706.0,1536018900000,0.0
6324.0,31.0,1377.0,9921.0,294.0,7163.0,387.0,75096.0,5457.0,887708.0,33755.0,26578.0,1536019200000,9.0
6587.0,23.0,1423.0,10314.0,276.0,6614.0,782.0,99984.0,5501.0,922999.0,30941.0,27933.0,1536019500000,0.0
6607.0,20.0,1447.0,10405.0,324.0,7504.0,173.0,91523.0,5626.0,953210.0,29914.0,24319.0,1536019800000,0.0
6947.0,27.0,1622.0,10515.0,329.0,7123.0,157.0,89459.0,5918.0,982241.0,33316.0,26183.0,1536020100000,0.0
7504.0,31.0,1515.0,11768.0,309.0,7885.0,207.0,91416.0,6582.0,1017391.0,31274.0,27273.0,1536020400000,1.0
8062.0,29.0,1839.0,12698.0,363.0,8242.0,232.0,116669.0,7131.0,1069770.0,34489.0,26654.0,1536020700000,0.0
8293.0,34.0,1775.0,12874.0,359.0,8488.0,208.0,115827.0,7546.0,1088732.0,37468.0,29034.0,1536021000000,0.0
8893.0,22.0,2011.0,13652.0,354.0,9140.0,397.0,107631.0,7816.0,1136149.0,36128.0,31573.0,1536021300000,0.0
9702.0,31.0,1990.0,14706.0,369.0,9060.0,135.0,113145.0,8575.0,1174552.0,36694.0,27299.0,1536021600000,0.0
10169.0,20.0,1817.0,15321.0,414.0,9125.0,174.0,116001.0,9477.0,1197794.0,37600.0,29597.0,1536021900000,1.0
11815.0,32.0,1997.0,16289.0,359.0,9270.0,293.0,91616.0,10661.0,1202436.0,37122.0,25967.0,1536022200000,4.0
13801.0,18.0,1847.0,19521.0,335.0,8751.0,176.0,104351.0,12982.0,1210091.0,36546.0,27374.0,1536022500000,1.0
15667.0,28.0,2124.0,26133.0,346.0,9682.0,322.0,121435.0,15545.0,1252133.0,39557.0,27376.0,1536022800000,19.0
14315.0,30.0,2081.0,21047.0,335.0,8913.0,333.0,140753.0,14605.0,1249992.0,37840.0,27534.0,1536023100000,0.0
13586.0,35.0,2165.0,25058.0,295.0,9533.0,303.0,127934.0,13211.0,1253784.0,35394.0,28130.0,1536023400000,0.0
13063.0,33.0,1920.0,18962.0,338.0,10394.0,279.0,115200.0,12566.0,1276169.0,37042.0,27250.0,1536023700000,0.0
12365.0,33.0,2132.0,18511.0,327.0,9976.0,257.0,115878.0,11846.0,1280111.0,39450.0,30921.0,1536024000000,0.0
12528.0,35.0,2030.0,18798.0,305.0,10657.0,239.0,124207.0,12776.0,1304267.0,41274.0,27247.0,1536024300000,0.0
12659.0,41.0,1850.0,17999.0,357.0,10549.0,293.0,111804.0,12167.0,1324244.0,43241.0,27527.0,1536024600000,0.0
12436.0,44.0,2095.0,18100.0,341.0,9926.0,215.0,115273.0,11304.0,1301900.0,48288.0,27111.0,1536024900000,0.0
12279.0,37.0,2134.0,17721.0,342.0,10207.0,354.0,139521.0,11460.0,1301410.0,47321.0,26504.0,1536025200000,0.0
12328.0,33.0,2191.0,19172.0,329.0,11100.0,289.0,153629.0,11598.0,1347500.0,49166.0,28697.0,1536025500000,0.0
12847.0,42.0,2281.0,20064.0,371.0,13535.0,214.0,163400.0,12495.0,1494823.0,52198.0,29865.0,1536025800000,0.0
12702.0,53.0,2253.0,19383.0,388.0,11962.0,294.0,200828.0,11764.0,1693421.0,49051.0,30265.0,1536026100000,1.0
13714.0,33.0,2307.0,21556.0,422.0,12439.0,1915.0,174033.0,12768.0,1942647.0,49910.0,35447.0,1536026400000,16.0
13734.0,41.0,2289.0,20073.0,432.0,10804.0,980.0,137828.0,12310.0,1539309.0,54635.0,29843.0,1536026700000,0.0
13116.0,30.0,2353.0,20149.0,403.0,11202.0,516.0,163320.0,12391.0,1493558.0,50665.0,29942.0,1536027000000,0.0
