i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,timestamp,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i108,i115,i119,i58,i131,i110,i113,i56,i139,i62,i127,i142,i135,i126,i145
24.0,1967.0,10.0,482.0,344802.0,151.0,0.0,6.0,149.0,95.0,0.0,40236.0,100.0,204.0,795.0,10.0,0.0,10.0,35.0,10.0,35.0,2.0,14.0,10.0,2.0,79.0,14.0,52.0,8.0,0.0,806.0,0.0,10.0,33.0,134423.0,96.0,11.0,75.0,4.0,0.0,0.0,252575.0,1448.0,6.0,88.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1535822100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,2089.0,24.0,320.0,328428.0,273.0,0.0,8.0,182.0,32.0,0.0,32926.0,93.0,259.0,808.0,16.0,7.0,1.0,7.0,8.0,33.0,1.0,2.0,14.0,1.0,1870.0,10.0,71.0,0.0,1.0,985.0,0.0,16.0,0.0,132791.0,49.0,3.0,76.0,54.0,0.0,1.0,165987.0,1334.0,5.0,52.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1535822400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,1777.0,21.0,244.0,312507.0,30.0,0.0,3.0,154.0,31.0,0.0,33084.0,161.0,194.0,761.0,9.0,10.0,0.0,13.0,4.0,40.0,17.0,10.0,6.0,0.0,35.0,12.0,37.0,37.0,4.0,765.0,0.0,19.0,0.0,118792.0,52.0,4.0,92.0,21.0,0.0,0.0,143503.0,1082.0,11.0,54.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1535822700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,1812.0,29.0,275.0,283838.0,26.0,0.0,8.0,145.0,44.0,0.0,31398.0,52.0,206.0,671.0,4.0,7.0,4.0,2.0,7.0,18.0,4.0,23.0,15.0,0.0,16.0,12.0,30.0,1.0,7.0,586.0,0.0,15.0,0.0,116135.0,85.0,18.0,79.0,13.0,0.0,0.0,159857.0,1114.0,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1535823000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,3172.0,30.0,328.0,276641.0,60.0,1.0,6.0,137.0,86.0,0.0,32141.0,96.0,182.0,709.0,30.0,0.0,9.0,7.0,9.0,27.0,0.0,9.0,7.0,0.0,27.0,5.0,50.0,0.0,0.0,665.0,0.0,16.0,0.0,106414.0,58.0,0.0,78.0,21.0,0.0,0.0,194282.0,1249.0,12.0,51.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1535823300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,2086.0,27.0,259.0,259771.0,64.0,0.0,9.0,181.0,37.0,0.0,34354.0,91.0,208.0,651.0,4.0,143.0,4.0,3.0,2.0,11.0,0.0,1.0,8.0,0.0,0.0,5.0,49.0,2.0,1.0,556.0,0.0,17.0,37.0,107329.0,45.0,9.0,87.0,3.0,0.0,90.0,202919.0,1150.0,8.0,58.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535823600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2246.0,25.0,258.0,241019.0,198.0,0.0,3.0,151.0,54.0,0.0,35407.0,115.0,171.0,627.0,28.0,29.0,4.0,4.0,2.0,28.0,0.0,0.0,11.0,2.0,0.0,7.0,46.0,2.0,1.0,621.0,0.0,15.0,14.0,99644.0,48.0,8.0,78.0,18.0,0.0,0.0,226079.0,1178.0,9.0,87.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535823900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1972.0,3.0,247.0,224770.0,139.0,0.0,6.0,149.0,45.0,1.0,37601.0,54.0,187.0,589.0,22.0,62.0,4.0,4.0,2.0,16.0,5.0,0.0,5.0,0.0,9.0,7.0,45.0,14.0,0.0,695.0,0.0,16.0,0.0,91395.0,51.0,37.0,94.0,22.0,0.0,0.0,241185.0,1315.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1535824200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1942.0,12.0,264.0,219935.0,101.0,0.0,7.0,151.0,21.0,0.0,31739.0,51.0,138.0,485.0,7.0,3.0,6.0,5.0,2.0,33.0,0.0,4.0,8.0,1.0,61.0,12.0,30.0,4.0,0.0,496.0,0.0,27.0,79.0,92639.0,48.0,3.0,72.0,8.0,0.0,0.0,211999.0,1233.0,4.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1535824500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,1840.0,10.0,230.0,210878.0,42.0,0.0,10.0,147.0,14.0,0.0,33333.0,69.0,164.0,526.0,0.0,3.0,0.0,17.0,5.0,32.0,0.0,1.0,7.0,0.0,59.0,6.0,54.0,4.0,0.0,558.0,0.0,12.0,13.0,85755.0,56.0,3.0,72.0,41.0,0.0,1.0,199440.0,1095.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1535824800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2105.0,15.0,214.0,190884.0,56.0,0.0,4.0,138.0,25.0,0.0,31883.0,72.0,198.0,639.0,0.0,3.0,0.0,6.0,5.0,23.0,3.0,0.0,11.0,0.0,59.0,2.0,22.0,17.0,0.0,531.0,0.0,0.0,0.0,82106.0,61.0,15.0,76.0,2.0,0.0,0.0,208379.0,999.0,10.0,140.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1535825100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1899.0,5.0,200.0,188715.0,44.0,0.0,4.0,151.0,28.0,0.0,30944.0,97.0,163.0,619.0,2.0,3.0,11.0,18.0,7.0,23.0,0.0,0.0,25.0,1.0,1046.0,7.0,24.0,16.0,0.0,563.0,0.0,0.0,9.0,78310.0,59.0,0.0,70.0,9.0,0.0,0.0,207552.0,995.0,8.0,96.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1535825400000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,1553.0,6.0,200.0,181179.0,16.0,0.0,4.0,167.0,41.0,0.0,30002.0,74.0,153.0,517.0,4.0,8.0,12.0,15.0,8.0,86.0,1.0,5.0,8.0,0.0,465.0,3.0,21.0,5.0,0.0,333.0,0.0,0.0,0.0,68569.0,46.0,0.0,73.0,5.0,0.0,0.0,197614.0,1091.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1535825700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1728.0,9.0,120.0,172033.0,28.0,0.0,2.0,142.0,62.0,0.0,28273.0,83.0,205.0,443.0,2.0,2.0,6.0,6.0,3.0,48.0,0.0,0.0,4.0,2.0,399.0,6.0,18.0,17.0,0.0,297.0,0.0,0.0,0.0,67744.0,65.0,0.0,83.0,5.0,0.0,0.0,168488.0,1021.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1535826000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1646.0,13.0,153.0,169185.0,20.0,0.0,2.0,165.0,41.0,0.0,30029.0,105.0,182.0,471.0,3.0,3.0,5.0,9.0,3.0,140.0,0.0,0.0,6.0,0.0,5097.0,4.0,19.0,7.0,0.0,500.0,0.0,0.0,0.0,62059.0,40.0,1.0,92.0,19.0,0.0,0.0,159277.0,1300.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1535826300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1408.0,0.0,168.0,162363.0,26.0,0.0,2.0,170.0,51.0,0.0,34875.0,65.0,191.0,521.0,1.0,3.0,4.0,3.0,2.0,145.0,0.0,0.0,11.0,0.0,8372.0,3.0,18.0,10.0,0.0,381.0,0.0,0.0,0.0,59215.0,50.0,1.0,90.0,10.0,0.0,1.0,200293.0,1600.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,1535826600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1494.0,18.0,127.0,156993.0,19.0,0.0,3.0,154.0,72.0,0.0,38144.0,69.0,157.0,537.0,1.0,8.0,5.0,2.0,9.0,25.0,0.0,3.0,6.0,0.0,79.0,2.0,22.0,23.0,0.0,339.0,0.0,0.0,77.0,54065.0,51.0,0.0,78.0,12.0,5.0,0.0,232097.0,1385.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1535826900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1465.0,21.0,141.0,148924.0,11.0,0.0,1.0,150.0,14.0,0.0,39430.0,103.0,158.0,482.0,3.0,4.0,3.0,3.0,2.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,11.0,0.0,0.0,499.0,0.0,0.0,0.0,55471.0,68.0,1.0,77.0,2.0,5.0,0.0,260311.0,1483.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1535827200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,1569.0,10.0,188.0,151599.0,5.0,0.0,1.0,154.0,175.0,0.0,43782.0,58.0,167.0,419.0,7.0,1.0,5.0,4.0,2.0,20.0,0.0,1.0,9.0,0.0,0.0,2.0,17.0,0.0,0.0,451.0,0.0,0.0,66.0,54839.0,51.0,0.0,94.0,3.0,5.0,0.0,320515.0,1575.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1535827500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1405.0,6.0,175.0,139896.0,21.0,0.0,1.0,186.0,51.0,0.0,48157.0,86.0,255.0,407.0,5.0,4.0,18.0,2.0,2.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,363.0,0.0,0.0,0.0,53063.0,43.0,3.0,80.0,4.0,5.0,1.0,277798.0,1500.0,11.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1535827800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1687.0,15.0,112.0,136296.0,14.0,0.0,2.0,213.0,15.0,0.0,42851.0,37.0,136.0,368.0,0.0,3.0,9.0,4.0,3.0,15.0,10.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,381.0,0.0,1.0,0.0,47128.0,37.0,2.0,85.0,7.0,5.0,1.0,297545.0,1296.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1535828100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1574.0,7.0,109.0,132874.0,24.0,0.0,4.0,169.0,16.0,0.0,45266.0,115.0,151.0,432.0,1.0,2.0,12.0,0.0,6.0,18.0,4.0,2.0,9.0,0.0,0.0,6.0,9.0,0.0,0.0,299.0,0.0,0.0,0.0,46019.0,39.0,3.0,87.0,6.0,5.0,0.0,297853.0,1472.0,2.0,135.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1535828400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1650.0,5.0,105.0,123354.0,12.0,0.0,4.0,189.0,34.0,0.0,46106.0,45.0,135.0,426.0,1.0,5.0,16.0,2.0,4.0,12.0,0.0,3.0,3.0,0.0,0.0,3.0,40.0,0.0,0.0,400.0,0.0,0.0,0.0,46673.0,78.0,7.0,67.0,6.0,5.0,0.0,288403.0,1403.0,8.0,42.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1535828700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1785.0,7.0,198.0,120483.0,38.0,0.0,2.0,168.0,33.0,0.0,49390.0,66.0,205.0,467.0,1.0,6.0,9.0,2.0,12.0,15.0,0.0,7.0,1.0,4.0,0.0,1.0,18.0,0.0,0.0,281.0,0.0,0.0,18.0,48046.0,37.0,0.0,68.0,0.0,5.0,4.0,308842.0,1298.0,2.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1535829000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
