timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c1_prediction,c2_prediction,c3_prediction,c4_prediction,c5_prediction,c6_prediction,c7_prediction,c8_prediction
1536067500000,527499.0,526.0,4483.0,19903.0,1090118.0,42.0,211.0,3.0,,,,,,,,
1536067800000,510428.0,526.0,4655.0,18194.0,1065359.0,46.0,138.0,2.0,,,,,,,,
1536068100000,541692.0,471.0,4326.0,19869.0,1090785.0,37.0,121.0,,,,,,,,,
1536068400000,557459.0,428.0,4281.0,20257.0,1117926.0,23.0,277.0,,,,,,,,,
1536068700000,546652.0,440.0,5505.0,20282.0,1109442.0,34.0,172.0,2.0,,,,,,,,
1536069000000,551914.0,332.0,4357.0,21388.0,1142360.0,24.0,421.0,,,,,,,,,
1536069300000,550889.0,268.0,4400.0,20056.0,1116700.0,13.0,304.0,1.0,,,,,,,,
1536069600000,556506.0,548.0,5198.0,21372.0,1195577.0,14.0,6.0,1.0,,,,,,,,
1536069900000,567845.0,339.0,5564.0,20372.0,1171112.0,11.0,73.0,4.0,,,,,,,,
1536070200000,556276.0,347.0,4799.0,19475.0,1191301.0,22.0,20.0,,,,,,,,,
1536070500000,568377.0,246.0,4417.0,19854.0,1171436.0,13.0,14.0,,,,,,,,,
1536070800000,541254.0,237.0,3847.0,16807.0,1160932.0,35.0,60.0,2.0,,,,,,,,
1536071100000,543956.0,276.0,3778.0,17694.0,1151681.0,19.0,39.0,,,,,,,,,
1536071400000,542783.0,223.0,4746.0,20010.0,1165741.0,24.0,,,,,,,,,,
1536071700000,540611.0,164.0,4701.0,20125.0,1130115.0,19.0,,,,,,,,,,
1536072000000,516071.0,267.0,3649.0,16333.0,1105430.0,1.0,21.0,,,,,,,,,
1536072300000,528616.0,253.0,3559.0,17913.0,1105471.0,15.0,5.0,,,,,,,,,
1536072600000,513457.0,192.0,4325.0,16222.0,1057978.0,25.0,,,,,,,,,,
1536072900000,483355.0,380.0,4819.0,13030.0,1021391.0,11.0,54.0,,,,,,,,,
1536073200000,477187.0,174.0,4008.0,14067.0,984921.0,7.0,33.0,2.0,,,,,,,,
1536073500000,461761.0,104.0,4142.0,15175.0,956472.0,18.0,175.0,,,,,,,,,
1536073800000,447465.0,65.0,3942.0,13307.0,913707.0,23.0,11.0,,,,,,,,,
1536074100000,419124.0,222.0,3392.0,14216.0,891299.0,26.0,2.0,,,,,,,,,
1536074400000,396155.0,90.0,3898.0,13492.0,851300.0,11.0,53.0,1.0,,,,,,,,
1536074700000,386198.0,99.0,2377.0,16447.0,828061.0,11.0,57.0,,,,,,,,,
1536075000000,385313.0,147.0,3015.0,15732.0,777158.0,,50.0,,,,,,,,,
1536075300000,363261.0,78.0,3892.0,13009.0,758306.0,4.0,24.0,,,,,,,,,
1536075600000,351000.0,111.0,3137.0,12682.0,707503.0,1.0,590.0,3.0,351000.0,111.0,3137.0,12682.0,777158.0,1.0,590.0,3.0
1536075900000,341320.0,93.0,2461.0,11070.0,686254.0,4.0,,,341320.0,93.0,3137.0,9344.0,777158.0,4.0,590.0,3.0
1536076200000,322278.0,27.0,2817.0,9344.0,674102.0,1.0,35.0,,,,,,,,,
1536076500000,299453.0,94.0,2090.0,7905.0,607662.0,,1.0,,,,,,,,,
1536076800000,402072.0,276.0,3343.0,9000.0,817643.0,47.0,21.0,,,,,,,,,
1536077100000,387520.0,249.0,3372.0,9080.0,802640.0,28.0,138.0,1.0,,,,,,,,
1536077400000,370166.0,149.0,2890.0,8129.0,763013.0,21.0,21.0,2.0,,,,,,,,
1536077700000,339706.0,196.0,2924.0,6177.0,683470.0,25.0,484.0,1.0,125095.0,149.0,2890.0,6177.0,763013.0,25.0,484.0,1.0
1536078000000,306546.0,127.0,2059.0,5995.0,621929.0,13.0,36.0,,,,,,,,,
1536078300000,275961.0,129.0,2538.0,6350.0,566810.0,28.0,32.0,,,,,,,,,
1536078600000,260627.0,124.0,2533.0,5608.0,529011.0,38.0,274.0,,,,,,,,,
1536078900000,241103.0,80.0,1561.0,5357.0,480151.0,18.0,4.0,,125095.0,80.0,2533.0,5608.0,480151.0,18.0,4.0,1.0
1536079200000,222055.0,98.0,1146.0,5105.0,443696.0,5.0,32.0,,,,,,,,,
1536079500000,212256.0,122.0,1701.0,5452.0,410288.0,21.0,6.0,,,,,,,,,
1536079800000,195076.0,110.0,2046.0,5888.0,380795.0,33.0,11.0,,,,,,,,,
1536080100000,190830.0,73.0,1812.0,5819.0,354353.0,11.0,,,,,,,,,,
1536080400000,177709.0,61.0,1449.0,4475.0,340889.0,32.0,,1.0,,,,,,,,
1536080700000,158632.0,117.0,1369.0,3727.0,326637.0,11.0,,,,,,,,,,
1536081000000,165706.0,75.0,1732.0,2698.0,310490.0,28.0,,,,,,,,,,
1536081300000,149664.0,82.0,1377.0,2743.0,292752.0,32.0,60.0,2.0,,,,,,,,
1536081600000,136403.0,73.0,1650.0,1970.0,273806.0,30.0,,1.0,,,,,,,,
1536081900000,125095.0,86.0,1010.0,2234.0,251910.0,17.0,,,,,,,,,,
1536082200000,115758.0,65.0,1132.0,3428.0,233406.0,15.0,51.0,,,,,,,,,
1536082500000,108052.0,58.0,1289.0,3854.0,221782.0,25.0,,,,,,,,,,
1536082800000,108180.0,168.0,1102.0,2414.0,215965.0,10.0,,1.0,,,,,,,,
1536083100000,99975.0,81.0,514.0,2219.0,201507.0,13.0,1.0,,,,,,,,,
1536083400000,89293.0,127.0,475.0,1632.0,188230.0,42.0,,2.0,,,,,,,,
1536083700000,87936.0,56.0,627.0,1234.0,174624.0,8.0,,,,,,,,,,
1536084000000,80049.0,89.0,1209.0,1464.0,175789.0,57.0,78.0,1.0,,,,,,,,
1536084300000,73145.0,99.0,933.0,1132.0,159413.0,29.0,6.0,,,,,,,,,
1536084600000,71178.0,100.0,788.0,1078.0,158670.0,34.0,,,,,,,,,,
1536084900000,70328.0,66.0,756.0,932.0,146958.0,18.0,,,,,,,,,,
1536085200000,73170.0,89.0,497.0,841.0,145654.0,18.0,,,,,,,,,,
1536085500000,65919.0,69.0,307.0,1261.0,146642.0,15.0,,,,,,,,,,
1536085800000,64400.0,117.0,832.0,1300.0,132704.0,20.0,,,,,,,,,,
1536086100000,56176.0,40.0,2423.0,1162.0,127811.0,27.0,1.0,,,,,,,,,
1536086400000,55100.0,68.0,447.0,1169.0,122858.0,30.0,,,,,,,,,,
1536086700000,54618.0,90.0,851.0,987.0,115417.0,17.0,,,,,,,,,,
1536087000000,51435.0,81.0,597.0,1114.0,118206.0,22.0,,,,,,,,,,
1536087300000,50297.0,34.0,340.0,968.0,111910.0,14.0,,,,,,,,,,
1536087600000,48325.0,95.0,629.0,1880.0,110615.0,14.0,,1.0,,,,,,,,
1536087900000,46806.0,99.0,540.0,1883.0,116317.0,10.0,,,,,,,,,,
1536088200000,42811.0,66.0,671.0,1537.0,107103.0,8.0,,,,,,,,,,
1536088500000,44361.0,50.0,398.0,1178.0,102530.0,13.0,48.0,,,,,,,,,
1536088800000,44500.0,49.0,581.0,1260.0,110534.0,27.0,,,,,,,,,,
1536089100000,42837.0,43.0,477.0,1637.0,106317.0,13.0,,,,,,,,,,
1536089400000,42835.0,62.0,432.0,1244.0,101410.0,15.0,,,,,,,,,,
1536089700000,37244.0,79.0,374.0,1139.0,96083.0,33.0,,,,,,,,,,
1536090000000,40115.0,57.0,295.0,1851.0,98588.0,14.0,,,,,,,,,,
1536090300000,39391.0,172.0,592.0,1052.0,103655.0,8.0,,,,,,,,,,
1536090600000,38163.0,62.0,445.0,1826.0,101932.0,8.0,2.0,,,,,,,,,
1536090900000,42127.0,100.0,389.0,1711.0,99358.0,39.0,1.0,,,,,,,,,
1536091200000,42244.0,37.0,581.0,1725.0,95906.0,32.0,,,,,,,,,,
1536091500000,38951.0,64.0,586.0,1542.0,93934.0,21.0,1.0,1.0,,,,,,,,
1536091800000,38617.0,88.0,579.0,1272.0,94201.0,10.0,,,,,,,,,,
1536092100000,37401.0,105.0,474.0,1311.0,95382.0,34.0,,,,,,,,,,
1536092400000,37948.0,45.0,548.0,1004.0,101393.0,10.0,,,,,,,,,,
1536092700000,39102.0,25.0,362.0,911.0,102915.0,10.0,,,,,,,,,,
1536093000000,37541.0,58.0,457.0,1224.0,106437.0,19.0,,,,,,,,,,
1536093300000,37428.0,31.0,459.0,1092.0,106032.0,35.0,,,,,,,,,,
1536093600000,40234.0,36.0,402.0,1757.0,110731.0,22.0,,,,,,,,,,
1536093900000,40094.0,52.0,472.0,1666.0,112057.0,12.0,2.0,,,,,,,,,
1536094200000,48970.0,79.0,566.0,1536.0,120634.0,20.0,,,,,,,,,,
1536094500000,41106.0,75.0,432.0,4029.0,127250.0,12.0,,,,,,,,,,
1536094800000,42291.0,46.0,814.0,1118.0,132694.0,22.0,,,,,,,,,,
1536095100000,46405.0,42.0,1217.0,1097.0,140785.0,18.0,,1.0,,,,,,,,
1536095400000,56547.0,38.0,674.0,898.0,155837.0,25.0,,,,,,,,,,
1536095700000,60547.0,57.0,702.0,1126.0,160272.0,19.0,,,,,,,,,,
1536096000000,73709.0,103.0,776.0,1614.0,176210.0,9.0,,,,,,,,,,
1536096300000,79186.0,49.0,641.0,1730.0,188463.0,20.0,11.0,,,,,,,,,
1536096600000,81243.0,52.0,889.0,1887.0,216719.0,19.0,,,,,,,,,,
1536096900000,78856.0,28.0,900.0,1886.0,237071.0,9.0,,,,,,,,,,
1536097200000,79753.0,31.0,1653.0,1898.0,260211.0,17.0,89.0,,79753.0,31.0,1653.0,1898.0,260211.0,17.0,25.0,1.0
1536097500000,89185.0,27.0,1371.0,2097.0,277815.0,15.0,25.0,,79753.0,28.0,2349.0,2097.0,405500.0,15.0,25.0,1.0
1536097800000,98685.0,77.0,1127.0,2718.0,293734.0,8.0,,1.0,,,,,,,,
1536098100000,105197.0,53.0,935.0,2175.0,326316.0,20.0,,1.0,,,,,,,,
1536098400000,125682.0,37.0,1739.0,2635.0,374609.0,19.0,,,,,,,,,,
1536098700000,137665.0,51.0,1743.0,2755.0,405500.0,26.0,,,,,,,,,,
1536099000000,151943.0,162.0,1327.0,3058.0,429109.0,19.0,,,125682.0,51.0,2349.0,3058.0,405500.0,19.0,32.0,1.0
1536099300000,151035.0,31.0,1823.0,3800.0,455517.0,20.0,,,,,,,,,,
1536099600000,165109.0,90.0,1766.0,3661.0,487182.0,22.0,,,165109.0,90.0,2349.0,3399.0,487182.0,20.0,32.0,1.0
1536099900000,183810.0,51.0,1910.0,2775.0,497877.0,21.0,,,,,,,,,,
1536100200000,192442.0,51.0,1712.0,3518.0,540053.0,22.0,32.0,,,,,,,,,
1536100500000,207051.0,55.0,1857.0,3399.0,549324.0,28.0,128.0,,,,,,,,,
1536100800000,211237.0,98.0,1891.0,3286.0,573455.0,4.0,,,,,,,,,,
1536101100000,221843.0,77.0,1496.0,2730.0,589612.0,14.0,,,,,,,,,,
1536101400000,227694.0,137.0,2195.0,3399.0,605670.0,15.0,,,221843.0,137.0,2349.0,3399.0,605670.0,15.0,19.0,1.0
1536101700000,242826.0,179.0,1800.0,2982.0,628498.0,4.0,,,,,,,,,,
1536102000000,248401.0,267.0,1683.0,3385.0,663633.0,29.0,19.0,,248401.0,200.0,2349.0,3399.0,663633.0,20.0,19.0,1.0
1536102300000,245036.0,198.0,2151.0,3219.0,669587.0,23.0,,1.0,245036.0,200.0,2349.0,3399.0,869294.0,20.0,19.0,1.0
1536102600000,249117.0,138.0,1837.0,4637.0,652306.0,19.0,2.0,7.0,248025.0,200.0,2349.0,4637.0,869294.0,20.0,26.0,7.0
1536102900000,248025.0,200.0,2086.0,4766.0,658303.0,20.0,26.0,7.0,248025.0,200.0,2349.0,3991.0,869294.0,20.0,26.0,7.0
1536103200000,250401.0,126.0,1973.0,3991.0,674266.0,14.0,164.0,,250401.0,200.0,2349.0,3991.0,869294.0,20.0,26.0,7.0
1536103500000,248305.0,177.0,2482.0,3961.0,671905.0,10.0,7.0,,248305.0,343.0,2349.0,3991.0,869294.0,10.0,7.0,7.0
1536103800000,250960.0,205.0,1878.0,4328.0,663894.0,24.0,54.0,4.0,250960.0,343.0,2349.0,4328.0,869294.0,10.0,7.0,7.0
1536104100000,260576.0,311.0,2449.0,3052.0,669911.0,46.0,13.0,,268715.0,343.0,2349.0,4328.0,869294.0,10.0,13.0,7.0
1536104400000,265265.0,343.0,2933.0,4102.0,692299.0,12.0,75.0,5.0,268715.0,343.0,2349.0,4102.0,869294.0,10.0,75.0,7.0
1536104700000,260315.0,452.0,2000.0,5625.0,690815.0,17.0,177.0,,268715.0,343.0,2349.0,4102.0,869294.0,17.0,177.0,7.0
1536105000000,268715.0,495.0,2417.0,5669.0,703355.0,4.0,,11.0,268715.0,343.0,2349.0,4783.0,869294.0,17.0,13.0,5.0
1536105300000,278727.0,655.0,2349.0,4878.0,742893.0,23.0,13.0,,288188.0,655.0,2349.0,4783.0,869294.0,10.0,13.0,5.0
1536105600000,293882.0,865.0,2351.0,4011.0,750545.0,10.0,1.0,,288188.0,865.0,2349.0,4783.0,869294.0,10.0,1.0,5.0
1536105900000,288188.0,1039.0,2876.0,4448.0,762531.0,9.0,,,288188.0,1039.0,2349.0,4783.0,869294.0,10.0,1.0,5.0
1536106200000,305218.0,877.0,2032.0,5586.0,783849.0,15.0,,,288188.0,1039.0,2032.0,4783.0,869294.0,15.0,1.0,5.0
1536106500000,332509.0,1214.0,2593.0,4783.0,805286.0,20.0,,,,,,,,,,
1536106800000,343463.0,1318.0,2876.0,4555.0,848367.0,38.0,,,,,,,,,,
1536107100000,348305.0,2058.0,3067.0,4799.0,847415.0,24.0,79.0,5.0,288188.0,2058.0,3970.0,4799.0,869294.0,24.0,2.0,5.0
1536107400000,372908.0,2613.0,3130.0,4679.0,869294.0,52.0,,1.0,372908.0,2613.0,3970.0,5625.0,869294.0,52.0,2.0,1.0
1536107700000,383431.0,3495.0,3970.0,4478.0,883438.0,129.0,2.0,12.0,383431.0,12211.0,3970.0,5625.0,869294.0,52.0,2.0,12.0
1536108000000,371798.0,4582.0,3505.0,3781.0,898440.0,64.0,1.0,,371798.0,6502.0,2989.0,5625.0,869294.0,52.0,1.0,12.0
1536108300000,380388.0,6502.0,3607.0,4104.0,925319.0,99.0,,,380388.0,6502.0,3607.0,5625.0,869294.0,52.0,1.0,12.0
1536108600000,393183.0,10126.0,3644.0,4726.0,942758.0,111.0,,1.0,393183.0,6502.0,3644.0,5625.0,869294.0,52.0,1.0,1.0
1536108900000,403652.0,15677.0,2978.0,5449.0,953798.0,189.0,,,,,,,,,,
1536109200000,426464.0,24287.0,2989.0,5084.0,959871.0,239.0,,3.0,403652.0,6502.0,2989.0,5625.0,869294.0,189.0,1.0,1.0
1536109500000,438449.0,19958.0,3519.0,5093.0,978244.0,330.0,,,,,,,,,,
1536109800000,451546.0,15971.0,3284.0,4486.0,997745.0,501.0,,2.0,,,,,,,,
1536110100000,493014.0,14036.0,4005.0,6380.0,1036561.0,283.0,,9.0,493014.0,6502.0,2989.0,5625.0,869294.0,124.0,19.0,1.0
1536110400000,463015.0,12211.0,4486.0,6317.0,1021410.0,124.0,,4.0,463015.0,6502.0,4486.0,5625.0,869294.0,124.0,19.0,1.0
1536110700000,477949.0,11341.0,3909.0,5461.0,1018823.0,257.0,,1.0,502174.0,11341.0,3885.0,5625.0,869294.0,257.0,19.0,1.0
1536111000000,502174.0,11574.0,3885.0,6115.0,1039355.0,107.0,19.0,3.0,502174.0,11341.0,3885.0,5625.0,869294.0,107.0,19.0,3.0
1536111300000,500755.0,9977.0,3544.0,5625.0,1024916.0,137.0,2.0,,502174.0,11341.0,3885.0,5625.0,869294.0,127.0,2.0,3.0
1536111600000,491207.0,10634.0,3949.0,5838.0,1044174.0,127.0,,,,,,,,,,
1536111900000,496254.0,9753.0,4118.0,6187.0,1054517.0,122.0,,,,,,,,,,
1536112200000,504388.0,8868.0,4168.0,6861.0,1074835.0,180.0,,,,,,,,,,
1536112500000,608839.0,8840.0,5513.0,8659.0,1253979.0,117.0,,5.0,,,,,,,,
1536112800000,612650.0,9651.0,5249.0,7913.0,1367681.0,150.0,1.0,,,,,,,,,
1536113100000,561991.0,8784.0,5521.0,7482.0,1242112.0,111.0,,,,,,,,,,
1536113400000,561142.0,8463.0,5065.0,6172.0,1204679.0,90.0,7.0,4.0,,,,,,,,
1536113700000,530356.0,7677.0,4866.0,5466.0,1167591.0,66.0,77.0,4.0,,,,,,,,
1536114000000,546151.0,6814.0,4685.0,5947.0,1158172.0,85.0,81.0,4.0,,,,,,,,
1536114300000,549298.0,7535.0,3352.0,5686.0,1141775.0,314.0,,55.0,,,,,,,,
1536114600000,525571.0,7581.0,4639.0,6031.0,1154689.0,142.0,,4.0,,,,,,,,
1536114900000,500821.0,7902.0,5787.0,6391.0,1163940.0,113.0,22.0,2.0,,,,,,,,
1536115200000,488737.0,6029.0,5175.0,7295.0,1145869.0,265.0,,,,,,,,,,
1536115500000,518179.0,7316.0,6071.0,6376.0,1155289.0,118.0,57.0,,,,,,,,,
1536115800000,509679.0,6462.0,5243.0,6502.0,1156123.0,87.0,,1.0,,,,,,,,
1536116100000,524072.0,5765.0,6814.0,6311.0,1134366.0,95.0,28.0,,,,,,,,,
1536116400000,512257.0,6595.0,6648.0,7863.0,1140127.0,259.0,17.0,,,,,,,,,
1536116700000,522046.0,7399.0,5232.0,16621.0,1144765.0,92.0,174.0,,,,,,,,,
1536117000000,509160.0,6573.0,4565.0,8529.0,1142381.0,182.0,11.0,,,,,,,,,
1536117300000,536865.0,8655.0,4479.0,8211.0,1193426.0,173.0,,6.0,,,,,,,,
1536117600000,504521.0,5560.0,4786.0,7077.0,1180468.0,85.0,2.0,5.0,,,,,,,,
1536117900000,494076.0,5018.0,4160.0,5131.0,1132565.0,137.0,8.0,4.0,,,,,,,,
1536118200000,483402.0,5063.0,4320.0,8574.0,1129344.0,241.0,16.0,1.0,,,,,,,,
1536118500000,470931.0,4224.0,3121.0,7237.0,1095936.0,158.0,,2.0,,,,,,,,
1536118800000,480430.0,4208.0,3451.0,8434.0,1109524.0,104.0,5.0,56.0,,,,,,,,
1536119100000,467577.0,3873.0,3292.0,7116.0,1088974.0,104.0,275.0,2.0,,,,,,,,
1536119400000,453014.0,4536.0,2720.0,6112.0,1082734.0,77.0,421.0,5.0,,,,,,,,
1536119700000,462619.0,3772.0,3923.0,6141.0,1067910.0,133.0,366.0,18.0,,,,,,,,
1536120000000,487194.0,4908.0,4461.0,7379.0,1062138.0,45.0,485.0,,,,,,,,,
1536120300000,470013.0,2432.0,3556.0,7561.0,1051067.0,32.0,348.0,,,,,,,,,
1536120600000,465116.0,1748.0,3786.0,7958.0,1057290.0,25.0,638.0,1.0,,,,,,,,
1536120900000,467747.0,1415.0,3774.0,8307.0,1087688.0,116.0,530.0,,,,,,,,,
1536121200000,474141.0,1052.0,4148.0,7574.0,1128268.0,24.0,445.0,1.0,,,,,,,,
1536121500000,477672.0,1617.0,3445.0,7076.0,1147010.0,47.0,432.0,2.0,,,,,,,,
1536121800000,490114.0,1087.0,4219.0,7836.0,1159000.0,42.0,497.0,2.0,,,,,,,,
1536122100000,472489.0,1369.0,4375.0,8505.0,1188397.0,45.0,487.0,,,,,,,,,
1536122400000,479482.0,1487.0,4156.0,8738.0,1168026.0,38.0,535.0,1.0,,,,,,,,
1536122700000,522564.0,1475.0,5110.0,8489.0,1139870.0,36.0,364.0,8.0,,,,,,,,
1536123000000,501063.0,1113.0,5375.0,8780.0,1126165.0,73.0,746.0,4.0,,,,,,,,
1536123300000,510812.0,2105.0,5052.0,6835.0,1128712.0,41.0,662.0,3.0,,,,,,,,
1536123600000,471776.0,1342.0,5426.0,8018.0,1111525.0,90.0,431.0,1.0,,,,,,,,
1536123900000,449688.0,1636.0,4896.0,8706.0,1116456.0,52.0,615.0,25.0,,,,,,,,
1536124200000,467918.0,1662.0,5477.0,8582.0,1079749.0,48.0,520.0,1.0,,,,,,,,
1536124500000,452372.0,1425.0,6269.0,7919.0,1050220.0,70.0,750.0,1.0,,,,,,,,
1536124800000,474989.0,1207.0,5629.0,7845.0,1021699.0,56.0,734.0,,,,,,,,,
1536125100000,453790.0,1455.0,4268.0,7484.0,1012679.0,20.0,494.0,,,,,,,,,
1536125400000,450285.0,2165.0,5913.0,8305.0,1013866.0,45.0,667.0,15.0,,,,,,,,
1536125700000,447725.0,2134.0,5959.0,7864.0,1009259.0,70.0,433.0,,,,,,,,,
1536126000000,449336.0,2662.0,6675.0,8120.0,997778.0,41.0,595.0,1.0,,,,,,,,
1536126300000,417305.0,2766.0,7870.0,8002.0,990153.0,63.0,623.0,2.0,,,,,,,,
1536126600000,428253.0,3054.0,6709.0,7116.0,983640.0,53.0,574.0,1.0,,,,,,,,
1536126900000,463646.0,5238.0,4288.0,8421.0,991229.0,164.0,499.0,,,,,,,,,
1536127200000,444817.0,8163.0,4922.0,7997.0,1006862.0,293.0,619.0,5.0,,,,,,,,
1536127500000,454698.0,7057.0,4428.0,7420.0,991880.0,154.0,743.0,11.0,,,,,,,,
1536127800000,456753.0,6545.0,3744.0,6699.0,978539.0,127.0,497.0,13.0,,,,,,,,
1536128100000,464824.0,7454.0,3047.0,8726.0,962915.0,262.0,717.0,7.0,,,,,,,,
1536128400000,450708.0,6273.0,3161.0,8022.0,981904.0,317.0,603.0,5.0,,,,,,,,
1536128700000,427519.0,6706.0,3319.0,7700.0,979010.0,170.0,535.0,3.0,,,,,,,,
1536129000000,437688.0,5686.0,4475.0,6865.0,970643.0,126.0,803.0,,,,,,,,,
1536129300000,445103.0,6249.0,4595.0,7167.0,996693.0,200.0,1122.0,4.0,,,,,,,,
1536129600000,444836.0,5539.0,4109.0,6645.0,987673.0,187.0,1110.0,1.0,,,,,,,,
1536129900000,448243.0,5417.0,4059.0,5849.0,977935.0,140.0,695.0,4.0,,,,,,,,
1536130200000,474647.0,6198.0,4105.0,7174.0,984790.0,136.0,727.0,2.0,,,,,,,,
1536130500000,456123.0,5381.0,5190.0,7038.0,993793.0,275.0,657.0,7.0,,,,,,,,
1536130800000,450578.0,6730.0,3684.0,7569.0,1014100.0,120.0,833.0,,,,,,,,,
1536131100000,451525.0,6253.0,3587.0,7148.0,1024065.0,123.0,946.0,4.0,,,,,,,,
1536131400000,471178.0,6893.0,3769.0,8694.0,1011634.0,214.0,490.0,,,,,,,,,
1536131700000,472353.0,5600.0,3856.0,7909.0,1015641.0,127.0,631.0,1.0,,,,,,,,
1536132000000,476504.0,5366.0,4197.0,8810.0,988954.0,114.0,630.0,3.0,,,,,,,,
1536132300000,471723.0,5252.0,4817.0,6881.0,989235.0,87.0,699.0,6.0,,,,,,,,
1536132600000,456631.0,5879.0,4509.0,7621.0,998213.0,130.0,848.0,2.0,,,,,,,,
1536132900000,456171.0,5015.0,3473.0,7938.0,1004335.0,152.0,888.0,5.0,,,,,,,,
1536133200000,483904.0,5623.0,3552.0,7703.0,1008006.0,156.0,689.0,2.0,,,,,,,,
1536133500000,435118.0,6275.0,3463.0,7229.0,1001355.0,180.0,609.0,8.0,,,,,,,,
1536133800000,449519.0,6518.0,3695.0,7656.0,985522.0,151.0,766.0,1.0,,,,,,,,
1536134100000,449163.0,5533.0,4590.0,7956.0,1006622.0,176.0,731.0,8.0,,,,,,,,
1536134400000,456243.0,5659.0,3774.0,7177.0,1024794.0,124.0,777.0,7.0,,,,,,,,
1536134700000,498332.0,10246.0,3869.0,7945.0,1028012.0,166.0,723.0,2.0,,,,,,,,
1536135000000,487979.0,6282.0,4184.0,7491.0,1032572.0,334.0,794.0,3.0,,,,,,,,
1536135300000,487132.0,5985.0,4996.0,6852.0,1023649.0,228.0,513.0,1.0,,,,,,,,
1536135600000,469128.0,6138.0,4238.0,6372.0,1015340.0,84.0,736.0,,,,,,,,,
1536135900000,473008.0,5036.0,3740.0,6598.0,995179.0,84.0,724.0,1.0,,,,,,,,
1536136200000,475250.0,5379.0,3837.0,5856.0,980515.0,140.0,763.0,2.0,,,,,,,,
1536136500000,471634.0,5569.0,3644.0,7119.0,996629.0,180.0,603.0,3.0,,,,,,,,
1536136800000,443776.0,8903.0,3785.0,7355.0,1003467.0,173.0,545.0,3.0,,,,,,,,
1536137100000,444987.0,6349.0,3197.0,6350.0,998265.0,122.0,537.0,5.0,,,,,,,,
1536137400000,443806.0,5259.0,3658.0,7857.0,997398.0,212.0,434.0,17.0,,,,,,,,
1536137700000,420684.0,5027.0,3511.0,7253.0,1021259.0,1213.0,520.0,,,,,,,,,
1536138000000,417306.0,5790.0,3709.0,8970.0,980106.0,497.0,665.0,,,,,,,,,
1536138300000,411774.0,5108.0,3834.0,8154.0,968213.0,160.0,450.0,4.0,,,,,,,,
1536138600000,422340.0,4672.0,2922.0,8738.0,948373.0,222.0,366.0,,,,,,,,,
1536138900000,416738.0,6047.0,3697.0,8307.0,939809.0,214.0,526.0,2.0,,,,,,,,
1536139200000,395927.0,5819.0,3565.0,9668.0,951638.0,290.0,531.0,3.0,,,,,,,,
1536139500000,410896.0,5239.0,3742.0,10857.0,919522.0,331.0,854.0,1.0,,,,,,,,
1536139800000,399636.0,4457.0,3727.0,9246.0,908540.0,156.0,785.0,,,,,,,,,
1536140100000,392301.0,4845.0,2799.0,8731.0,916996.0,247.0,752.0,1.0,,,,,,,,
1536140400000,390747.0,4627.0,4221.0,8651.0,892752.0,88.0,709.0,4.0,,,,,,,,
1536140700000,420236.0,3773.0,3571.0,9268.0,879515.0,116.0,770.0,5.0,,,,,,,,
1536141000000,396529.0,5280.0,3517.0,9207.0,884509.0,277.0,627.0,,,,,,,,,
1536141300000,386578.0,4577.0,3298.0,8202.0,869816.0,260.0,525.0,2.0,,,,,,,,
1536141600000,347763.0,4015.0,4096.0,8940.0,863667.0,43.0,730.0,,,,,,,,,
1536141900000,339819.0,3387.0,3846.0,6451.0,854580.0,44.0,450.0,,,,,,,,,
1536142200000,348299.0,3363.0,3248.0,6875.0,838446.0,17.0,696.0,1.0,,,,,,,,
1536142500000,378041.0,2348.0,2850.0,7959.0,847433.0,27.0,499.0,2.0,,,,,,,,
1536142800000,360239.0,2324.0,2916.0,8275.0,843626.0,22.0,696.0,1.0,,,,,,,,
1536143100000,394739.0,2237.0,2940.0,8280.0,830265.0,27.0,782.0,,,,,,,,,
1536143400000,354099.0,1853.0,3918.0,7565.0,816866.0,44.0,798.0,1.0,,,,,,,,
1536143700000,347476.0,1817.0,2273.0,8387.0,830833.0,62.0,684.0,3.0,,,,,,,,
1536144000000,353364.0,1627.0,3699.0,6925.0,814804.0,64.0,791.0,4.0,,,,,,,,
1536144300000,340938.0,1967.0,2972.0,7901.0,831177.0,39.0,536.0,12.0,,,,,,,,
1536144600000,353711.0,1442.0,3600.0,6851.0,845498.0,208.0,590.0,,,,,,,,,
1536144900000,366891.0,1754.0,4158.0,7614.0,860132.0,92.0,773.0,,,,,,,,,
1536145200000,370548.0,2036.0,3314.0,6979.0,853823.0,71.0,461.0,5.0,,,,,,,,
1536145500000,367490.0,2080.0,3008.0,7720.0,847037.0,113.0,944.0,3.0,,,,,,,,
1536145800000,392441.0,1845.0,3492.0,8581.0,860022.0,180.0,377.0,,,,,,,,,
1536146100000,381655.0,2022.0,3471.0,8798.0,858540.0,129.0,857.0,16.0,,,,,,,,
1536146400000,362861.0,1644.0,3926.0,9095.0,876494.0,92.0,797.0,2.0,,,,,,,,
1536146700000,389527.0,1302.0,2700.0,8590.0,876459.0,68.0,558.0,5.0,,,,,,,,
1536147000000,395492.0,1539.0,2835.0,9599.0,874182.0,180.0,682.0,5.0,,,,,,,,
1536147300000,410944.0,1517.0,2718.0,8975.0,887720.0,117.0,649.0,16.0,,,,,,,,
1536147600000,395871.0,1328.0,3255.0,11228.0,912769.0,72.0,727.0,,,,,,,,,
