timestamp,i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i140,i108,i115,i119,i58,i131,i110,i113,i56,i139,i93,i62,i128,i127,i142,i135,i126,i145,i138,i01_prediction,i02_prediction,i03_prediction,i05_prediction,i06_prediction,i07_prediction,i08_prediction,i09_prediction,i12_prediction,i13_prediction,i136_prediction,i14_prediction,i15_prediction,i16_prediction,i17_prediction,i18_prediction,i19_prediction,i20_prediction,i21_prediction,i22_prediction,i23_prediction,i24_prediction,i25_prediction,i26_prediction,i27_prediction,i28_prediction,i29_prediction,i30_prediction,i31_prediction,i32_prediction,i34_prediction,i35_prediction,i36_prediction,i37_prediction,i38_prediction,i39_prediction,i41_prediction,i42_prediction,i43_prediction,i44_prediction,i45_prediction,i46_prediction,i47_prediction,i48_prediction,i49_prediction,i57_prediction,i61_prediction,i65_prediction,i66_prediction,i67_prediction,i72_prediction,i74_prediction,i75_prediction,i76_prediction,i77_prediction,i79_prediction,i80_prediction,i81_prediction,i87_prediction,i88_prediction,i89_prediction,i97_prediction,unknown_prediction,i04_prediction,i100_prediction,i101_prediction,i102_prediction,i111_prediction,i147_prediction,i59_prediction,i63_prediction,i68_prediction,i70_prediction,i82_prediction,i95_prediction,i96_prediction,i10_prediction,i104_prediction,i107_prediction,i11_prediction,i130_prediction,i132_prediction,i33_prediction,i50_prediction,i54_prediction,i64_prediction,i73_prediction,i83_prediction,i90_prediction,i53_prediction,i99_prediction,i123_prediction,i40_prediction,i52_prediction,i51_prediction,i71_prediction,i86_prediction,i91_prediction,i106_prediction,i125_prediction,i94_prediction,i98_prediction,i112_prediction,i78_prediction,i121_prediction,i117_prediction,i141_prediction,i103_prediction,i133_prediction,i84_prediction,i114_prediction,i120_prediction,i134_prediction,i109_prediction,i129_prediction,i105_prediction,i144_prediction,i122_prediction,i85_prediction,i118_prediction,i116_prediction,i140_prediction,i108_prediction,i115_prediction,i119_prediction,i58_prediction,i131_prediction,i110_prediction,i113_prediction,i56_prediction,i139_prediction,i93_prediction,i62_prediction,i128_prediction,i127_prediction,i142_prediction,i135_prediction,i126_prediction,i145_prediction,i138_prediction
1536423900000,70.0,3575.0,39.0,569.0,938362.0,258.0,20.0,8.0,225.0,310.0,,2141.0,170.0,306.0,1055.0,24.0,1.0,2.0,68.0,22.0,119.0,16.0,16.0,15.0,1.0,2196.0,8.0,98.0,150.0,6.0,1338.0,,4.0,57.0,492655.0,151.0,62.0,144.0,60.0,,2.0,11312.0,702.0,25.0,36.0,2.0,5.0,,3.0,1.0,3.0,17.0,,,,,,,,1.0,6.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,16.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3575.0,6.0,569.0,880781.0,243.0,20.0,8.0,151.0,310.0,,2535.0,112.0,87.0,1055.0,1.0,1.0,4.0,68.0,22.0,119.0,6.0,12.0,25.0,2.0,65.0,8.0,90.0,265.0,6.0,1605.0,,4.0,86.0,492655.0,151.0,45.0,144.0,60.0,,2.0,5402.0,702.0,25.0,109.0,1.0,5.0,,1.0,2.0,3.0,15.0,,,,,,,,1.0,6.0,,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536424200000,57.0,3595.0,32.0,2128.0,880781.0,452.0,20.0,7.0,227.0,273.0,,2535.0,98.0,267.0,1126.0,43.0,5.0,9.0,154.0,23.0,78.0,6.0,12.0,15.0,,2181.0,6.0,81.0,122.0,10.0,1119.0,,9.0,143.0,443289.0,115.0,22.0,131.0,67.0,,1.0,10925.0,809.0,26.0,109.0,,52.0,,2.0,6.0,3.0,6.0,,,,2.0,,,,1.0,,,,,,,,,,16.0,,,,,,,,,,,,4.0,13.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,21.0,3575.0,6.0,326.0,880781.0,452.0,20.0,8.0,151.0,273.0,,2535.0,112.0,87.0,1055.0,1.0,5.0,4.0,113.0,23.0,119.0,6.0,12.0,15.0,,65.0,6.0,90.0,122.0,10.0,1605.0,,9.0,86.0,418456.0,151.0,68.0,131.0,115.0,,1.0,5402.0,809.0,26.0,109.0,,5.0,,1.0,2.0,3.0,15.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1536424500000,36.0,3458.0,57.0,1476.0,808773.0,306.0,20.0,7.0,172.0,310.0,,2769.0,178.0,236.0,1260.0,58.0,5.0,4.0,113.0,19.0,58.0,38.0,43.0,35.0,,814.0,6.0,40.0,59.0,9.0,1141.0,,9.0,44.0,418456.0,135.0,68.0,116.0,18.0,,2.0,9326.0,711.0,18.0,187.0,1.0,77.0,,2.0,,3.0,15.0,,,,,1.0,,,1.0,7.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,9.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,21.0,3575.0,6.0,326.0,880781.0,306.0,20.0,8.0,151.0,310.0,,1830.0,112.0,251.0,1055.0,1.0,5.0,4.0,113.0,19.0,71.0,38.0,12.0,35.0,,65.0,6.0,30.0,59.0,10.0,971.0,,9.0,86.0,418456.0,135.0,68.0,116.0,115.0,,2.0,5402.0,722.0,53.0,187.0,1.0,1.0,,1.0,,3.0,15.0,,,,,2.0,,,1.0,7.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,9.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1536424800000,72.0,2930.0,31.0,668.0,744959.0,230.0,20.0,3.0,201.0,205.0,,1830.0,242.0,257.0,994.0,34.0,,7.0,81.0,15.0,65.0,31.0,3.0,37.0,,764.0,6.0,28.0,104.0,,971.0,,33.0,189.0,377404.0,183.0,13.0,113.0,115.0,,1.0,9019.0,722.0,53.0,164.0,,6.0,,,6.0,3.0,21.0,,,1.0,,,,,1.0,,,,,,,,,,16.0,,,,,,,1.0,1.0,,,,2.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3575.0,6.0,326.0,880781.0,230.0,20.0,8.0,151.0,310.0,,1830.0,112.0,251.0,1055.0,1.0,,4.0,81.0,15.0,71.0,31.0,16.0,37.0,,764.0,6.0,30.0,59.0,,971.0,,9.0,128.0,219711.0,183.0,20.0,116.0,115.0,,1.0,5402.0,722.0,53.0,187.0,,1.0,,,6.0,3.0,21.0,,,1.0,,,,,1.0,,,,,,,,,,16.0,,,,,,,1.0,1.0,,,,2.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536425100000,58.0,3101.0,16.0,454.0,693553.0,244.0,20.0,8.0,170.0,229.0,,1833.0,155.0,251.0,941.0,357.0,4.0,14.0,74.0,17.0,107.0,37.0,16.0,17.0,,165.0,9.0,30.0,110.0,2.0,781.0,,30.0,97.0,348207.0,121.0,20.0,72.0,47.0,2.0,2.0,8339.0,654.0,36.0,580.0,,,,2.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3575.0,6.0,326.0,880781.0,230.0,20.0,8.0,151.0,229.0,,1830.0,155.0,251.0,857.0,1.0,4.0,4.0,74.0,17.0,71.0,31.0,16.0,17.0,,165.0,6.0,30.0,110.0,2.0,781.0,,30.0,128.0,219711.0,183.0,20.0,61.0,47.0,2.0,2.0,5402.0,654.0,36.0,580.0,,,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536425400000,40.0,3050.0,31.0,333.0,650117.0,177.0,20.0,3.0,168.0,250.0,,2017.0,119.0,279.0,858.0,21.0,5.0,3.0,74.0,17.0,71.0,32.0,6.0,17.0,2.0,,7.0,37.0,89.0,15.0,1045.0,,21.0,50.0,326320.0,113.0,13.0,61.0,1.0,5.0,,10846.0,717.0,31.0,29.0,,,,2.0,,3.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,2.0,,,1.0,,,25.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,40.0,3050.0,6.0,326.0,880781.0,230.0,20.0,3.0,151.0,229.0,,1747.0,119.0,279.0,857.0,1.0,5.0,3.0,74.0,17.0,71.0,32.0,6.0,17.0,2.0,,7.0,30.0,110.0,4.0,781.0,,21.0,50.0,219711.0,113.0,13.0,61.0,1.0,5.0,,5402.0,644.0,36.0,580.0,,,,1.0,,3.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,1.0,,,25.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1536425700000,41.0,3554.0,5.0,401.0,609658.0,191.0,20.0,3.0,154.0,254.0,,1747.0,141.0,242.0,857.0,27.0,2.0,3.0,56.0,27.0,57.0,41.0,8.0,7.0,2.0,,6.0,35.0,76.0,4.0,828.0,,8.0,128.0,302057.0,86.0,54.0,64.0,6.0,5.0,2.0,8699.0,644.0,37.0,158.0,16.0,,,2.0,4.0,3.0,15.0,,,,,,,,,,,,7.0,,,,1.0,,,,4.0,,,,,2.0,,,,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,40.0,3050.0,6.0,326.0,880781.0,191.0,20.0,3.0,154.0,254.0,,1747.0,119.0,242.0,857.0,1.0,2.0,3.0,74.0,27.0,57.0,32.0,6.0,7.0,2.0,,6.0,28.0,76.0,4.0,828.0,,8.0,50.0,219711.0,86.0,54.0,64.0,6.0,5.0,2.0,5402.0,644.0,14.0,158.0,1.0,,,1.0,4.0,3.0,5.0,,,,,,,,,,,,19.0,,,,1.0,,,,4.0,,,,,2.0,,,,,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1536426000000,29.0,2937.0,32.0,431.0,576654.0,375.0,20.0,8.0,238.0,232.0,,1601.0,134.0,235.0,898.0,31.0,5.0,2.0,57.0,17.0,98.0,15.0,13.0,15.0,,,9.0,21.0,32.0,,902.0,,18.0,,285431.0,99.0,47.0,71.0,67.0,5.0,368.0,10399.0,573.0,22.0,100.0,,1.0,,1.0,15.0,3.0,17.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3050.0,6.0,326.0,880781.0,191.0,20.0,8.0,154.0,232.0,,1409.0,134.0,242.0,857.0,1.0,5.0,2.0,269.0,17.0,71.0,2.0,13.0,7.0,,,9.0,28.0,32.0,,902.0,,18.0,,219711.0,86.0,39.0,64.0,6.0,5.0,368.0,5402.0,644.0,14.0,100.0,,1.0,,1.0,15.0,3.0,15.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536426300000,22.0,2802.0,14.0,572.0,542843.0,289.0,20.0,14.0,159.0,254.0,,1678.0,226.0,227.0,802.0,41.0,3.0,5.0,108.0,17.0,87.0,7.0,2.0,11.0,,1224.0,7.0,28.0,8.0,,799.0,,4.0,104.0,276432.0,74.0,39.0,70.0,3.0,5.0,3.0,11243.0,713.0,18.0,177.0,,,,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1947.0,6.0,326.0,880781.0,289.0,20.0,14.0,154.0,254.0,,1409.0,100.0,227.0,1126.0,1.0,3.0,2.0,269.0,17.0,71.0,2.0,2.0,11.0,,3388.0,7.0,28.0,8.0,,902.0,,18.0,128.0,219711.0,74.0,39.0,71.0,3.0,5.0,3.0,5402.0,644.0,14.0,177.0,,,,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536426600000,19.0,2857.0,11.0,381.0,502743.0,201.0,20.0,4.0,176.0,213.0,,1450.0,199.0,273.0,708.0,99.0,,2.0,53.0,14.0,72.0,18.0,4.0,20.0,,,19.0,42.0,26.0,1.0,767.0,,10.0,33.0,256545.0,64.0,4.0,64.0,25.0,5.0,2.0,8002.0,655.0,47.0,103.0,,,,2.0,,4.0,7.0,,1.0,,,2.0,,,1.0,,,,,,,,,,4.0,,,,,,,,1.0,,1.0,,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,2857.0,6.0,326.0,880781.0,198.0,20.0,14.0,154.0,213.0,,1409.0,100.0,273.0,1126.0,1.0,,2.0,269.0,14.0,45.0,2.0,4.0,16.0,,,19.0,47.0,8.0,1.0,733.0,,4.0,33.0,219711.0,64.0,7.0,64.0,25.0,5.0,2.0,5402.0,644.0,14.0,177.0,,,,1.0,,4.0,7.0,,1.0,,,2.0,,,1.0,,,,,,,,,,4.0,,,,,,,,1.0,,1.0,,2.0,27.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536426900000,52.0,2548.0,22.0,362.0,473943.0,281.0,20.0,7.0,183.0,313.0,,1542.0,100.0,242.0,696.0,10.0,1.0,,95.0,19.0,45.0,2.0,2.0,16.0,,4734.0,23.0,15.0,20.0,,733.0,,6.0,57.0,244141.0,77.0,10.0,77.0,36.0,3.0,2.0,8404.0,894.0,56.0,85.0,,40.0,,2.0,,1.0,14.0,,,,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,27.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2857.0,6.0,326.0,880781.0,198.0,20.0,2.0,154.0,213.0,,1409.0,100.0,242.0,1126.0,1.0,1.0,,95.0,19.0,45.0,2.0,4.0,16.0,,3388.0,19.0,47.0,8.0,,733.0,,6.0,33.0,219711.0,64.0,7.0,77.0,36.0,3.0,2.0,5402.0,644.0,14.0,177.0,,1.0,,1.0,,4.0,14.0,,,,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536427200000,21.0,2338.0,12.0,298.0,449826.0,179.0,20.0,2.0,176.0,248.0,,1429.0,62.0,278.0,680.0,36.0,3.0,7.0,269.0,25.0,52.0,3.0,2.0,10.0,1.0,3388.0,18.0,64.0,8.0,9.0,619.0,,4.0,18.0,219711.0,71.0,40.0,79.0,12.0,,1.0,8176.0,825.0,55.0,,,,,2.0,,3.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2857.0,6.0,326.0,880781.0,198.0,20.0,2.0,154.0,303.0,,1409.0,100.0,242.0,1126.0,1.0,3.0,2.0,269.0,19.0,52.0,2.0,2.0,10.0,2.0,3388.0,15.0,47.0,8.0,9.0,733.0,,4.0,33.0,219711.0,53.0,7.0,79.0,12.0,,1.0,5402.0,644.0,14.0,,,,,1.0,,3.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536427500000,9.0,2179.0,5.0,326.0,416011.0,198.0,20.0,5.0,146.0,303.0,,1915.0,171.0,269.0,625.0,34.0,16.0,9.0,57.0,28.0,59.0,4.0,4.0,6.0,,,15.0,97.0,18.0,,733.0,,10.0,24.0,207318.0,53.0,7.0,79.0,4.0,,1.0,7421.0,733.0,46.0,41.0,,,,1.0,,3.0,15.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2174.0,6.0,326.0,880781.0,198.0,20.0,5.0,154.0,303.0,,1409.0,100.0,217.0,664.0,1.0,16.0,2.0,57.0,28.0,52.0,4.0,4.0,10.0,,,15.0,47.0,8.0,,733.0,,10.0,33.0,219711.0,53.0,7.0,79.0,12.0,,1.0,5402.0,644.0,14.0,105.0,,,,1.0,,3.0,4.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536427800000,21.0,2174.0,7.0,236.0,402517.0,90.0,20.0,9.0,157.0,144.0,,1409.0,108.0,217.0,642.0,66.0,,6.0,73.0,25.0,71.0,8.0,3.0,10.0,,,12.0,135.0,8.0,2.0,591.0,,12.0,5.0,195245.0,72.0,5.0,67.0,13.0,,2.0,6172.0,838.0,28.0,,,,,1.0,61.0,3.0,,,,,,5.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2174.0,6.0,326.0,880781.0,90.0,20.0,9.0,154.0,144.0,,1409.0,100.0,217.0,664.0,1.0,,2.0,57.0,25.0,71.0,8.0,3.0,10.0,,,12.0,47.0,8.0,1.0,591.0,,12.0,5.0,219711.0,72.0,7.0,67.0,13.0,,1.0,5402.0,644.0,14.0,,,,,1.0,2.0,3.0,,,,,,5.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536428100000,15.0,1946.0,13.0,209.0,370134.0,98.0,32.0,2.0,156.0,189.0,,1382.0,62.0,248.0,625.0,9.0,,2.0,70.0,16.0,86.0,2.0,3.0,5.0,,,19.0,31.0,5.0,,635.0,,4.0,,177697.0,86.0,7.0,68.0,24.0,,1.0,6639.0,452.0,56.0,105.0,,,,2.0,,1.0,,,,,,1.0,,1.0,1.0,9.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1946.0,6.0,326.0,880781.0,98.0,32.0,2.0,154.0,189.0,,1382.0,100.0,217.0,664.0,1.0,,2.0,70.0,16.0,86.0,2.0,3.0,8.0,,,19.0,47.0,8.0,,635.0,,4.0,,219711.0,86.0,7.0,68.0,6.0,,1.0,5402.0,644.0,14.0,105.0,,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,9.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536428400000,11.0,1986.0,1.0,320.0,347735.0,92.0,26.0,6.0,143.0,211.0,,2324.0,68.0,227.0,701.0,12.0,,6.0,38.0,15.0,46.0,,3.0,8.0,,,10.0,48.0,4.0,,487.0,,2.0,,165527.0,59.0,5.0,59.0,6.0,,1.0,6563.0,569.0,53.0,112.0,,,,,2.0,3.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,326.0,880781.0,169.0,26.0,2.0,154.0,144.0,,1382.0,100.0,227.0,664.0,1.0,,6.0,38.0,15.0,71.0,,3.0,8.0,,,10.0,47.0,4.0,,487.0,,4.0,,219711.0,86.0,7.0,59.0,6.0,,1.0,5402.0,644.0,14.0,112.0,,,,,2.0,3.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536428700000,21.0,1983.0,14.0,230.0,323370.0,687.0,26.0,4.0,154.0,175.0,,1667.0,118.0,200.0,698.0,17.0,,,35.0,36.0,57.0,1.0,4.0,8.0,,,17.0,44.0,4.0,1.0,611.0,,2.0,,158049.0,71.0,,69.0,10.0,,,4620.0,475.0,47.0,23.0,,,,2.0,,2.0,4.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,230.0,880781.0,169.0,26.0,4.0,154.0,175.0,,1382.0,100.0,200.0,664.0,1.0,,,35.0,36.0,57.0,3.0,4.0,3.0,,,17.0,47.0,4.0,1.0,245.0,,2.0,,219711.0,71.0,,69.0,24.0,,,5402.0,644.0,14.0,23.0,,,,1.0,,2.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536429000000,30.0,1990.0,9.0,221.0,305574.0,169.0,26.0,5.0,149.0,128.0,,1285.0,57.0,238.0,751.0,3.0,2.0,5.0,12.0,19.0,44.0,3.0,,3.0,3.0,100.0,11.0,36.0,806.0,1.0,412.0,,9.0,30.0,151240.0,47.0,10.0,68.0,25.0,,1.0,5402.0,440.0,15.0,1.0,,,,2.0,,2.0,6.0,,,,,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,221.0,880781.0,169.0,26.0,5.0,162.0,175.0,,1382.0,100.0,200.0,664.0,1.0,2.0,5.0,30.0,19.0,57.0,3.0,,3.0,2.0,100.0,17.0,47.0,806.0,1.0,372.0,,9.0,3.0,219711.0,47.0,1.0,69.0,12.0,,1.0,5402.0,440.0,14.0,1.0,,,,1.0,,2.0,6.0,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536429300000,10.0,1903.0,11.0,230.0,287258.0,55.0,26.0,4.0,162.0,115.0,,1268.0,101.0,229.0,690.0,10.0,2.0,1.0,30.0,27.0,51.0,,,4.0,,,14.0,47.0,1.0,4.0,372.0,,7.0,3.0,141466.0,54.0,,67.0,12.0,,,4680.0,378.0,10.0,169.0,,,,4.0,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,230.0,880781.0,78.0,26.0,5.0,162.0,115.0,,1382.0,100.0,224.0,664.0,1.0,2.0,5.0,30.0,27.0,51.0,,,3.0,,,14.0,47.0,806.0,1.0,372.0,,7.0,3.0,219711.0,47.0,,59.0,12.0,,,5402.0,440.0,14.0,169.0,,,,1.0,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536429600000,20.0,1818.0,8.0,198.0,281368.0,78.0,26.0,6.0,189.0,151.0,,1131.0,202.0,224.0,679.0,3.0,2.0,3.0,41.0,23.0,66.0,20.0,,9.0,,,14.0,51.0,19.0,,394.0,,11.0,4.0,133870.0,74.0,6.0,59.0,15.0,,,5484.0,465.0,10.0,81.0,,,,2.0,6.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,230.0,281368.0,78.0,26.0,5.0,161.0,151.0,,1382.0,100.0,224.0,664.0,1.0,2.0,5.0,30.0,23.0,51.0,20.0,,9.0,,,14.0,47.0,19.0,,394.0,,11.0,4.0,219711.0,74.0,3.0,59.0,15.0,,,5402.0,378.0,14.0,169.0,,,,1.0,2.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536429900000,9.0,2093.0,10.0,161.0,265004.0,61.0,26.0,4.0,176.0,146.0,,1177.0,124.0,237.0,633.0,2.0,2.0,9.0,23.0,14.0,53.0,1.0,,10.0,,2.0,9.0,52.0,,,567.0,,2.0,89.0,126622.0,75.0,,61.0,8.0,,,5503.0,458.0,13.0,14.0,,,,1.0,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,230.0,265004.0,61.0,26.0,4.0,161.0,151.0,,1382.0,100.0,224.0,664.0,1.0,2.0,5.0,23.0,14.0,53.0,20.0,,10.0,,8.0,11.0,47.0,,,394.0,,11.0,4.0,219711.0,75.0,,61.0,15.0,,,5402.0,378.0,14.0,169.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
