i15,e04,c2,p35,l3,1789
i17,e11,c5,p32,l3,5
i38,e08,c4,p24,l2,12
i38,e10,c4,p35,l2,2
i33,e09,c1,p21,l3,1
i43,e03,c1,p35,l3,1
i14,e08,c5,p18,l3,6
i39,e01,c5,p25,l3,2
i20,e08,c5,p35,l3,1
i38,e01,c4,p01,l3,2
i05,e04,c1,p07,l3,1
i17,e01,c5,p02,l3,2
i05,e04,c1,p02,l3,1
i38,e05,c1,p10,l1,4
i05,e06,c1,p23,l3,2
i05,e06,c1,p28,l3,1
i22,e05,c5,p10,l3,2
i34,e04,c5,p06,l3,4
i23,e01,c5,p07,l3,2
i21,e03,c1,p03,l3,1
i03,e08,c5,p03,l3,3
i30,e01,c1,p25,l3,1
i03,e09,c5,p16,l3,1
i14,e12,c5,p01,l3,1
i67,e04,c5,p11,l3,1
i41,e04,c1,p26,l3,1
i16,e09,c5,p21,l3,1
i34,e08,c5,p31,l3,1
i38,e10,c1,p25,l4,290
i06,e10,c5,p11,l3,40120
i34,e04,c5,p21,l3,58
i12,e04,c5,p33,l3,6
i34,e03,c5,p10,l3,384
i46,e11,c1,p35,l3,4586
i15,e04,c6,p35,l3,36
i38,e12,c1,p11,l3,379
i06,e09,c5,p22,l2,29
i38,e10,c1,p20,l4,199
i02,e08,c1,p07,l3,303
i34,e04,c5,p19,l3,67
i17,e04,c5,p24,l3,15
i19,e10,c5,p10,l3,595
i38,e10,c1,p19,l1,105
i17,e11,c5,p19,l3,117
i38,e12,c1,p03,l3,823
i38,e10,c4,p18,l4,55
i34,e03,c5,p29,l3,47
i02,e01,c1,p21,l3,107
i06,e10,c5,p02,l1,15
i12,e01,c5,p21,l3,2
i02,e01,c1,p35,l3,67
i02,e09,c1,p35,l3,44
i38,e01,c1,p25,l3,8
i31,e11,c1,p35,l3,58
i34,e03,c3,p12,l3,2
i06,e10,c5,p07,l2,119
i43,e01,c1,p28,l3,2
i06,e07,c5,p35,l2,5
i38,e11,c4,p06,l2,3
i14,e08,c5,p17,l3,27
i41,e08,c1,p03,l3,17
i05,e08,c1,p29,l3,51
i41,e01,c1,p35,l3,11
i27,e04,c5,p12,l3,1
i46,e11,c1,p11,l3,34
i30,e01,c1,p17,l3,11
i05,e06,c1,p01,l3,7
i47,e01,c4,p35,l3,1
i12,e08,c5,p10,l3,15
i26,e01,c1,p35,l3,4
i05,e06,c1,p05,l3,3
i38,e08,c1,p31,l2,2
i18,e01,c1,p35,l3,10
i16,e01,c5,p11,l3,5
i38,e10,c1,p08,l1,5
i43,e09,c1,p20,l3,9
i16,e01,c5,p12,l3,3
i38,e11,c1,p34,l2,1
i46,e08,c1,p14,l3,3
i05,e08,c1,p02,l3,6
i05,e12,c1,p05,l3,3
i18,e11,c1,p35,l3,3
i05,e07,c1,p21,l3,3
i16,e09,c5,p04,l3,2
i14,e12,c5,p21,l3,1
i12,e08,c5,p15,l3,1
i23,e05,c5,p03,l3,1
i07,e01,c5,p18,l3,1
i46,e05,c1,p19,l3,1
i21,e03,c1,p25,l3,1
i06,e09,c3,p02,l2,1
i38,e07,c1,p07,l2,1
i34,e04,c5,p18,l3,1
i06,e02,c5,p04,l1,1
i39,e04,c5,p35,l3,476
i06,e08,c5,p07,l2,1636
i06,e10,c5,p13,l2,67
i06,e12,c5,p21,l3,431
i17,e08,c5,p10,l3,192
i06,e09,c5,p29,l2,50
i38,e10,c1,p08,l3,2914
i38,e10,c1,p08,l4,407
i06,e10,c5,p12,l3,39535
i38,e11,c1,p11,l2,298
i06,e10,c5,p25,l3,9639
i06,e09,c5,p19,l2,232
i06,e04,c5,p26,l1,10
i06,e08,c5,p26,l2,23
i02,e04,c1,p01,l3,152
i02,e08,c4,p19,l3,26
i06,e10,c5,p05,l1,95
i06,e10,c5,p26,l3,1455
i02,e01,c1,p12,l3,119
i38,e11,c1,p12,l2,187
i38,e06,c1,p29,l3,126
i38,e06,c1,p32,l3,74
i46,e11,c4,p35,l3,248
i06,e10,c5,p31,l4,180
i38,e06,c1,p07,l3,305
i02,e04,c1,p23,l3,17
i38,e06,c1,p14,l3,168
i06,e10,c3,p08,l3,187
i06,e01,c5,p14,l3,47
i02,e09,c1,p22,l3,22
i38,e09,c4,p11,l2,3
i42,e05,c5,p23,l3,1
i39,e09,c5,p13,l3,14
i39,e01,c5,p24,l3,24
i05,e06,c1,p22,l3,2
i46,e08,c4,p01,l3,1
i19,e08,c5,p35,l3,15
i23,e09,c5,p07,l3,5
i34,e09,c5,p04,l3,6
i66,e09,c3,p11,l3,1
i30,e04,c1,p13,l3,5
i01,e08,c1,p16,l3,2
i16,e04,c5,p23,l3,3
i14,e08,c3,p11,l3,1
i17,e11,c5,p02,l3,22
i03,e04,c5,p19,l3,2
i27,e01,c5,p11,l3,3
i14,e08,c5,p07,l3,15
i39,e01,c5,p18,l3,14
i38,e12,c1,p14,l3,1
i12,e04,c5,p01,l3,6
i46,e04,c1,p03,l3,2
i02,e09,c1,p08,l3,16
i12,e08,c5,p29,l3,1
i06,e10,c3,p08,l4,9
i41,e09,c1,p24,l3,1
i08,e09,c1,p10,l3,2
i23,e03,c5,p07,l3,5
i13,e08,c5,p14,l3,6
i16,e09,c5,p07,l3,2
i13,e11,c5,p29,l3,2
i33,e03,c1,p04,l3,1
i31,e09,c4,p35,l3,1
i05,e04,c1,p05,l3,1
i06,e08,c3,p01,l2,1
i33,e03,c1,p19,l3,1
i07,e04,c5,p02,l3,1
i14,e01,c5,p13,l3,1
i38,e10,c1,p16,l3,8102
i06,e12,c5,p24,l3,245
i06,e12,c5,p06,l3,158
i01,e08,c1,p21,l3,22
i02,e08,c1,p21,l3,276
i16,e04,c5,p07,l3,11
i38,e10,c4,p08,l3,12
i02,e04,c1,p20,l3,8
i14,e09,c5,p14,l3,1
i66,e01,c3,p35,l3,5
i15,e09,c6,p35,l3,18
i14,e12,c5,p05,l3,17
i38,e10,c4,p10,l3,619
i18,e09,c1,p35,l3,17
i39,e04,c5,p15,l3,32
i38,e12,c1,p17,l3,296
i17,e04,c5,p14,l3,15
i06,e12,c5,p26,l3,23
i02,e04,c1,p03,l3,265
i34,e03,c5,p09,l3,21
i38,e10,c1,p14,l2,55
i23,e03,c5,p10,l3,13
i38,e01,c1,p16,l3,37
i05,e12,c1,p17,l3,12
i05,e07,c1,p25,l3,3
i38,e10,c1,p26,l4,60
i38,e10,c4,p19,l4,72
i38,e11,c4,p03,l2,4
i17,e11,c5,p21,l3,79
i41,e01,c1,p23,l3,1
i37,e10,c5,p33,l3,67
i05,e06,c1,p12,l3,5
i06,e10,c5,p29,l2,28
i46,e08,c1,p03,l3,4
i16,e04,c5,p16,l3,13
i07,e11,c5,p35,l3,24
i14,e12,c5,p32,l3,14
i17,e01,c5,p20,l3,4
i27,e09,c5,p14,l3,1
i05,e01,c1,p07,l3,4
i34,e04,c5,p22,l3,4
i34,e03,c5,p02,l3,9
i84,e11,c1,p35,l3,4
i38,e11,c4,p02,l2,3
i34,e03,c3,p35,l3,1
i21,e01,c1,p17,l3,1
i38,e01,c4,p02,l3,1
i05,e04,c1,p12,l3,9
i05,e01,c1,p13,l3,5
i13,e03,c5,p04,l3,1
i06,e10,c5,p26,l2,12
i34,e08,c5,p02,l3,7
i17,e08,c5,p26,l3,1
i34,e08,c5,p23,l3,4
i23,e03,c5,p17,l3,1
i16,e08,c5,p14,l3,4
i34,e04,c5,p03,l3,1
i38,e10,c1,unknown,l3,5
i42,e02,c5,p13,l3,1
i41,e01,c1,p32,l3,7
i06,e04,c5,p31,l1,15
i38,e01,c1,unknown,l3,2
i46,e09,c4,p13,l3,5
i23,e03,c5,p02,l3,1
i39,e09,c5,p23,l3,10
i38,e10,c7,p04,l2,4
i46,e01,c1,p32,l3,2
i38,e08,c4,p25,l2,1
i25,e12,c5,p10,l3,2
i39,e09,c5,p32,l3,2
i16,e08,c5,p16,l3,2
i30,e01,c1,p11,l3,1
i38,e05,c1,p24,l1,1
i84,e08,c1,p35,l3,1
i22,e02,c5,p35,l3,2
i05,e08,c1,p11,l3,2
i03,e04,c5,p15,l3,1
i06,e10,c5,p06,l4,1517
i06,e11,c5,p35,l2,1255
i06,e10,c5,p15,l3,63904
i13,e11,c5,p10,l3,64
i06,e12,c5,p25,l3,127
i06,e10,c5,p04,l3,24018
i17,e04,c5,p05,l3,32
i02,e04,c1,p21,l3,118
i06,e11,c5,p29,l2,297
i06,e10,c5,p15,l4,3566
i38,e09,c1,p05,l2,61
i38,e06,c1,p05,l3,376
i30,e04,c1,p12,l3,7
i38,e04,c1,p04,l1,33
i01,e08,c1,p17,l3,9
i05,e12,c1,p10,l3,102
i23,e01,c5,p03,l3,3
i38,e08,c1,p14,l2,63
i06,e08,c5,p33,l2,18
i38,e04,c1,p14,l1,31
i38,e10,c1,p12,l1,26
i38,e10,c1,p15,l2,89
i38,e12,c1,p01,l3,115
i06,e09,c5,p04,l2,62
i38,e10,c1,p34,l3,75
i38,e10,c1,p08,l2,49
i17,e09,c5,p16,l3,31
i46,e11,c1,p05,l3,14
i38,e10,c1,p15,l1,25
i22,e05,c5,p35,l3,16
i17,e01,c5,p11,l3,9
i14,e12,c5,p02,l3,2
i38,e10,c1,p24,l1,9
i46,e06,c1,p19,l3,2
i39,e04,c5,p24,l3,38
i06,e10,c5,p13,l1,69
i30,e01,c1,p04,l3,12
i30,e04,c1,p21,l3,11
i34,e08,c5,p06,l3,15
i06,e04,c3,p09,l1,2
i16,e04,c5,p15,l3,12
i29,e04,c5,p07,l3,4
i17,e08,c5,p32,l3,13
i41,e07,c1,p15,l3,6
i41,e01,c1,p24,l3,3
i23,e01,c5,p01,l3,5
i13,e03,c5,p16,l3,1
i03,e09,c5,p19,l3,1
i05,e08,c1,unknown,l3,1
i09,e01,c5,p02,l3,1
i38,e08,c4,p01,l2,6
i07,e04,c5,p19,l3,2
i34,e01,c5,p06,l3,1
i03,e08,c5,p05,l3,3
i13,e12,c5,p05,l3,1
i38,e11,c4,p21,l2,4
i30,e04,c1,p18,l3,3
i23,e09,c5,p28,l3,2
i38,e04,c1,p35,l1,5
i03,e04,c5,p13,l3,3
i38,e10,c4,p05,l2,2
i38,e01,c1,p34,l3,1
i03,e09,c5,p15,l3,2
i27,e01,c5,p04,l3,2
i05,e01,c1,p08,l3,1
i43,e03,c1,p10,l3,1
i23,e09,c5,p24,l3,2
i13,e03,c5,p02,l3,1
i27,e09,c5,p22,l3,1
i13,e10,c5,p06,l3,1
i06,e12,c5,p15,l3,564
i06,e12,c5,p17,l3,349
i06,e04,c5,p19,l1,402
i38,e01,c1,p32,l3,42
i38,e10,c1,p24,l4,1149
i06,e10,c5,p18,l3,25382
i06,e12,c5,p12,l3,237
i38,e08,c1,p20,l2,32
i06,e11,c5,p32,l2,91
i06,e10,c3,p17,l3,101
i01,e08,c1,p19,l3,27
i38,e08,c1,p12,l2,114
i06,e01,c5,p29,l3,60
i12,e08,c5,p13,l3,26
i38,e01,c1,p13,l3,243
i38,e11,c1,p20,l2,20
i41,e09,c1,p03,l3,10
i06,e01,c5,p17,l3,68
i38,e11,c1,p14,l2,75
i39,e09,c5,p19,l3,43
i05,e09,c1,p21,l3,16
i06,e10,c5,p24,l1,60
i41,e04,c1,p35,l3,51
i39,e01,c5,p17,l3,11
i41,e07,c1,p19,l3,31
i12,e09,c5,p05,l3,2
i34,e03,c5,p18,l3,40
i41,e01,c1,p15,l3,7
i02,e04,c1,p17,l3,75
i13,e08,c5,p02,l3,4
i06,e09,c5,p31,l2,7
i17,e01,c5,p18,l3,13
i41,e01,c1,p07,l3,6
i30,e04,c1,p24,l3,18
i13,e11,c5,p17,l3,3
i34,e09,c5,p03,l3,2
i07,e12,c5,p12,l3,13
i38,e01,c1,p08,l3,14
i21,e12,c1,p10,l3,24
i05,e01,c1,p25,l3,2
i17,e08,c5,p09,l3,8
i32,e08,c5,p10,l3,1
i38,e10,c1,unknown,l4,11
i16,e01,c5,p19,l3,8
i01,e09,c1,p10,l3,8
i41,e09,c1,p21,l3,3
i38,e10,c1,p14,l1,11
i17,e11,c5,p28,l3,7
i75,e04,c1,p35,l3,7
i14,e08,c3,p15,l3,19
i38,e10,c1,p09,l1,5
i43,e09,c1,p07,l3,6
i25,e10,c5,p16,l4,2
i43,e08,c1,p21,l3,2
i34,e04,c5,p24,l3,5
i39,e04,c5,p32,l3,4
i21,e12,c1,p01,l3,6
i38,e09,c1,p31,l2,1
i48,e11,c1,p11,l3,4
i27,e04,c5,p24,l3,5
i05,e12,c1,p22,l3,2
i17,e11,c5,p20,l3,2
i89,e05,c1,p35,l3,1
i14,e12,c5,p12,l3,2
i01,e09,c1,p04,l3,1
i21,e01,c1,p07,l3,1
i46,e01,c1,p16,l3,1
i01,e09,c1,p21,l3,1
i06,e08,c3,p21,l2,1
i13,e11,c5,p35,l3,1
i05,e09,c1,p20,l3,1
i05,e06,c1,unknown,l3,1
i43,e05,c1,p35,l3,1
i06,e10,c5,p01,l3,34532
i06,e11,c5,p03,l2,597
i06,e11,c5,p11,l2,603
i06,e01,c5,p19,l3,245
i19,e11,c5,p35,l3,23
i06,e10,c5,p12,l4,2018
i14,e12,c5,p15,l3,53
i06,e11,c5,p23,l2,195
i06,e04,c5,p03,l1,110
i17,e08,c5,p03,l3,57
i06,e04,c5,p08,l1,48
i38,e10,c1,p01,l4,2946
i38,e01,c1,p12,l3,36
i05,e08,c1,p35,l3,4468
i34,e08,c5,p11,l3,48
i02,e04,c1,p16,l3,114
i02,e04,c1,p04,l3,83
i43,e09,c1,p15,l3,14
i34,e04,c5,p10,l3,84
i02,e04,c1,p13,l3,198
i16,e08,c5,p05,l3,29
i34,e03,c5,p23,l3,23
i09,e09,c5,p17,l3,1
i38,e09,c1,p15,l2,68
i38,e06,c1,p22,l3,96
i14,e08,c5,p12,l3,5
i42,e05,c5,p05,l3,27
i06,e10,c5,p02,l2,15
i34,e03,c5,p25,l3,8
i38,e11,c1,p06,l2,50
i38,e10,c1,p04,l1,16
i23,e04,c5,p07,l3,8
i46,e01,c1,p13,l3,57
i13,e11,c5,p12,l3,4
i06,e12,c3,p21,l3,1
i02,e04,c1,p06,l3,27
i05,e06,c1,p19,l3,16
i49,e10,c1,p19,l3,126
i05,e12,c1,p11,l3,36
i34,e01,c5,p11,l3,22
i23,e01,c5,p08,l3,4
i38,e08,c1,p24,l2,73
i30,e01,c1,p29,l3,4
i05,e12,c1,p15,l3,5
i01,e11,c1,p15,l3,2
i38,e06,c4,p22,l3,15
i06,e10,c5,p32,l1,18
i02,e04,c1,p02,l3,19
i41,e11,c1,p10,l3,15
i07,e08,c5,p12,l3,3
i17,e01,c5,p15,l3,20
i14,e08,c5,p24,l3,2
i23,e04,c5,p10,l3,10
i23,e03,c5,p15,l3,5
i39,e01,c5,p08,l3,5
i34,e03,c5,p13,l3,57
i43,e08,c1,p20,l3,4
i19,e02,c5,p35,l3,1
i34,e08,c5,p03,l3,5
i50,e09,c1,p35,l3,10
i14,e02,c5,p19,l3,1
i39,e04,c5,p26,l3,4
i38,e09,c4,p19,l2,1
i06,e12,c3,p29,l3,1
i14,e08,c5,p21,l3,2
i21,e09,c1,p10,l3,2
i46,e04,c1,p06,l3,1
i12,e04,c5,p15,l3,2
i38,e09,c1,unknown,l2,1
i27,e01,c5,p14,l3,1
i41,e11,c1,p19,l3,5
i06,e02,c5,p01,l1,1
i14,e12,c5,p03,l3,1
i43,e04,c1,p04,l3,1
i12,e09,c5,p29,l3,1
i39,e09,c5,p10,l3,23
i06,e08,c5,p24,l2,1885
i06,e10,c5,p19,l3,100674
i06,e08,c5,p11,l2,2498
i29,e09,c5,p35,l3,12
i38,e10,c1,p06,l3,3596
i06,e08,c5,p04,l2,1135
i38,e11,c1,p05,l2,216
i02,e08,c1,p29,l3,180
i06,e10,c5,p01,l4,2816
i38,e06,c1,p12,l3,442
i17,e08,c5,p16,l3,17
i17,e04,c5,p11,l3,75
i13,e08,c5,p21,l3,12
i38,e10,c1,p03,l1,45
i38,e01,c1,p03,l3,90
i23,e04,c5,p01,l3,7
i16,e04,c5,p18,l3,2
i01,e08,c1,p22,l3,2
i06,e01,c5,p35,l3,83
i38,e10,c1,p35,l3,909
i38,e01,c1,p15,l3,47
i38,e04,c1,p29,l1,21
i38,e10,c4,p28,l4,25
i38,e06,c1,p08,l3,126
i17,e11,c5,p18,l3,34
i38,e09,c1,p03,l2,90
i38,e10,c4,p10,l2,13
i46,e09,c1,p13,l3,66
i43,e01,c1,p19,l3,10
i39,e09,c5,p04,l3,29
i38,e10,c1,p01,l1,57
i17,e04,c5,p07,l3,42
i02,e09,c1,p25,l3,24
i13,e11,c5,p15,l3,32
i38,e08,c1,p15,l2,230
i17,e08,c5,p25,l3,18
i02,e04,c1,p18,l3,40
i06,e09,c5,p25,l2,18
i38,e10,c4,p14,l4,16
i63,e08,c1,p01,l3,14
i06,e01,c5,p26,l3,7
i38,e09,c1,p24,l2,31
i14,e04,c5,p32,l3,27
i13,e11,c5,p16,l3,14
i02,e01,c1,p32,l3,8
i12,e08,c5,p11,l3,9
i38,e04,c4,p17,l1,3
i30,e09,c1,p15,l3,13
i05,e04,c1,p19,l3,27
i33,e03,c1,p21,l3,4
i34,e08,c5,p01,l3,19
i06,e01,c5,p16,l3,54
i03,e09,c5,p03,l3,1
i17,e04,c5,p20,l3,9
i46,e01,c1,p12,l3,1
i05,e12,c1,p32,l3,2
i41,e11,c1,p24,l3,3
i21,e04,c1,p19,l3,3
i46,e08,c4,p21,l3,1
i46,e09,c1,p19,l3,2
i05,e12,c1,p08,l3,1
i21,e09,c1,p19,l3,4
i38,e11,c4,p05,l2,1
i16,e09,c5,p03,l3,2
i38,e11,c4,p35,l2,2
i38,e07,c1,p12,l2,5
i03,e10,c5,p16,l3,1
i27,e04,c5,p05,l3,2
i46,e01,c7,p35,l3,3
i23,e09,c5,p15,l3,6
i41,e11,c1,p04,l3,1
i23,e09,c5,p23,l3,1
i39,e01,c5,p15,l3,5
i43,e07,c1,p12,l3,1
i38,e05,c1,p12,l1,1
i09,e01,c5,p35,l3,1
i34,e08,c5,p16,l3,2
i22,e05,c5,p19,l3,1
i67,e08,c5,p23,l3,1
i38,e06,c1,unknown,l3,3
i07,e07,c5,p35,l3,1
i02,e05,c1,p15,l3,1
i38,e11,c1,p22,l2,51
i06,e01,c5,p03,l3,165
i38,e10,c1,p11,l3,21196
i02,e04,c1,p35,l3,107
i06,e04,c5,p07,l1,188
i38,e10,c1,p32,l3,1829
i14,e08,c3,p09,l3,3
i63,e08,c1,p10,l3,123
i38,e10,c1,p17,l4,1775
i30,e09,c1,p10,l3,11
i06,e11,c5,p20,l2,39
i09,e04,c5,p15,l3,2
i06,e10,c5,p25,l1,21
i05,e08,c1,p19,l3,8
i16,e04,c5,p21,l3,13
i16,e04,c5,p19,l3,17
i66,e04,c3,p35,l3,9
i38,e01,c1,p11,l3,81
i43,e04,c1,p35,l3,7
i13,e01,c5,p19,l3,2
i16,e08,c5,p17,l3,16
i15,e01,c6,p35,l3,43
i06,e10,c5,p05,l2,120
i17,e11,c5,p11,l3,100
i46,e11,c1,p08,l3,5
i02,e09,c1,p15,l3,93
i06,e10,c5,p06,l2,39
i06,e10,c5,p21,l1,83
i38,e10,c1,p13,l1,39
i06,e10,c5,p18,l2,79
i38,e01,c1,p14,l3,16
i38,e10,c1,p20,l1,6
i38,e06,c1,p28,l3,79
i38,e10,c4,p14,l3,240
i32,e11,c5,p09,l3,2
i05,e06,c1,p18,l3,1
i38,e12,c1,p24,l3,2
i23,e04,c5,p15,l3,15
i46,e06,c1,p13,l3,2
i34,e01,c5,p16,l3,1
i16,e04,c5,p12,l3,9
i07,e08,c5,p16,l3,43
i46,e01,c1,p21,l3,4
i17,e01,c5,p17,l3,12
i17,e09,c5,p06,l3,5
i48,e11,c1,p03,l3,4
i34,e04,c5,p15,l3,9
i66,e04,c3,p24,l3,1
i14,e11,c5,p22,l3,1
i27,e04,c5,p10,l3,3
i23,e04,c5,p19,l3,3
i30,e04,c1,p20,l3,3
i06,e10,c3,p01,l4,6
i16,e01,c5,p08,l3,2
i13,e03,c5,p24,l3,2
i02,e01,c4,p15,l3,1
i33,e03,c1,p07,l3,2
i16,e01,c5,p05,l3,1
i05,e09,c1,p10,l3,5
i41,e09,c1,p11,l3,7
i07,e11,c5,p13,l3,1
i41,e07,c1,p23,l3,1
i21,e03,c1,p21,l3,2
i38,e10,c4,p14,l2,4
i03,e08,c5,p16,l3,1
i44,e04,c3,p10,l3,2
i42,e02,c5,p04,l3,1
i46,e11,c1,p21,l3,1
i05,e07,c1,p03,l3,1
i14,e08,c3,p35,l3,1
i05,e07,c1,p04,l3,1
i06,e02,c5,p12,l1,1
i14,e08,c3,p33,l3,1
i20,e01,c5,p35,l3,1
i34,e09,c5,p22,l3,1
i09,e04,c5,p12,l3,1
i06,e10,c5,p13,l3,32634
i06,e10,c5,p10,l4,8598
i06,e04,c5,p11,l1,174
i06,e11,c5,p07,l2,369
i06,e08,c5,p23,l2,1086
i06,e10,c5,p14,l4,1308
i48,e11,c1,p28,l3,6
i38,e08,c4,p05,l2,26
i06,e05,c5,p16,l1,1
i43,e12,c1,p10,l3,69
i06,e09,c5,p12,l2,53
i34,e03,c5,p35,l3,122
i06,e01,c5,p13,l3,64
i02,e01,c1,p15,l3,87
i01,e04,c1,p35,l3,47
i38,e08,c1,p04,l2,120
i06,e10,c5,p09,l4,1063
i63,e04,c1,p10,l3,9
i38,e06,c1,p17,l3,281
i38,e06,c1,p15,l3,496
i06,e10,c5,p01,l1,58
i38,e04,c1,p17,l1,55
i17,e11,c5,p03,l3,79
i34,e09,c5,p19,l3,22
i38,e01,c1,p35,l3,8
i06,e10,c5,p35,l2,99
i38,e10,c4,p35,l3,3
i38,e06,c1,p18,l3,253
i39,e04,c5,p02,l3,3
i02,e09,c1,p01,l3,82
i43,e09,c1,p23,l3,3
i21,e03,c1,p04,l3,4
i33,e03,c1,p10,l3,4
i38,e04,c1,p06,l1,7
i38,e01,c1,p22,l3,12
i06,e01,c5,p12,l3,80
i38,e12,c4,p02,l3,100
i21,e03,c1,p11,l3,1
i61,e01,c1,p35,l3,7
i34,e08,c5,p13,l3,25
i12,e01,c5,p19,l3,5
i02,e08,c1,p02,l3,40
i38,e08,c4,p10,l2,4
i07,e12,c5,p16,l3,23
i05,e12,c1,p03,l3,13
i06,e07,c5,p31,l2,3
i23,e01,c5,p19,l3,7
i42,e05,c5,p04,l3,8
i16,e04,c5,p06,l3,4
i01,e04,c1,p10,l3,4
i38,e10,c1,p06,l1,9
i17,e11,c5,p07,l3,11
i38,e10,c1,p26,l1,1
i14,e08,c5,p30,l3,12
i32,e09,c5,p35,l3,9
i07,e12,c5,p13,l3,15
i17,e01,c5,p06,l3,3
i38,e11,c4,p07,l2,3
i14,e04,c5,p01,l3,2
i17,e01,c5,p31,l3,16
i39,e04,c5,p22,l3,10
i21,e05,c1,p10,l3,1
i12,e04,c5,p12,l3,1
i16,e09,c5,p22,l3,1
i46,e04,c1,p10,l3,2
i89,e01,c1,p19,l3,2
i67,e10,c5,p11,l3,2
i01,e01,c1,p11,l3,7
i14,e04,c5,p08,l3,1
i06,e10,c3,p13,l4,1
i38,e05,c1,p23,l1,1
i38,e04,c4,p07,l1,1
i19,e05,c5,p10,l3,5
i38,e05,c1,p04,l1,1
i05,e06,c1,p07,l3,4
i01,e01,c1,p10,l3,5
i14,e11,c5,p10,l3,2
i14,e04,c5,p26,l3,2
i14,e11,c5,p15,l3,2
i41,e01,c1,p22,l3,5
i43,e01,c1,p24,l3,2
i27,e04,c5,p06,l3,3
i20,e08,c5,p07,l3,1
i27,e01,c5,p19,l3,3
i06,e05,c5,p15,l1,2
i34,e09,c5,p07,l3,1
i12,e04,c5,p14,l3,3
i38,e11,c7,p13,l2,1
i23,e04,c5,p09,l3,1
i49,e04,c1,p33,l3,1
i42,e05,c3,p20,l3,3
i34,e05,c5,p01,l3,1
i02,e01,c1,p19,l3,522
i06,e04,c5,p10,l1,509
i48,e08,c1,p35,l3,7
i06,e11,c5,p10,l2,2107
i06,e12,c5,p11,l3,389
i38,e10,c1,p13,l4,3168
i06,e08,c5,p12,l2,1764
i06,e10,c5,p33,l3,325
i38,e10,c1,p12,l3,15150
i16,e08,c5,p25,l3,13
i38,e06,c1,p11,l3,656
i06,e01,c5,p05,l3,163
i02,e04,c1,p29,l3,64
i17,e04,c5,p21,l3,94
i34,e09,c5,p11,l3,9
i38,e08,c1,p05,l2,483
i06,e09,c5,p23,l2,37
i38,e01,c1,p05,l3,80
i06,e10,c5,p03,l2,94
i38,e10,c7,p13,l3,15
i46,e01,c1,p35,l3,99
i38,e10,c4,p16,l3,52
i42,e05,c3,p22,l3,62
i06,e10,c5,p06,l1,60
i06,e10,c3,p06,l3,58
i38,e06,c1,p06,l3,180
i06,e01,c5,p09,l3,37
i02,e09,c1,p21,l3,84
i02,e09,c1,p13,l3,112
i03,e04,c5,p04,l3,19
i39,e09,c5,p20,l3,7
i34,e01,c5,p35,l3,13
i46,e04,c1,p35,l3,101
i38,e10,c1,unknown,l3,11
i06,e09,c5,p13,l2,45
i38,e04,c1,p20,l1,3
i38,e04,c1,p28,l1,2
i41,e04,c1,p04,l3,5
i38,e10,c4,p05,l3,11
i16,e09,c5,p17,l3,4
i17,e09,c5,p25,l3,7
i14,e08,c5,p31,l3,11
i05,e04,c1,p35,l3,40
i21,e03,c1,p12,l3,2
i38,e11,c1,p30,l2,3
i10,e05,c3,p35,l3,1
i41,e08,c1,p14,l3,1
i06,e10,c3,p17,l4,4
i34,e03,c5,p32,l3,9
i41,e04,c1,p03,l3,8
i41,e08,c1,p13,l3,3
i46,e04,c1,p02,l3,25
i05,e06,c1,p17,l3,5
i06,e09,c5,p30,l2,2
i17,e04,c5,p02,l3,8
i23,e01,c5,p22,l3,1
i05,e08,c1,p10,l3,7
i46,e04,c1,p01,l3,1
i23,e04,c5,p05,l3,4
i41,e01,c1,p03,l3,8
i41,e09,c1,p17,l3,6
i29,e01,c5,p19,l3,1
i36,e09,c5,p35,l3,1
i28,e01,c1,p35,l3,2
i05,e03,c1,p08,l3,1
i13,e11,c5,p31,l3,6
i06,e04,c3,p04,l1,3
i12,e04,c5,p04,l3,3
i06,e05,c5,p35,l1,7
i09,e09,c5,p05,l3,1
i43,e01,c1,p35,l3,4
i05,e04,c1,p17,l3,2
i41,e11,c1,p03,l3,1
i41,e11,c1,p17,l3,1
i07,e08,c5,p21,l3,1
i54,e04,c1,p35,l3,1
i41,e01,c1,p18,l3,1
i07,e12,c5,p15,l3,1
i61,e12,c1,p35,l3,1
i46,e06,c1,p01,l3,1
i07,e01,c5,p19,l3,4
i46,e01,c1,p01,l3,1
i06,e10,c5,p22,l3,16289
i38,e10,c1,p16,l4,1040
i06,e10,c5,p05,l4,3285
i38,e11,c1,p10,l2,1168
i38,e10,c1,p15,l4,2162
i06,e10,c5,p18,l4,1582
i38,e10,c4,p21,l3,382
i38,e10,c1,unknown,l4,8
i38,e11,c1,p09,l2,73
i06,e12,c5,p03,l3,656
i14,e12,c5,p10,l3,191
i38,e10,c1,p04,l4,938
i38,e10,c1,p19,l2,179
i06,e10,c3,p03,l3,128
i38,e06,c1,p16,l3,259
i39,e04,c5,p19,l3,48
i38,e09,c1,p32,l2,27
i38,e10,c4,p03,l3,209
i39,e01,c5,p35,l3,206
i38,e07,c1,p10,l2,10
i38,e08,c1,p19,l2,621
i38,e11,c1,p23,l2,50
i39,e01,c5,p04,l3,39
i17,e11,c5,p16,l3,197
i38,e09,c1,p19,l2,188
i02,e01,c1,p05,l3,79
i06,e08,c5,p16,l2,1675
i38,e10,c4,p01,l3,202
i06,e10,c5,p14,l1,44
i38,e04,c1,p23,l1,24
