i15,e01,c2,p35,l3,310
i06,e08,c5,p06,l2,955
i06,e04,c5,p24,l1,272
i38,e10,c1,p03,l4,3575
i34,e03,c5,p10,l3,349
i39,e04,c5,p19,l3,34
i38,e10,c1,p02,l4,1046
i38,e10,c1,p30,l4,168
i06,e09,c5,p12,l2,80
i38,e06,c1,p21,l3,1064
i38,e06,c1,p14,l3,234
i06,e11,c5,p06,l2,327
i38,e10,c1,p03,l2,105
i02,e09,c1,p11,l3,128
i48,e08,c1,p04,l3,3
i38,e10,c4,p10,l1,4
i38,e06,c4,p17,l3,44
i02,e09,c1,p14,l3,52
i38,e04,c1,p09,l1,58
i06,e10,c5,p24,l1,67
i38,e12,c1,p29,l3,42
i06,e04,c5,p26,l1,23
i41,e09,c1,p19,l3,14
i38,e01,c1,p16,l3,37
i06,e10,c3,p22,l4,15
i38,e10,c1,p34,l3,14
i23,e08,c5,p19,l3,5
i12,e08,c5,p16,l3,18
i23,e12,c5,p28,l3,19
i06,e07,c5,p06,l2,3
i03,e08,c5,p07,l3,6
i17,e01,c5,p13,l3,9
i14,e01,c5,p18,l3,4
i32,e11,c5,p35,l3,19
i06,e10,c3,p13,l4,6
i05,e09,c1,p12,l3,4
i25,e10,c5,p03,l4,2
i46,e08,c1,p14,l3,1
i06,e10,c3,p19,l1,1
i06,e07,c5,p16,l2,3
i38,e10,c1,unknown,l4,9
i34,e01,c5,p16,l3,3
i21,e09,c1,p19,l3,5
i41,e04,c1,p32,l3,3
i46,e11,c1,p09,l3,2
i06,e10,c3,p12,l4,4
i23,e09,c5,p18,l3,2
i25,e10,c5,p10,l4,3
i21,e04,c1,p04,l3,2
i06,e02,c5,p15,l1,1
i03,e01,c5,p05,l3,2
i38,e12,c1,p18,l3,3
i06,e10,c5,p33,l4,10
i03,e10,c5,p12,l3,2
i43,e08,c1,p16,l3,2
i21,e12,c1,p18,l3,1
i05,e03,c1,p18,l3,1
i06,e08,c3,p08,l2,4
i22,e05,c5,p17,l3,1
i16,e01,c5,p21,l3,1
i06,e02,c5,p29,l1,1
i38,e08,c4,p13,l2,2
i23,e03,c5,p06,l3,2
i06,e11,c5,p12,l2,612
i06,e04,c5,p18,l1,385
i02,e01,c1,p11,l3,160
i38,e10,c1,p05,l3,10887
i15,e04,c2,p35,l3,187
i06,e04,c5,p15,l1,355
i38,e10,c1,p28,l4,548
i17,e04,c5,p03,l3,50
i38,e06,c1,p17,l3,681
i06,e10,c5,p17,l4,2776
i02,e09,c1,p19,l3,434
i14,e12,c5,p12,l3,1
i06,e01,c5,p10,l3,371
i06,e10,c5,p14,l4,1596
i02,e08,c1,p12,l3,83
i06,e10,c3,p22,l3,38
i02,e01,c1,p14,l3,36
i48,e09,c1,p10,l3,5
i17,e11,c5,p04,l3,23
i38,e04,c1,p07,l1,104
i43,e04,c1,p01,l3,25
i34,e03,c5,p06,l3,38
i05,e12,c1,p19,l3,22
i43,e04,c1,p29,l3,7
i06,e09,c5,p14,l2,43
i13,e11,c5,p13,l3,7
i17,e09,c5,p05,l3,6
i38,e11,c1,p09,l2,55
i47,e04,c4,p35,l3,20
i46,e11,c1,p10,l3,582
i43,e04,c1,p19,l3,9
i01,e08,c1,p04,l3,2
i38,e06,c4,p29,l3,32
i34,e03,c5,p13,l3,29
i38,e09,c1,p17,l2,31
i09,e01,c5,p10,l3,2
i02,e11,c1,p19,l3,5
unknown,e01,c3,p35,l3,1
i16,e08,c5,p04,l3,1
i06,e10,c5,p30,l1,3
i38,e10,c1,p31,l2,1
i05,e09,c1,p23,l3,3
i17,e09,c5,p16,l3,3
i17,e01,c5,p12,l3,2
i13,e08,c5,p05,l3,17
i30,e04,c1,p19,l3,5
i06,e02,c5,p10,l1,1
i05,e03,c1,p16,l3,1
i05,e12,c1,p14,l3,2
i14,e01,c5,p16,l3,5
i17,e08,c5,p22,l3,4
i12,e08,c5,p11,l3,1
i33,e01,c1,p10,l3,3
i01,e01,c1,p29,l3,5
i05,e03,c1,p15,l3,6
i34,e01,c5,p23,l3,1
i23,e03,c5,p15,l3,2
i63,e11,c1,p35,l3,1
i21,e09,c1,p08,l3,1
i05,e06,c1,p14,l3,1
i05,e12,c1,p02,l3,1
i30,e01,c1,p25,l3,1
i23,e03,c5,p14,l3,1
i23,e04,c5,p21,l3,1
i01,e01,c1,p07,l3,1
i20,e09,c5,p24,l3,1
i03,e09,c5,p12,l3,2
i17,e11,c5,p25,l3,1
i46,e08,c1,p16,l3,1
i16,e01,c5,p25,l3,1
i17,e01,c5,p32,l3,1
i16,e04,c5,p03,l3,1
i06,e08,c5,p35,l2,1412
i06,e11,c5,p18,l2,304
i06,e10,c5,p19,l4,8008
i12,e04,c5,p14,l3,6
i06,e01,c5,p14,l3,49
i06,e04,c5,p06,l1,107
i38,e10,c1,p01,l4,4114
i06,e10,c5,p14,l3,19931
i38,e10,c1,p04,l4,1006
i06,e10,c5,p21,l3,47067
i02,e08,c1,p03,l3,150
i06,e11,c5,p28,l2,226
i38,e10,c4,p14,l4,26
i38,e10,c1,p22,l4,478
i06,e10,c3,p14,l3,210
i38,e11,c1,p24,l2,113
i02,e01,c1,p05,l3,62
i02,e04,c1,p11,l3,146
i06,e10,c5,p17,l1,65
i38,e11,c1,p18,l2,108
i06,e05,c5,p10,l1,49
i06,e11,c5,p20,l2,70
i38,e11,c1,p35,l2,26
i02,e09,c1,p29,l3,48
i38,e10,c4,p08,l4,19
i38,e01,c1,p22,l3,15
i38,e09,c1,p03,l2,93
i38,e10,c1,p33,l4,15
i38,e01,c1,p18,l3,39
i38,e09,c4,p19,l2,8
i37,e10,c5,p33,l3,53
i02,e08,c1,p06,l3,608
i05,e06,c1,p15,l3,6
i17,e11,c5,p14,l3,18
i34,e01,c5,p18,l3,7
i43,e04,c1,p11,l3,6
i14,e08,c5,p10,l3,21
i38,e06,c4,p04,l3,13
i38,e09,c4,p14,l2,4
i16,e01,c5,p22,l3,4
i17,e04,c5,p17,l3,24
i38,e01,c1,p08,l3,23
i14,e09,c5,p20,l3,15
i01,e08,c1,p19,l3,22
i17,e01,c5,p11,l3,7
i12,e04,c5,p03,l3,11
i06,e02,c5,p05,l1,1
i39,e09,c5,p32,l3,1
i20,e09,c5,p35,l3,2
i46,e08,c1,p13,l3,8
i46,e08,c1,p21,l3,3
i12,e08,c5,p05,l3,4
i06,e02,c5,p03,l1,3
i07,e12,c5,p05,l3,3
i38,e08,c4,p18,l2,2
i39,e04,c5,p12,l3,9
i23,e01,c5,p12,l3,6
i12,e09,c5,p21,l3,3
i38,e10,c4,p19,l2,8
i38,e05,c1,p19,l1,2
i06,e01,c5,p25,l3,8
i26,e11,c4,p35,l3,1
i06,e10,c3,p32,l3,11
i02,e08,c4,p17,l3,5
i30,e04,c1,p15,l3,3
i38,e10,c4,p25,l4,6
i34,e01,c5,p25,l3,2
i26,e04,c4,p35,l3,1
i05,e06,c1,p05,l3,3
i17,e11,c5,p09,l3,9
i39,e09,c5,p22,l3,2
i38,e08,c4,p11,l2,3
i14,e08,c5,p32,l3,2
i12,e09,c5,p10,l3,2
i81,e09,c5,p22,l3,2
i38,e08,c4,p02,l2,1
i38,e01,c4,p04,l3,2
i20,e04,c5,p19,l3,1
i32,e01,c5,p19,l3,1
i38,e12,c1,p03,l3,2
i34,e01,c5,p02,l3,2
i08,e09,c1,p10,l3,1
i48,e11,c1,p05,l3,1
i06,e02,c5,p14,l1,1
i05,e08,c1,p32,l3,1
i06,e11,c3,p14,l2,1
i23,e01,c5,p21,l3,1
i02,e08,c1,p19,l3,782
i06,e11,c5,p19,l2,1302
i01,e08,c1,p35,l3,204
i06,e10,c5,p03,l4,3766
i06,e10,c5,p12,l3,31086
i38,e10,c1,p15,l3,12881
i06,e11,c5,p16,l2,539
i38,e12,c1,p10,l3,344
i13,e03,c5,p01,l3,1
i34,e03,c3,p35,l3,7
i38,e01,c1,p28,l3,15
i06,e11,c5,p17,l2,311
i06,e10,c5,p32,l2,68
i06,e10,c5,p22,l1,33
i06,e01,c5,p22,l3,92
i38,e10,c1,p10,l1,159
i38,e12,c1,p15,l3,11
i38,e10,c4,p12,l3,150
i38,e08,c1,p15,l2,86
i38,e08,c1,p03,l2,449
i06,e04,c5,p31,l1,10
i06,e09,c5,p31,l2,12
i38,e04,c1,p16,l1,33
i41,e04,c1,p19,l3,9
i34,e03,c5,p17,l3,26
i13,e11,c5,p16,l3,7
i46,e09,c1,p19,l3,1
i14,e04,c5,p11,l3,10
i17,e11,c5,p15,l3,8
i06,e10,c5,p09,l2,9
i43,e08,c1,p07,l3,10
i16,e04,c5,p11,l3,4
i34,e08,c5,p25,l3,7
i42,e02,c5,p35,l3,1
i06,e01,c3,p03,l3,2
i25,e08,c5,p24,l3,1
i14,e01,c5,p19,l3,1
i14,e04,c5,p01,l3,2
i26,e08,c1,p35,l3,15
i34,e01,c5,p17,l3,1
i06,e10,c5,p31,l1,4
i38,e09,c4,p23,l2,2
i16,e04,c5,p01,l3,2
i05,e06,c1,p04,l3,1
i39,e04,c5,p23,l3,8
i02,e08,c1,p25,l3,5
i02,e09,c1,p32,l3,3
i38,e10,c4,p05,l2,9
i07,e11,c5,p02,l3,6
i38,e10,c1,p24,l1,10
i13,e01,c5,p19,l3,1
i30,e01,c1,p02,l3,1
i02,e09,c1,p25,l3,9
i05,e08,c1,p06,l3,1
i27,e08,c3,p21,l3,2
i48,e08,c1,p11,l3,2
i38,e07,c1,p03,l2,2
i38,e11,c4,p18,l2,4
i17,e04,c5,p26,l3,1
i38,e10,c7,p19,l4,3
i07,e04,c5,p16,l3,2
i16,e09,c5,p20,l3,1
i38,e05,c1,p07,l1,1
i22,e05,c5,p31,l3,1
i41,e08,c1,p07,l3,1
i46,e11,c1,p05,l3,2
i06,e02,c5,p01,l1,1
i38,e11,c1,p10,l2,1222
i06,e10,c5,p21,l4,4193
i38,e10,c1,p04,l3,5948
i38,e10,c1,p19,l3,35351
i06,e10,c5,p17,l3,33680
i06,e08,c5,p24,l2,1329
i06,e10,c5,p02,l3,13859
i38,e04,c1,p10,l1,702
i38,e06,c1,p22,l3,350
i17,e11,c5,p10,l3,602
i15,e01,c6,p35,l3,16
i48,e11,c1,p35,l3,49
i06,e07,c5,p12,l2,1
i02,e09,c1,p01,l3,62
i06,e04,c5,p08,l1,59
i38,e11,c4,p01,l2,12
i21,e04,c1,p19,l3,8
i28,e04,c1,p35,l3,33
i06,e05,c5,p18,l1,13
i05,e06,c1,p21,l3,6
i43,e01,c1,p07,l3,9
i38,e11,c1,p22,l2,43
i06,e10,c3,p14,l4,12
i02,e08,c1,p35,l3,141
i06,e05,c5,p24,l1,20
i38,e06,c4,p12,l3,31
i23,e01,c5,p19,l3,12
i13,e08,c5,p14,l3,6
i38,e10,c4,p09,l3,51
i34,e08,c5,p18,l3,24
i07,e09,c3,p35,l3,2
i42,e05,c5,p35,l3,5
i17,e11,c5,p13,l3,22
i02,e01,c1,p08,l3,6
i06,e04,c3,p22,l1,1
i16,e01,c5,p01,l3,4
i14,e01,c5,p21,l3,7
i38,e10,c4,p22,l4,12
i38,e09,c1,p08,l2,11
i43,e04,c1,p18,l3,4
i07,e01,c5,p35,l3,36
i05,e06,c1,p03,l3,3
i42,e05,c5,p01,l3,1
i23,e09,c5,p11,l3,9
i38,e04,c1,p22,l1,18
i38,e10,c1,p04,l1,5
i03,e04,c5,p06,l3,1
i16,e08,c5,p16,l3,7
i46,e09,c4,p02,l3,1
i39,e04,c5,p02,l3,1
i42,e05,c3,p18,l3,2
i14,e05,c5,p24,l3,1
i12,e01,c5,p05,l3,1
i46,e09,c1,p14,l3,2
i05,e12,c1,p06,l3,7
i27,e04,c5,p01,l3,2
i46,e05,c4,p35,l3,1
i74,e09,c5,p13,l3,2
i23,e09,c5,p05,l3,1
i05,e03,c1,p24,l3,1
i65,e09,c3,p35,l3,1
i39,e04,c5,p07,l3,1
i03,e11,c5,p12,l3,1
i12,e04,c5,p04,l3,1
i38,e05,c1,p13,l1,1
i07,e05,c5,p04,l3,1
i13,e08,c5,p29,l3,1
i06,e10,c5,p10,l3,143858
i47,e01,c1,p35,l3,379
i06,e04,c5,p01,l1,264
i43,e08,c1,p35,l3,160
i06,e10,c5,p09,l4,1305
i38,e10,c1,p10,l3,80935
i38,e10,c1,p29,l3,5216
i38,e04,c1,p24,l1,35
i34,e04,c5,p35,l3,31
i02,e09,c1,p18,l3,16
i17,e08,c5,p06,l3,24
i38,e08,c1,p21,l2,107
i38,e10,c4,p17,l3,424
i38,e10,c4,p03,l3,707
i06,e10,c3,p16,l3,391
i38,e11,c1,p23,l2,35
i06,e11,c5,p14,l2,217
i38,e06,c1,p15,l3,872
i38,e10,c4,p10,l4,280
i06,e10,c5,p12,l2,35
i34,e03,c5,p35,l3,133
i02,e04,c1,p21,l3,54
i38,e11,c1,p25,l2,46
i06,e10,c5,p35,l1,49
i06,e12,c5,p24,l3,94
i38,e06,c1,p29,l3,259
i06,e10,c3,p35,l4,7
i02,e08,c1,p24,l3,16
i06,e10,c3,p04,l4,12
i34,e04,c5,p24,l3,7
i41,e08,c1,p21,l3,51
i02,e01,c1,p03,l3,51
i34,e09,c5,p05,l3,3
i34,e08,c5,p19,l3,88
i06,e10,c5,p20,l2,17
i42,e05,c5,p20,l3,10
i14,e09,c5,p35,l3,5
i38,e01,c1,p25,l3,60
i38,e08,c1,p08,l2,38
i14,e09,c5,p07,l3,3
i17,e04,c5,p20,l3,2
i16,e08,c5,p19,l3,12
i06,e04,c3,p10,l1,4
i16,e09,c5,p19,l3,3
i38,e10,c1,p02,l1,12
i38,e01,c1,p35,l3,17
i38,e10,c7,p15,l4,3
i46,e01,c1,p15,l3,4
i06,e09,c5,p28,l2,15
i30,e09,c1,p12,l3,4
i01,e01,c1,p10,l3,17
i46,e11,c1,p01,l3,3
i54,e09,c1,p35,l3,2
i21,e03,c1,p01,l3,6
i46,e01,c1,p10,l3,4
i06,e08,c3,p17,l2,3
i06,e07,c5,p09,l2,1
i46,e01,c1,p17,l3,1
i41,e09,c1,p21,l3,1
i13,e08,c5,p06,l3,3
i30,e01,c1,p07,l3,1
i06,e07,c5,p23,l2,1
i38,e10,c4,p16,l2,2
i02,e01,c1,p32,l3,4
i38,e11,c1,p33,l2,3
i34,e08,c5,p20,l3,3
i38,e11,c1,unknown,l2,1
i48,e08,c1,p23,l3,1
i76,e04,c5,p35,l3,1
i38,e09,c4,p05,l2,1
i17,e09,c5,p18,l3,4
i43,e05,c1,p18,l3,1
i07,e01,c5,p22,l3,1
i33,e08,c1,p10,l3,1
i33,e03,c1,p24,l3,1
i05,e03,c1,p29,l3,2
i14,e01,c5,p07,l3,1
i41,e04,c1,p24,l3,1
i42,e05,c5,p04,l3,1
i01,e09,c1,p16,l3,1
i43,e08,c1,p21,l3,1
i30,e01,c1,p16,l3,1
i20,e04,c5,p17,l3,1
i06,e11,c3,p02,l2,1
i06,e10,c5,p16,l4,4022
i41,e09,c1,p35,l3,9
i38,e08,c1,p24,l2,66
i38,e10,c1,p12,l2,66
i06,e10,c5,p05,l3,50838
i17,e09,c5,p29,l3,10
i06,e09,c5,p10,l2,268
i38,e10,c1,p05,l4,1923
i17,e04,c5,p23,l3,19
i02,e08,c1,p04,l3,77
i38,e06,c1,p05,l3,884
i06,e10,c5,p05,l2,141
i38,e10,c4,p32,l4,14
i38,e10,c4,p18,l3,425
i38,e10,c1,p17,l2,77
i02,e01,c1,p04,l3,90
i46,e06,c1,p35,l3,9
i38,e10,c1,p03,l1,37
i06,e10,c5,p17,l2,46
i02,e08,c1,p14,l3,71
i41,e04,c1,p23,l3,13
i05,e01,c1,p19,l3,12
i13,e11,c5,p24,l3,10
i19,e10,c5,p35,l4,11
i05,e06,c1,p29,l3,4
i02,e09,c1,p21,l3,56
i46,e01,c4,p35,l3,6
i30,e01,c1,p12,l3,7
i07,e08,c5,p10,l3,65
i06,e05,c5,p22,l1,5
i06,e09,c5,p30,l2,4
i38,e10,c1,p16,l1,23
i21,e03,c1,p13,l3,1
i06,e07,c5,p17,l2,2
i43,e04,c1,p07,l3,3
i38,e11,c4,p28,l2,2
i42,e05,c3,p29,l3,3
i43,e09,c1,p29,l3,3
i38,e10,c4,p32,l3,4
i38,e04,c4,p10,l1,26
i46,e04,c1,p03,l3,8
i38,e11,c1,p31,l2,4
i17,e11,c5,p24,l3,22
i23,e04,c5,p12,l3,6
i34,e01,c5,p13,l3,7
i39,e01,c5,p15,l3,6
i41,e07,c1,p19,l3,4
i06,e07,c5,p11,l2,1
i39,e09,c5,p05,l3,1
i38,e01,c4,p15,l3,5
i42,e05,c5,p16,l3,3
i43,e09,c1,p28,l3,3
i23,e09,c5,p16,l3,1
i38,e08,c4,p15,l2,3
i17,e09,c5,p32,l3,1
i43,e04,c1,p35,l3,3
i05,e04,c4,p10,l3,1
i38,e10,c4,p12,l2,1
i06,e11,c5,p09,l2,298
i06,e08,c5,p03,l2,1915
i38,e10,c1,p12,l4,1614
i14,e08,c5,p01,l3,131
i38,e10,c1,p07,l4,2355
i02,e09,c1,p13,l3,79
i02,e01,c1,p18,l3,16
i06,e09,c5,p17,l2,108
i06,e04,c5,p28,l1,54
i38,e08,c1,p18,l2,100
i38,e10,c1,p15,l2,95
i38,e10,c4,p25,l3,84
i06,e10,c5,p26,l2,23
i38,e01,c4,p01,l3,15
i38,e10,c1,p09,l2,31
i38,e06,c1,p28,l3,283
i06,e10,c3,p11,l4,17
i38,e10,c1,p26,l3,541
i38,e10,c4,p06,l3,114
i06,e05,c5,p06,l1,9
i39,e04,c5,p04,l3,11
i38,e10,c4,p28,l3,60
i05,e06,c1,p35,l3,22
i06,e10,c3,p10,l1,7
i38,e12,c1,p19,l3,27
i30,e01,c1,p10,l3,21
i17,e11,c5,p19,l3,81
i14,e08,c5,p05,l3,35
i39,e04,c5,p13,l3,34
i41,e07,c1,p21,l3,2
i48,e11,c1,p01,l3,6
i41,e08,c1,p22,l3,4
i42,e05,c3,p22,l3,1
i38,e04,c1,p17,l1,25
i46,e09,c1,p12,l3,1
i13,e04,c5,p29,l3,3
i48,e11,c1,p11,l3,2
i23,e04,c5,p06,l3,1
i12,e09,c5,p19,l3,17
i17,e01,c5,p05,l3,1
i06,e01,c5,p31,l3,17
i46,e08,c1,p03,l3,8
i42,e05,c5,p03,l3,3
i30,e09,c1,p13,l3,13
i50,e04,c1,p23,l3,1
i27,e01,c5,p19,l3,1
i16,e08,c5,p15,l3,3
i03,e01,c5,p18,l3,3
i14,e05,c3,p01,l3,10
i38,e04,c4,p03,l1,1
i41,e01,c1,p01,l3,2
i13,e08,c5,p16,l3,13
i38,e11,c4,p03,l2,6
i38,e08,c4,p07,l2,18
i12,e04,c5,p05,l3,3
i13,e05,c5,p07,l3,3
i23,e08,c5,p11,l3,9
i41,e08,c1,p10,l3,3
i14,e01,c5,p05,l3,2
i21,e03,c1,p12,l3,1
i06,e05,c5,p21,l1,14
i41,e09,c1,p29,l3,1
i02,e08,c4,p18,l3,8
i07,e09,c5,p19,l3,1
i06,e10,c5,p31,l2,3
i41,e08,c1,p12,l3,2
i119,e05,c5,p35,l3,1
i06,e12,c3,p09,l3,3
i05,e06,c1,p13,l3,4
i43,e09,c1,p16,l3,4
i17,e09,c5,p12,l3,3
i06,e12,c5,p30,l3,3
i34,e01,c5,p21,l3,4
i06,e10,c5,p30,l2,4
i42,e05,c5,p08,l3,2
i43,e01,c1,p35,l3,4
i34,e04,c5,p05,l3,4
i17,e11,c5,p08,l3,1
i34,e03,c5,p08,l3,2
i65,e09,c3,p10,l3,1
i30,e04,c1,p01,l3,1
i30,e01,c1,p32,l3,1
i12,e09,c5,p24,l3,3
i33,e03,c1,p07,l3,1
i21,e03,c1,p25,l3,1
i06,e08,c5,p22,l2,2299
i06,e10,c5,p23,l3,14145
i06,e09,c5,p09,l2,33
i12,e08,c5,p14,l3,5
i38,e10,c1,p01,l3,20391
i06,e10,c5,p03,l3,40233
i38,e08,c1,p19,l2,627
i06,e08,c5,p26,l2,248
i34,e04,c5,p10,l3,56
i06,e10,c5,p12,l4,2754
i38,e04,c1,p13,l1,1558
i63,e10,c1,p10,l3,209
i17,e09,c5,p10,l3,49
i38,e10,c1,p06,l4,752
i06,e10,c5,p10,l2,288
i38,e09,c1,p27,l2,5
i38,e11,c1,p28,l2,44
i06,e10,c5,p02,l1,28
i06,e10,c3,p05,l4,23
i02,e09,c1,p07,l3,39
i06,e05,c5,p15,l1,39
i34,e08,c5,p29,l3,14
i17,e04,c5,p18,l3,5
i38,e10,c1,p13,l1,53
i06,e09,c5,p04,l2,111
i38,e04,c1,p12,l1,68
i14,e01,c5,p12,l3,1
i34,e01,c5,p10,l3,23
i38,e08,c1,p14,l2,60
i06,e10,c3,p03,l3,64
i05,e06,c1,p10,l3,30
i08,e04,c1,p10,l3,4
i38,e12,c1,p21,l3,46
i30,e04,c1,p10,l3,25
i43,e09,c1,p07,l3,12
i34,e08,c5,p11,l3,19
i02,e01,c1,p09,l3,10
i14,e08,c5,p16,l3,12
i12,e08,c5,p19,l3,32
i38,e11,c4,p19,l2,6
i14,e08,c5,p23,l3,3
i23,e03,c5,p01,l3,4
i39,e04,c5,p22,l3,4
i33,e10,c1,p21,l3,1
i13,e01,c5,p09,l3,4
i42,e02,c5,p22,l3,1
i46,e05,c1,p35,l3,2
i43,e01,c1,p25,l3,4
i38,e11,c4,p09,l2,4
i14,e09,c5,p01,l3,1
i27,e09,c5,p11,l3,3
i49,e03,c1,p33,l3,3
i38,e10,c4,p05,l1,3
i03,e04,c5,p13,l3,9
i38,e09,c1,p29,l2,13
i14,e08,c3,p08,l3,1
i39,e09,c5,p12,l3,3
i41,e01,c1,p29,l3,1
i34,e04,c5,p14,l3,5
i06,e11,c3,p19,l2,2
i13,e04,c5,p10,l3,2
i27,e01,c5,p35,l3,1
i38,e10,c1,unknown,l4,1
i14,e12,c5,p29,l3,1
i38,e09,c7,p10,l2,1
i43,e08,c1,p01,l3,7
i23,e04,c5,p01,l3,4
i43,e09,c1,p14,l3,3
i02,e08,c1,p31,l3,1
i46,e11,c1,p14,l3,1
i14,e11,c5,p10,l3,1
i43,e03,c1,p07,l3,1
i44,e04,c3,p35,l3,1
i05,e07,c1,p21,l3,1
i46,e01,c1,p32,l3,2
i06,e11,c5,p15,l2,763
i06,e12,c5,p19,l3,1034
i06,e09,c5,p19,l2,312
i17,e04,c5,p12,l3,49
i38,e08,c1,p05,l2,223
i38,e10,c1,p24,l4,1157
i38,e10,c1,p16,l3,6503
i06,e08,c5,p32,l2,316
i34,e01,c5,p09,l3,7
i02,e08,c1,p21,l3,297
i38,e11,c1,p03,l2,333
i17,e04,c5,p06,l3,20
i34,e03,c5,p19,l3,219
i06,e12,c5,p18,l3,71
i06,e10,c5,p32,l4,743
i19,e12,c5,p35,l3,2
i05,e12,c1,p12,l3,7
i02,e11,c1,p01,l3,1
i38,e10,c1,p15,l1,23
i38,e06,c4,p10,l3,154
i06,e10,c5,p21,l2,166
i27,e08,c5,p35,l3,12
i39,e04,c5,p21,l3,27
i06,e10,c3,p18,l3,30
i02,e04,c1,p07,l3,24
i38,e11,c1,p29,l2,97
i06,e10,c5,p04,l2,61
i38,e11,c1,p32,l2,26
i34,e01,c5,p11,l3,3
i38,e01,c4,p24,l3,3
i06,e01,c5,p20,l3,25
i38,e10,c1,p20,l2,7
i12,e09,c5,p01,l3,5
i41,e09,c1,p07,l3,2
i38,e11,c7,p13,l2,1
i14,e04,c5,p16,l3,7
i23,e09,c5,p10,l3,7
i06,e08,c3,p04,l2,1
i23,e09,c5,p17,l3,1
i38,e09,c4,p15,l2,1
i23,e08,c5,p20,l3,1
i38,e10,c4,p17,l1,2
i06,e11,c5,p30,l2,6
i39,e09,c5,p21,l3,10
i23,e01,c5,p10,l3,13
i16,e01,c5,p13,l3,3
i38,e11,c1,p30,l2,3
i34,e03,c5,p22,l3,11
i05,e01,c1,p03,l3,1
i14,e04,c5,p12,l3,2
i42,e05,c5,p21,l3,1
i03,e10,c5,p08,l3,2
i17,e04,c5,p35,l3,4
i16,e04,c5,p20,l3,2
i05,e04,c4,p13,l3,1
i01,e11,c1,p11,l3,2
i01,e11,c1,p06,l3,2
i38,e08,c4,p04,l2,1
i05,e06,c1,unknown,l3,1
i06,e10,c5,p20,l4,524
i06,e04,c5,p02,l1,56
i12,e04,c5,p16,l3,6
i17,e11,c5,p01,l3,63
i06,e12,c5,p17,l3,169
i02,e04,c1,p16,l3,42
i06,e04,c5,p07,l1,159
i38,e10,c1,p02,l3,6070
i06,e10,c5,p31,l4,332
i06,e01,c5,p02,l3,36
i38,e06,c4,p05,l3,64
i46,e08,c1,p10,l3,37
i05,e09,c1,p01,l3,6
i06,e10,c3,p31,l3,6
i38,e01,c1,p02,l3,14
i06,e09,c5,p22,l2,84
i61,e11,c1,p35,l3,16
i06,e12,c5,p23,l3,75
i03,e09,c5,p03,l3,4
i38,e11,c1,p06,l2,72
i05,e09,c1,unknown,l3,17
i38,e10,c4,p16,l4,40
i38,e10,c7,p10,l4,66
i34,e04,c5,p07,l3,3
i49,e04,c1,p35,l3,4
i25,e08,c5,p10,l3,13
i17,e01,c5,p21,l3,14
i43,e01,c1,p09,l3,2
i38,e10,c1,unknown,l3,21
i01,e08,c1,p21,l3,61
i14,e08,c5,p03,l3,32
i13,e08,c5,p12,l3,10
i03,e01,c5,p01,l3,1
i30,e01,c1,p19,l3,16
i48,e08,c1,p24,l3,2
i38,e10,c4,p23,l2,2
i34,e09,c5,p09,l3,14
i12,e04,c5,p35,l3,2
i05,e01,c1,p28,l3,8
i38,e10,c7,p32,l3,5
i14,e09,c5,p28,l3,3
i05,e12,c1,p05,l3,5
i14,e12,c5,p24,l3,2
i16,e01,c5,p12,l3,2
i17,e08,c5,p16,l3,2
i38,e11,c1,p27,l2,5
i27,e04,c3,p21,l3,2
i38,e04,c1,p23,l1,3
i27,e01,c5,p10,l3,1
i30,e04,c1,p02,l3,2
i34,e01,c5,p15,l3,7
i41,e08,c1,p29,l3,3
i34,e01,c5,p29,l3,4
i30,e09,c1,p17,l3,2
i23,e08,c5,p21,l3,1
i05,e01,c1,p29,l3,2
i01,e08,c1,p08,l3,5
i49,e06,c1,p33,l3,1
i16,e08,c5,p01,l3,3
i16,e08,c5,p24,l3,2
i30,e09,c1,p16,l3,3
i23,e09,c5,p23,l3,1
i32,e11,c5,p19,l3,3
i14,e05,c5,p25,l3,1
i38,e07,c1,p07,l2,1
i38,e05,c1,p01,l1,1
i48,e11,c1,p23,l3,2
i27,e04,c5,p19,l3,2
i13,e09,c5,p19,l3,1
i34,e08,c5,p22,l3,2
i03,e04,c5,p19,l3,1
i06,e05,c3,p04,l1,1
i21,e03,c1,p02,l3,1
i06,e12,c5,p27,l3,1
i63,e08,c1,p10,l3,94
i06,e10,c5,p13,l3,28456
i06,e08,c5,p20,l2,294
i38,e10,c1,p24,l3,6587
i06,e01,c5,p15,l3,196
i47,e09,c1,p35,l3,345
i06,e08,c5,p25,l2,400
i06,e11,c5,p02,l2,227
i06,e04,c5,p05,l1,260
i17,e09,c5,p14,l3,3
i14,e04,c5,p02,l3,7
i06,e12,c5,p01,l3,559
i38,e06,c1,p01,l3,1194
i06,e04,c5,p11,l1,132
i01,e04,c1,p11,l3,3
i02,e09,c1,p06,l3,22
i06,e10,c5,p07,l1,81
i12,e04,c5,p01,l3,15
i34,e08,c5,p10,l3,101
i17,e01,c5,p29,l3,17
i34,e08,c5,p17,l3,7
i23,e09,c5,p21,l3,2
i16,e08,c5,p10,l3,24
i38,e10,c1,p30,l3,981
i38,e08,c1,p28,l2,34
i06,e10,c5,p15,l1,134
i63,e10,c1,p35,l2,82
i41,e09,c1,p13,l3,13
i17,e11,c5,p17,l3,12
