i15,e09,c2,p35,l3,3151
i38,e10,c7,p20,l2,4
i07,e12,c5,p18,l3,3
i14,e12,c5,p32,l3,3
i05,e01,c1,p32,l3,3
i34,e03,c3,p23,l3,1
i16,e09,c5,p01,l3,2
i16,e09,c5,p11,l3,1
i41,e04,c1,p01,l3,3
i17,e01,c5,p06,l3,5
i46,e08,c1,p23,l3,1
i02,e11,c1,p01,l3,1
i38,e10,c1,p33,l4,1
i42,e02,c5,p19,l3,2
i09,e01,c5,p19,l3,1
i38,e10,c4,p35,l2,2
i38,e11,c4,p19,l2,5
i05,e03,c1,p08,l3,1
i17,e09,c5,p26,l3,2
i30,e09,c1,p16,l3,1
i67,e01,c5,p04,l3,1
i06,e08,c5,p21,l2,4168
i38,e10,c1,p35,l2,1084
i38,e10,c1,p21,l4,2052
i38,e10,c1,p21,l3,13819
i38,e06,c1,p07,l3,250
i38,e08,c1,p07,l2,186
i47,e01,c1,p35,l3,396
i38,e11,c1,p02,l2,112
i38,e06,c1,p28,l3,158
i38,e11,c1,p21,l2,214
i02,e08,c1,p10,l3,1652
i38,e08,c1,p23,l2,25
i05,e04,c1,p03,l3,12
i12,e09,c5,p19,l3,8
i38,e10,c1,p23,l1,6
i17,e04,c5,p12,l3,61
i38,e06,c1,p01,l3,450
i38,e06,c1,p04,l3,213
i02,e01,c1,p35,l3,115
i39,e01,c5,p11,l3,8
i38,e10,c1,p01,l2,161
i42,e05,c5,p22,l3,10
i06,e11,c5,p28,l2,147
i31,e11,c1,p35,l3,177
i23,e11,c5,p10,l3,4
i23,e09,c5,p21,l3,4
i06,e01,c5,p22,l3,69
i13,e11,c5,p16,l3,10
i06,e10,c3,p17,l4,8
i38,e06,c7,p13,l3,47
i43,e01,c1,p16,l3,11
i35,e01,c2,p35,l3,3
i13,e11,c5,p14,l3,14
i12,e09,c5,p18,l3,2
i19,e10,c5,p35,l1,1
i39,e09,c5,p06,l3,13
i38,e11,c4,p25,l2,1
i06,e07,c5,p06,l2,3
i05,e06,c1,p28,l3,6
i05,e06,c1,p05,l3,4
i17,e09,c5,p09,l3,13
i34,e09,c5,p21,l3,5
i12,e09,c5,p11,l3,3
i38,e12,c1,p12,l3,4
i38,e10,c4,p35,l4,4
i34,e04,c5,p32,l3,9
i16,e04,c5,p02,l3,4
i25,e08,c5,p10,l3,9
i05,e01,c1,p12,l3,14
i13,e03,c5,p01,l3,1
i63,e03,c1,p35,l3,1
i39,e04,c5,p26,l3,5
i41,e09,c1,p14,l3,5
i34,e09,c5,p17,l3,1
i38,e11,c4,p01,l2,6
i06,e12,c5,p26,l3,13
i02,e08,c4,p15,l3,2
i07,e12,c5,p05,l3,3
i01,e04,c1,p03,l3,7
i14,e05,c5,p16,l3,3
i09,e01,c5,p16,l3,1
i14,e11,c5,p11,l3,1
i38,e10,c1,unknown,l3,2
i05,e03,c1,p07,l3,1
i14,e13,c5,p22,l3,1
i38,e12,c1,p16,l3,2
i32,e11,c5,p07,l3,4
i03,e10,c5,p29,l3,2
i14,e08,c3,p07,l3,1
i42,e05,c3,p03,l3,1
i01,e01,c1,p21,l3,1
i33,e04,c1,p10,l3,1
i14,e11,c5,p03,l3,2
i41,e01,c1,p22,l3,1
i34,e03,c5,p35,l3,121
i06,e08,c5,p06,l2,1415
i06,e12,c5,p01,l3,237
i15,e01,c6,p35,l3,54
i25,e08,c5,p15,l3,30
i06,e08,c5,p32,l2,1456
i06,e01,c5,p12,l3,118
i34,e04,c5,p16,l3,15
i38,e08,c1,p03,l2,352
i01,e08,c1,p01,l3,23
i03,e08,c5,p14,l3,12
i06,e09,c5,p10,l2,238
i38,e10,c1,p23,l4,640
i38,e06,c1,p10,l3,2154
i06,e10,c5,p02,l4,1002
i06,e10,c5,p15,l4,4488
i14,e04,c5,p08,l3,9
i38,e10,c1,p08,l4,585
i45,e09,c1,p16,l3,1
i38,e09,c1,p05,l2,58
i38,e01,c1,p19,l3,207
i38,e10,c1,p04,l2,57
i38,e11,c1,p17,l2,196
i38,e10,c4,p32,l3,251
i43,e01,c1,p12,l3,16
i02,e01,c1,p07,l3,79
i38,e10,c1,p07,l1,39
i07,e01,c5,p10,l3,2
i34,e03,c5,p29,l3,34
i41,e08,c1,p11,l3,22
i06,e10,c5,p17,l2,80
i14,e04,c5,p03,l3,36
i38,e09,c1,p16,l2,35
i41,e07,c1,p12,l3,9
i06,e04,c5,p23,l1,138
i02,e08,c4,p18,l3,5
i17,e09,c5,p16,l3,15
i21,e09,c1,p01,l3,3
i23,e13,c5,p28,l3,8
i06,e11,c3,p19,l2,21
i17,e09,c5,p29,l3,10
i38,e07,c1,p13,l2,6
i05,e07,c1,p22,l3,5
i07,e08,c5,p06,l3,3
i13,e08,c5,p16,l3,3
i34,e04,c5,p06,l3,5
i14,e09,c5,p15,l3,5
i16,e08,c5,p13,l3,5
i39,e09,c5,p12,l3,9
i39,e04,c5,p09,l3,1
i14,e13,c5,p19,l3,13
i05,e06,c1,p18,l3,5
i38,e07,c1,p07,l2,7
i33,e03,c1,p23,l3,10
i06,e10,c5,p13,l2,15
i23,e04,c5,p09,l3,10
i41,e08,c1,p12,l3,11
i17,e01,c5,p29,l3,13
i39,e09,c5,p08,l3,3
i38,e01,c1,p09,l3,12
i16,e04,c5,p07,l3,3
i13,e08,c5,p11,l3,3
i21,e12,c1,p15,l3,3
i23,e01,c5,p09,l3,8
i05,e08,c1,p25,l3,2
i16,e04,c5,p29,l3,5
i05,e12,c1,p26,l3,2
i05,e09,c1,p16,l3,1
i42,e05,c3,p10,l3,1
i14,e09,c5,p01,l3,1
i144,e11,c5,p10,l3,5
i64,e08,c3,p35,l3,2
i13,e03,c5,p10,l3,1
i47,e09,c4,p35,l3,1
i06,e05,c5,p03,l1,1
i27,e04,c5,p12,l3,1
i38,e07,c1,p22,l2,2
i14,e11,c5,p17,l3,1
i38,e04,c1,p20,l1,1
i17,e08,c5,p19,l3,64
i23,e03,c5,p12,l3,13
i06,e12,c5,p32,l3,50
i38,e04,c1,p29,l1,28
i06,e11,c5,p24,l2,482
i02,e01,c1,p10,l3,338
i38,e12,c1,p10,l3,27
i02,e04,c1,p05,l3,68
i05,e09,c1,p03,l3,1
i06,e10,c5,p07,l4,2383
i02,e08,c1,p03,l3,636
i06,e10,c3,p01,l3,197
i02,e09,c1,p10,l3,257
i02,e08,c1,p16,l3,543
i02,e08,c1,p23,l3,478
i38,e10,c1,p03,l1,83
i14,e12,c5,p29,l3,4
i14,e08,c5,p10,l3,98
i63,e10,c1,p10,l3,252
i05,e07,c1,p35,l3,23
i38,e10,c1,unknown,l4,10
i43,e08,c1,p06,l3,14
i63,e10,c1,p05,l3,93
i06,e10,c3,p05,l3,10
i49,e06,c1,p33,l3,1
i38,e10,c1,p11,l1,40
i13,e11,c5,p05,l3,2
i42,e05,c5,p16,l3,2
i05,e06,c1,p04,l3,3
i38,e08,c4,p32,l2,74
i13,e03,c5,p19,l3,1
i06,e08,c3,p09,l2,40
i23,e09,c5,p05,l3,6
i01,e09,c1,p17,l3,4
i03,e09,c5,p24,l3,6
i02,e04,c1,p02,l3,73
i38,e10,c4,p17,l4,44
i02,e09,c1,p02,l3,40
i38,e10,c7,p15,l3,3
i23,e08,c5,p18,l3,14
i30,e04,c1,p11,l3,8
i38,e06,c4,p19,l3,15
i14,e09,c5,p11,l3,2
i05,e08,c1,p11,l3,5
i07,e12,c5,p28,l3,8
i46,e11,c1,p11,l3,9
i14,e05,c3,p03,l3,1
i06,e10,c5,p08,l2,15
i14,e11,c5,p21,l3,1
i39,e04,c5,p03,l3,23
i38,e06,c4,p25,l3,14
i38,e10,c1,unknown,l3,5
i05,e01,c1,p23,l3,6
i06,e07,c5,p10,l2,4
i13,e08,c5,p15,l3,8
i17,e09,c5,p06,l3,5
i17,e01,c5,p24,l3,5
i38,e11,c4,p03,l2,6
i38,e01,c1,p08,l3,7
i22,e05,c5,p16,l3,1
i38,e01,c4,p21,l3,5
i38,e08,c1,unknown,l2,15
i30,e09,c1,p18,l3,1
i41,e07,c1,p29,l3,1
i41,e08,c1,p07,l3,8
i12,e04,c5,p07,l3,1
i03,e04,c5,p24,l3,1
i41,e07,c1,p08,l3,2
i09,e01,c5,p10,l3,1
i23,e09,c5,p25,l3,2
i38,e01,c1,p28,l3,4
i38,e08,c4,p11,l2,5
i05,e04,c1,p01,l3,2
i84,e09,c1,p35,l3,1
i42,e05,c5,p18,l3,1
i21,e03,c1,p19,l3,4
i05,e03,c1,p28,l3,1
i43,e04,c1,p12,l3,3
i75,e09,c1,p35,l3,2
i09,e09,c5,p15,l3,1
i67,e04,c5,p21,l3,1
i41,e09,c1,p11,l3,1
i05,e07,c1,p05,l3,1
i05,e08,c1,p31,l3,1
i14,e05,c5,p35,l3,1
i29,e09,c5,p21,l3,1
i21,e03,c1,p15,l3,1
i17,e08,c5,p03,l3,94
i38,e10,c1,p03,l4,3991
i38,e10,c1,p18,l3,7379
i06,e12,c5,p35,l3,205
i38,e06,c1,p02,l3,145
i06,e10,c5,p02,l3,15280
i38,e10,c7,p13,l3,30
i12,e04,c5,p01,l3,9
i06,e04,c5,p16,l1,211
i05,e12,c1,p12,l3,14
i38,e09,c1,p17,l2,63
i17,e01,c5,p14,l3,27
i38,e09,c1,p09,l2,17
i06,e10,c5,p10,l2,311
i34,e09,c5,p24,l3,15
i01,e04,c1,p35,l3,36
i34,e04,c5,p28,l3,7
i38,e08,c1,p22,l2,83
i46,e04,c1,p35,l3,129
i13,e08,c5,p07,l3,24
i06,e01,c5,p14,l3,40
i38,e01,c1,p24,l3,42
i14,e08,c5,p05,l3,92
i03,e09,c5,p19,l3,3
i38,e04,c1,p05,l1,61
i17,e08,c5,p04,l3,26
i17,e11,c5,p19,l3,143
i21,e04,c1,p10,l3,10
i06,e10,c5,p15,l1,142
i06,e10,c3,p12,l3,16
i38,e09,c1,p24,l2,38
i38,e10,c4,p22,l3,237
i38,e06,c1,p20,l3,72
i23,e13,c5,p35,l3,32
i38,e01,c1,p22,l3,27
i05,e06,c1,p03,l3,4
i07,e09,c5,p35,l3,7
i01,e08,c1,p29,l3,7
i31,e01,c1,p35,l3,13
i67,e10,c5,p06,l3,3
i132,e04,c1,p35,l3,4
i12,e04,c5,p11,l3,10
i46,e01,c4,p35,l3,5
i43,e09,c1,p21,l3,6
i34,e01,c5,p17,l3,5
i14,e09,c5,p18,l3,2
i66,e04,c3,p09,l3,1
i05,e12,c1,p01,l3,7
i14,e13,c5,p10,l3,13
i38,e12,c1,p03,l3,6
i23,e03,c5,p09,l3,9
i38,e11,c4,p21,l2,5
i06,e08,c3,p21,l2,4
i23,e04,c5,p03,l3,1
i41,e09,c1,p13,l3,5
i46,e08,c1,p17,l3,8
i43,e09,c1,p17,l3,5
i17,e09,c5,p17,l3,9
i14,e12,c5,p35,l3,5
i115,e13,c5,p10,l3,1
i38,e12,c4,p15,l3,9
i30,e01,c1,p29,l3,4
i80,e04,c3,p35,l3,1
i13,e12,c5,p05,l3,2
i14,e13,c5,p23,l3,1
i27,e09,c5,p04,l3,2
i12,e09,c5,p04,l3,3
i05,e12,c1,p25,l3,1
i05,e04,c1,p05,l3,2
i04,e04,c3,p10,l3,1
i03,e08,c5,p07,l3,2
i07,e11,c5,p35,l3,2
i34,e01,c5,p08,l3,3
i38,e10,c7,p20,l4,3
i38,e12,c1,p09,l3,3
i06,e07,c5,p09,l2,1
i31,e05,c1,p35,l3,1
i12,e09,c5,p35,l3,1
i34,e01,c5,p25,l3,1
i21,e12,c1,p04,l3,1
i43,e03,c1,p11,l3,1
i07,e04,c5,p02,l3,1
i06,e11,c5,p23,l2,236
i06,e08,c5,p05,l2,2980
i06,e11,c5,p25,l2,167
i38,e10,c1,p10,l3,85392
i38,e10,c1,p09,l3,3474
i17,e08,c5,p11,l3,23
i06,e10,c5,p24,l3,27551
i38,e10,c1,p17,l3,12836
i39,e04,c5,p01,l3,67
i17,e08,c5,p07,l3,27
i06,e10,c5,p17,l4,2541
i06,e12,c5,p04,l3,149
i06,e04,c5,p24,l1,150
i13,e08,c5,p05,l3,20
i39,e04,c5,p32,l3,7
i06,e12,c5,p09,l3,62
i38,e10,c1,p16,l4,1354
i39,e09,c5,p19,l3,41
i46,e08,c4,p35,l3,155
i02,e04,c1,p22,l3,109
i23,e08,c5,p12,l3,14
i38,e09,c1,p02,l2,27
i12,e08,c5,p13,l3,15
i34,e08,c5,p05,l3,34
i02,e04,c1,p16,l3,158
i46,e04,c1,p19,l3,2
i12,e04,c5,p24,l3,3
i38,e08,c1,p24,l2,129
i23,e03,c5,p21,l3,9
i48,e11,c1,unknown,l3,2
i06,e10,c5,p30,l3,426
i14,e04,c3,p11,l3,1
i14,e08,c3,p24,l3,2
i06,e10,c5,p13,l1,88
i06,e10,c5,p09,l1,33
i38,e10,c4,p07,l4,21
i39,e01,c5,p21,l3,33
i63,e10,c1,p01,l3,146
i05,e04,c1,p19,l3,21
i17,e01,c5,p21,l3,29
i23,e04,c5,p17,l3,2
i25,e08,c5,p05,l3,3
i38,e10,c4,p29,l3,72
i38,e10,c4,p01,l3,83
i34,e09,c5,p16,l3,11
i06,e10,c5,p32,l2,42
i07,e12,c5,p11,l3,16
i41,e08,c1,p03,l3,28
i24,e08,c1,p21,l3,6
i05,e08,c1,p19,l3,28
i16,e01,c5,p02,l3,1
i34,e04,c5,p03,l3,10
i04,e09,c3,p10,l3,6
i34,e01,c5,p30,l3,3
i01,e08,c1,p22,l3,2
i14,e13,c5,p35,l3,4
i06,e08,c5,p33,l2,7
i06,e10,c3,p10,l4,8
i42,e05,c5,p25,l3,2
i67,e10,c5,p19,l3,4
i43,e09,c1,p01,l3,15
i38,e04,c1,p06,l1,8
i46,e01,c1,p11,l3,3
i23,e13,c5,p04,l3,12
i21,e12,c1,p10,l3,15
i39,e04,c5,p06,l3,10
i05,e01,c1,p14,l3,3
i67,e10,c5,p22,l3,1
i41,e07,c1,p01,l3,22
i34,e09,c5,p18,l3,3
i18,e12,c1,p35,l3,1
i46,e08,c1,p15,l3,4
i03,e01,c5,p18,l3,1
i30,e01,c1,p08,l3,5
i23,e09,c5,p22,l3,3
i13,e11,c5,p02,l3,4
i33,e03,c1,p10,l3,5
i42,e05,c5,p07,l3,3
i14,e01,c5,p07,l3,3
i23,e09,c5,p13,l3,7
i30,e01,c1,p18,l3,2
i38,e11,c4,p05,l2,2
i38,e07,c1,p29,l2,2
i38,e10,c4,p32,l4,3
i14,e01,c5,p14,l3,1
i23,e09,c5,p09,l3,5
i06,e09,c3,p24,l2,3
i01,e05,c1,p08,l3,1
i22,e02,c5,p07,l3,1
i38,e10,c1,p12,l3,12316
i06,e08,c5,p29,l2,2448
i06,e10,c5,p05,l3,45181
i06,e08,c5,p02,l2,1243
i06,e04,c3,p19,l1,4
i06,e09,c5,p19,l2,307
i05,e07,c1,p01,l3,10
i06,e04,c5,p17,l1,252
i38,e01,c1,p11,l3,103
i06,e11,c5,p09,l2,253
i34,e03,c5,p01,l3,142
i14,e04,c5,p18,l3,3
i39,e01,c5,p05,l3,43
i39,e01,c5,p04,l3,21
i06,e04,c5,p11,l1,284
i16,e04,c5,p16,l3,6
i02,e08,c1,p20,l3,18
i38,e08,c1,p28,l2,79
i16,e04,c5,p04,l3,8
i38,e10,c1,p21,l1,43
i38,e10,c1,p28,l2,33
i02,e08,c1,p21,l3,536
i02,e01,c1,p20,l3,17
i38,e09,c1,p13,l2,277
i66,e01,c3,p10,l3,3
i06,e04,c5,p20,l1,26
i19,e03,c5,p35,l3,12
i63,e10,c1,p01,l2,77
i38,e11,c1,p08,l2,56
i34,e04,c5,p21,l3,92
i38,e04,c1,p11,l1,53
i21,e03,c1,p10,l3,25
i43,e08,c1,p28,l3,3
i06,e10,c5,p35,l1,41
i17,e11,c5,p18,l3,10
i23,e08,c5,p02,l3,21
i05,e01,c1,p29,l3,2
i46,e09,c1,p01,l3,4
i17,e11,c5,p03,l3,69
i01,e08,c1,p12,l3,5
i02,e01,c1,p02,l3,29
i63,e11,c1,p10,l3,20
i43,e04,c1,p13,l3,7
i19,e13,c5,p10,l3,10
i14,e11,c5,p18,l3,1
i05,e01,c1,unknown,l3,2
i38,e10,c1,p24,l1,17
i01,e01,c1,p19,l3,1
i41,e07,c1,p20,l3,2
i30,e09,c1,p09,l3,1
i05,e06,c1,p07,l3,2
i16,e08,c5,p31,l3,1
i46,e09,c1,p15,l3,2
i34,e09,c5,p06,l3,3
i14,e13,c5,p06,l3,4
i64,e02,c3,p35,l3,1
i39,e04,c5,p31,l3,1
i03,e04,c5,p11,l3,6
i34,e01,c5,p28,l3,5
i07,e12,c5,p19,l3,3
i23,e04,c5,p06,l3,1
i17,e08,c5,p13,l3,19
i03,e04,c5,p21,l3,1
i03,e09,c5,p16,l3,5
i43,e04,c1,p19,l3,1
i16,e09,c5,p29,l3,3
i38,e04,c7,p10,l1,2
i06,e10,c3,p11,l1,1
i41,e13,c1,p12,l3,2
i46,e08,c4,p03,l3,2
i03,e10,c5,p06,l3,2
i16,e09,c5,p16,l3,2
i41,e09,c1,p15,l3,1
i14,e11,c5,p16,l3,1
i07,e04,c5,p24,l3,1
i29,e04,c5,p21,l3,1
i12,e01,c5,p02,l3,1
i38,e10,c1,p33,l3,1
i06,e08,c5,p10,l2,7875
i06,e10,c5,p09,l3,14410
i39,e04,c5,p35,l3,494
i06,e10,c5,p25,l3,10808
i06,e08,c5,p04,l2,1327
i38,e10,c1,p35,l3,3271
i38,e10,c1,p08,l3,3319
i23,e03,c5,p15,l3,46
i06,e10,c5,p17,l3,32843
i14,e08,c5,p13,l3,8
i43,e09,c1,p10,l3,22
i38,e10,c4,p01,l2,8
i23,e03,c5,p28,l3,157
i46,e11,c1,p04,l3,11
i38,e10,c1,p06,l4,720
i39,e09,c5,p05,l3,25
i14,e12,c5,p02,l3,2
i38,e08,c4,p10,l2,16
i38,e01,c1,p12,l3,53
i01,e08,c1,p25,l3,51
i18,e09,c1,p35,l3,8
i38,e06,c1,p25,l3,28
i05,e04,c1,p22,l3,8
i02,e08,c1,p08,l3,159
i17,e11,c5,p04,l3,30
i02,e09,c1,p08,l3,46
i14,e13,c5,p17,l3,1
i06,e10,c5,p31,l4,252
i38,e10,c4,p10,l3,892
i38,e10,c7,p32,l3,26
i06,e10,c5,p23,l2,61
i06,e10,c3,p26,l3,182
i63,e08,c1,p01,l3,2
i06,e10,c3,p29,l3,90
i39,e09,c5,p24,l3,3
i43,e08,c1,p35,l3,148
i06,e10,c3,p11,l4,16
i41,e04,c1,p35,l3,14
i23,e13,c5,p24,l3,37
i23,e13,c5,p23,l3,3
i46,e04,c1,p16,l3,4
i13,e11,c5,p12,l3,8
i23,e13,c5,p32,l3,13
i41,e01,c1,p18,l3,6
i05,e09,c1,p28,l3,3
i38,e06,c4,p09,l3,15
i46,e01,c1,p03,l3,5
i03,e08,c5,p21,l3,10
i39,e09,c5,p10,l3,67
i06,e10,c5,p31,l2,11
i14,e12,c5,p08,l3,9
i05,e07,c1,p24,l3,3
i06,e09,c5,p31,l2,23
i16,e08,c5,p32,l3,5
i06,e04,c5,p31,l1,36
i33,e03,c1,p06,l3,2
i14,e13,c5,p20,l3,1
i38,e04,c1,p26,l1,23
i54,e04,c1,p35,l3,3
i27,e04,c5,p18,l3,3
i38,e09,c7,p21,l2,2
i22,e05,c5,p17,l3,1
i05,e08,c1,p15,l3,3
i43,e08,c1,p03,l3,2
i17,e09,c5,p13,l3,7
i34,e08,c5,p02,l3,13
i34,e08,c5,p13,l3,13
i05,e07,c1,p03,l3,7
i43,e09,c1,p15,l3,6
i06,e08,c3,p24,l2,1
i06,e05,c5,p15,l1,3
i38,e11,c7,p32,l2,2
i01,e08,c1,p24,l3,7
i41,e13,c1,p05,l3,4
i43,e03,c1,p10,l3,1
i16,e01,c5,p32,l3,6
i38,e11,c4,p04,l2,3
i42,e02,c5,p21,l3,1
i05,e12,c1,p16,l3,1
i53,e09,c5,p35,l3,2
i38,e10,c4,p32,l2,1
i63,e03,c1,p01,l3,1
i12,e09,c5,p17,l3,1
i23,e01,c5,p13,l3,1
i09,e04,c5,p19,l3,1
i34,e01,c5,p12,l3,6
i46,e01,c1,p05,l3,2
unknown,e09,c3,p35,l3,1
i43,e08,c1,p13,l3,1
i07,e08,c5,p14,l3,1
i06,e05,c5,p14,l1,1
i32,e08,c5,p13,l3,1
i43,e07,c1,p13,l3,1
i47,e09,c1,p35,l3,342
i42,e05,c5,p30,l3,1
i05,e07,c1,p19,l3,23
i38,e08,c1,p04,l2,72
i17,e01,c5,p15,l3,29
i06,e11,c5,p12,l2,620
i01,e08,c1,p14,l3,18
i02,e09,c1,p19,l3,595
i16,e08,c5,p23,l3,7
i38,e09,c1,p11,l2,73
i34,e03,c5,p13,l3,43
i34,e04,c5,p10,l3,92
i05,e01,c1,p10,l3,34
i39,e04,c5,p29,l3,22
i06,e12,c5,p28,l3,26
i06,e10,c5,p33,l4,3
i34,e04,c5,p11,l3,30
i05,e06,c1,p24,l3,3
i14,e12,c5,p03,l3,3
i63,e08,c1,p10,l3,173
i06,e10,c3,p16,l3,134
i38,e10,c4,p18,l3,61
i06,e10,c5,p25,l1,26
i23,e13,c5,p01,l3,23
i06,e10,c5,p06,l1,44
i43,e08,c1,p09,l3,18
i38,e10,c4,p29,l4,14
i41,e04,c1,p05,l3,4
i06,e07,c5,p21,l2,3
i34,e09,c5,p23,l3,8
i38,e10,c1,p23,l2,34
i17,e09,c5,p03,l3,9
i05,e08,c1,p17,l3,16
i05,e01,c1,p28,l3,7
i21,e04,c1,p35,l3,2
i42,e05,c3,p29,l3,2
i13,e08,c5,p17,l3,7
i03,e01,c5,p16,l3,6
i17,e11,c5,p22,l3,10
i14,e01,c5,p29,l3,6
i18,e04,c1,p35,l3,13
i14,e05,c5,p01,l3,6
i39,e01,c5,p07,l3,8
i32,e04,c5,p10,l3,4
i38,e10,c1,p34,l3,4
i02,e11,c1,p32,l3,2
i22,e05,c5,p15,l3,3
i41,e09,c1,p06,l3,1
i23,e09,c5,p23,l3,4
i16,e11,c5,p32,l3,1
i43,e11,c1,p35,l3,2
i25,e10,c5,p19,l4,2
i43,e08,c1,p10,l3,3
i27,e01,c5,p24,l3,1
i27,e01,c5,p18,l3,1
i46,e01,c1,p16,l3,2
i43,e07,c1,p28,l3,3
i43,e04,c1,p14,l3,2
i38,e07,c1,p19,l2,9
i01,e01,c1,p18,l3,7
i42,e05,c5,p11,l3,6
i14,e08,c3,p20,l3,2
i06,e05,c5,p29,l1,1
i27,e09,c5,p06,l3,1
i41,e08,c1,p13,l3,1
i27,e08,c5,p05,l3,2
i14,e13,c5,p24,l3,2
i12,e01,c5,p18,l3,1
i38,e11,c1,p34,l2,1
i24,e08,c1,p35,l3,2
i21,e01,c1,p04,l3,1
i13,e10,c5,p03,l3,1
i01,e09,c1,p16,l3,1
i38,e10,c1,p12,l4,1780
i06,e11,c5,p10,l2,3282
i28,e08,c1,p35,l3,62020
i38,e10,c1,p24,l3,7282
i38,e10,c1,p24,l4,1263
i16,e08,c5,p06,l3,4
i02,e08,c1,p13,l3,711
i06,e10,c5,p28,l3,8866
i06,e04,c5,p14,l1,96
i48,e11,c1,p15,l3,4
i23,e09,c5,p15,l3,8
i38,e08,c4,p13,l2,22
i02,e08,c1,p22,l3,266
i66,e04,c3,p18,l3,9
i17,e01,c5,p03,l3,40
i65,e01,c3,p10,l3,2
i17,e11,c5,p14,l3,46
i18,e08,c1,p35,l3,32
i38,e08,c1,p09,l2,84
i14,e08,c5,p06,l3,24
i02,e08,c1,p04,l3,687
i38,e11,c1,p29,l2,106
i46,e01,c1,p35,l3,112
i03,e04,c5,p07,l3,2
i17,e01,c5,p01,l3,20
i34,e01,c5,p05,l3,10
i39,e01,c5,p25,l3,5
i38,e09,c1,p04,l2,39
i48,e11,c1,p19,l3,4
i02,e09,c1,p20,l3,12
i05,e06,c1,p12,l3,9
i06,e10,c3,p35,l3,393
i38,e10,c1,p32,l1,10
i02,e08,c1,p12,l3,516
i06,e09,c5,p28,l2,38
i02,e04,c1,p15,l3,139
i38,e06,c1,p32,l3,97
i17,e11,c5,p17,l3,23
i17,e01,c5,p05,l3,7
i16,e01,c5,p29,l3,3
i06,e09,c5,p29,l2,50
i38,e10,c4,p21,l4,64
i18,e01,c1,p35,l3,14
i46,e01,c1,p15,l3,13
i05,e07,c1,p10,l3,23
i02,e08,c1,p25,l3,11
i17,e08,c5,p06,l3,21
i05,e09,c1,p23,l3,3
i06,e08,c3,p17,l2,51
i34,e08,c5,p14,l3,9
i34,e08,c5,p15,l3,27
i23,e01,c5,p22,l3,8
i80,e09,c3,p35,l3,3
i33,e10,c1,p11,l3,9
i48,e11,c1,p16,l3,3
i38,e11,c4,p35,l2,1
i23,e09,c5,p19,l3,9
i06,e05,c5,p19,l1,4
i46,e08,c1,p06,l3,1
i05,e04,c1,p23,l3,3
i21,e03,c1,p13,l3,2
i03,e09,c5,p05,l3,1
i13,e03,c5,p17,l3,1
i38,e01,c1,p20,l3,3
i38,e08,c4,p22,l2,1
i41,e07,c1,p23,l3,4
i34,e09,c5,p13,l3,3
i12,e08,c5,p04,l3,2
i38,e10,c1,p34,l4,1
i39,e09,c3,p35,l3,1
i66,e04,c3,p23,l3,1
i47,e04,c4,p35,l3,2
i03,e10,c5,p17,l3,2
i14,e08,c3,p19,l3,5
i76,e09,c5,p35,l3,1
i67,e04,c5,p07,l3,1
i66,e04,c3,p15,l3,1
i14,e13,c5,p30,l3,1
i39,e01,c5,p24,l3,1
i43,e04,c1,p04,l3,1
i06,e08,c5,p12,l2,3027
i06,e01,c5,p17,l3,103
i06,e10,c5,p06,l3,22097
i34,e08,c5,p21,l3,87
i01,e08,c1,p18,l3,8
i06,e10,c5,p31,l3,2761
i17,e04,c5,p02,l3,17
i38,e09,c1,p19,l2,197
i31,e08,c1,p35,l3,729
i38,e10,c1,p23,l3,2813
i16,e08,c5,p17,l3,19
i14,e08,c5,p01,l3,32
i38,e10,c1,p09,l4,486
i06,e11,c5,p31,l2,34
i06,e10,c3,p21,l4,13
i38,e06,c1,p16,l3,282
i02,e04,c1,p11,l3,612
i17,e04,c5,p13,l3,25
i44,e04,c3,p10,l3,1
i17,e09,c5,p21,l3,29
i06,e01,c5,p15,l3,179
i06,e01,c5,p29,l3,73
i41,e08,c1,p19,l3,16
i48,e11,c1,p14,l3,2
i06,e01,c5,p25,l3,29
i43,e04,c1,p23,l3,12
i38,e08,c4,p02,l2,3
i07,e12,c3,p35,l3,3
i19,e13,c5,p35,l3,12
i17,e09,c5,p02,l3,12
i68,e04,c1,p10,l3,2
i06,e09,c5,p15,l2,121
i23,e04,c5,p24,l3,5
i34,e01,c5,p32,l3,13
i38,e11,c1,p20,l2,26
i06,e10,c5,p01,l1,96
i38,e06,c1,p18,l3,281
i41,e01,c1,p31,l3,6
i46,e04,c1,p17,l3,34
i38,e10,c4,p24,l4,16
i23,e13,c5,p13,l3,18
i06,e10,c5,p20,l2,66
i38,e06,c4,p10,l3,45
i38,e10,c4,p25,l4,15
i06,e10,c5,p29,l2,95
i17,e11,c5,p11,l3,75
i05,e08,c1,p02,l3,2
i23,e08,c5,p09,l3,24
i38,e10,c1,p31,l2,15
i23,e12,c5,p07,l3,22
i39,e09,c5,p28,l3,3
i23,e04,c5,p05,l3,6
i23,e09,c5,p10,l3,22
i43,e03,c1,p15,l3,8
i30,e01,c1,p21,l3,16
i16,e08,c5,p03,l3,8
i05,e07,c1,p12,l3,4
i38,e07,c1,p15,l2,2
i05,e03,c1,p19,l3,7
i30,e01,c1,p11,l3,3
i34,e08,c5,p35,l3,30
i14,e01,c5,p21,l3,5
i05,e09,c1,p29,l3,5
i28,e01,c1,p35,l3,1
