timestamp,t_value,prediction
1536044400000,1549466,1557328
1536044700000,1555461,1524466
1536045000000,1550871,1524466
1536045300000,1521794,1524466
1536045600000,1498683,1524466
1536045900000,1522679,1524466
1536046200000,1524466,1524466
1536046500000,1506913,1524466
1536046800000,1495175,1524466
1536047100000,1482461,1524466
1536047400000,1482407,1482407
1536047700000,1494272,1494272
1536048000000,1549409,1494272
1536048300000,1516864,1516864
1536048600000,1488257,1488257
1536048900000,1491206,1538486
1536049200000,1538486,1538486
1536049500000,1480149,1538486
1536049800000,1485775,1457980
1536050100000,1457980,1457980
1536050400000,1446206,1446206
1536050700000,1449750,1446206
1536051000000,1425326,1446206
1536051300000,1390578,1390578
1536051600000,1421264,1380792
1536051900000,1413718,1380792
1536052200000,1380792,1380792
1536052500000,1389521,1380792
1536052800000,1386123,1380792
1536053100000,1402915,1380792
1536053400000,1313803,1380792
1536053700000,1323613,1380792
1536054000000,1347362,1380792
1536054300000,1310614,1310614
1536054600000,1298563,1293833
1536054900000,1293833,1293833
1536055200000,1291773,1291773
1536055500000,1276202,1291773
1536055800000,1275635,1276202
1536056100000,1283992,1275365
1536056400000,1275365,1275365
1536056700000,1236271,1275365
1536057000000,1231662,1231662
1536057300000,1224840,1224840
1536057600000,1271446,1271446
1536057900000,1224433,1271446
1536058200000,1245004,1341702
1536058500000,1235180,1341702
1536058800000,1249017,1341702
1536059100000,1265415,1341702
1536059400000,1226015,1341702
1536059700000,1281345,1341702
1536060000000,1276192,1341702
1536060300000,1283913,1341702
1536060600000,1303253,1341702
1536060900000,1328280,1341702
1536061200000,1331242,1341702
1536061500000,1341702,1341702
1536061800000,1346077,1341702
1536062100000,1400922,1341702
1536062400000,1481638,1341702
1536062700000,1478359,1341702
1536063000000,1540315,1341702
1536063300000,1507715,1341702
1536063600000,1535034,1341702
1536063900000,1539777,1341702
1536064200000,1592487,1592487
1536064500000,1578679,1578679
1536064800000,1569195,1578679
1536065100000,1571086,1571086
1536065400000,1611158,1611158
1536065700000,1597095,1611158
1536066000000,1606810,1606810
1536066300000,1637630,1637630
1536066600000,1665517,1637630
1536066900000,1642169,1642169
1536067200000,1640805,1640805
1536067500000,1642786,1657302
1536067800000,1599350,1657302
1536068100000,1657302,1657302
1536068400000,1700651,1657302
1536068700000,1682529,1657302
1536069000000,1720796,1692631
1536069300000,1692631,1692631
1536069600000,1779222,1692631
1536069900000,1765320,1765320
1536070200000,1772240,1765320
1536070500000,1764357,1764357
1536070800000,1723174,1723174
1536071100000,1717443,1723174
1536071400000,1733527,1641773
1536071700000,1695735,1641773
1536072000000,1641773,1641773
1536072300000,1655832,1641773
1536072600000,1592199,1592199
1536072900000,1523040,1592199
1536073200000,1480399,1592199
1536073500000,1437847,1592199
1536073800000,1378520,1592199
1536074100000,1328281,1592199
1536074400000,1265000,1265000
1536074700000,1233251,1138574
1536075000000,1181415,1181415
1536075300000,1138574,1138574
1536075600000,1075027,1138574
1536075900000,1041202,1138574
1536076200000,1008604,1138574
1536076500000,917205,1203028
1536076800000,1232402,1203028
1536077100000,1203028,1203028
1536077400000,1144391,1032983
1536077700000,1032983,1032983
1536078000000,936705,936705
1536078300000,851848,851848
1536078600000,798215,851848
1536078900000,728274,851848
1536079200000,672138,583960
1536079500000,629846,583960
1536079800000,583960,583960
1536080100000,552898,583960
1536080400000,524616,490493
1536080700000,490493,490493
1536081000000,480729,480729
1536081300000,446712,480729
1536081600000,413933,480729
1536081900000,380352,480729
1536082200000,353855,353855
1536082500000,335060,335060
1536082800000,327840,335060
1536083100000,304310,335060
1536083400000,279801,335060
1536083700000,264485,335060
1536084000000,258736,335060
1536084300000,234757,335060
1536084600000,231848,335060
1536084900000,219058,219058
1536085200000,220269,148578
1536085500000,214213,148578
1536085800000,199373,148578
1536086100000,187640,148578
1536086400000,179672,148578
1536086700000,171980,148578
1536087000000,171455,148578
1536087300000,163563,148578
1536087600000,161559,161559
1536087900000,165655,161559
1536088200000,152196,161559
1536088500000,148578,161559
1536088800000,156951,161559
1536089100000,151324,151324
1536089400000,145998,151324
1536089700000,134952,134952
1536090000000,140920,140920
1536090300000,144870,140920
1536090600000,142438,143725
1536090900000,143725,143725
1536091200000,140525,140525
1536091500000,135100,135100
1536091800000,134767,134767
1536092100000,134707,140948
1536092400000,140948,140948
1536092700000,143325,143325
1536093000000,145736,143325
1536093300000,145077,143325
1536093600000,153182,154355
1536093900000,154355,154355
1536094200000,171805,171805
1536094500000,172904,172904
1536094800000,176985,172904
1536095100000,189565,172904
1536095400000,214019,222723
1536095700000,222723,222723
1536096000000,252421,252421
1536096300000,270100,300809
1536096600000,300809,300809
1536096900000,318750,318750
1536097200000,343652,343652
1536097500000,370535,370535
1536097800000,396350,396350
1536098100000,434697,547740
1536098400000,504721,547740
1536098700000,547740,547740
1536099000000,585618,547740
1536099300000,612226,547740
1536099600000,657830,547740
1536099900000,686444,547740
1536100200000,737830,547740
1536100500000,761842,547740
1536100800000,789971,547740
1536101100000,815772,547740
1536101400000,839110,839110
1536101700000,876289,839110
1536102000000,917417,908063
1536102300000,920215,908063
1536102600000,908063,908063
1536102900000,913433,908063
1536103200000,930935,908063
1536103500000,926847,926847
1536103800000,921347,921347
1536104100000,936358,936358
1536104400000,965034,936358
1536104700000,959401,959401
1536105000000,980666,959401
1536105300000,1029538,1029538
1536105600000,1051665,1051665
1536105900000,1059091,1059091
1536106200000,1097577,1059091
1536106500000,1146405,1146405
1536106800000,1200625,1200625
1536107100000,1205752,1205752
1536107400000,1252677,1252677
1536107700000,1278955,1278955
1536108000000,1282171,1282171
1536108300000,1320019,1320019
1536108600000,1354549,1354549
1536108900000,1381743,1354549
1536109200000,1418937,1418937
1536109500000,1445640,1445640
1536109800000,1473553,1473553
1536110100000,1554288,1554288
1536110400000,1507567,1554288
1536110700000,1517741,1517741
1536111000000,1563232,1563232
1536111300000,1544956,1563232
1536111600000,1555947,1563232
1536111900000,1570953,1599300
1536112200000,1599300,1599300
1536112500000,1885952,1599300
1536112800000,2003302,1785645
1536113100000,1826045,1785645
1536113400000,1785645,1785645
1536113700000,1716105,1785645
1536114000000,1721941,1702506
1536114300000,1708021,1702506
1536114600000,1698657,1702506
1536114900000,1684979,1702506
1536115200000,1653370,1702506
1536115500000,1693410,1702506
1536115800000,1684100,1702506
1536116100000,1677453,1702506
1536116400000,1673777,1702506
1536116700000,1696356,1702506
1536117000000,1671422,1751815
1536117300000,1751815,1751815
1536117600000,1702506,1702506
1536117900000,1641110,1702506
1536118200000,1630961,1630961
1536118500000,1581609,1581609
1536118800000,1606213,1606213
1536119100000,1571213,1571213
1536119400000,1549620,1549620
1536119700000,1544884,1549620
1536120000000,1566610,1566610
1536120300000,1535009,1535009
1536120600000,1536562,1535009
1536120900000,1569580,1569580
1536121200000,1615653,1615653
1536121500000,1637301,1615653
1536121800000,1662797,1662797
1536122100000,1675670,1675670
1536122400000,1662465,1662465
1536122700000,1677956,1677956
1536123000000,1643322,1643322
1536123300000,1654222,1654222
1536123600000,1598612,1598612
1536123900000,1582074,1582074
1536124200000,1563957,1563957
1536124500000,1519026,1519026
1536124800000,1512159,1512159
1536125100000,1480190,1512159
1536125400000,1481261,1473444
1536125700000,1473444,1473444
1536126000000,1465208,1473444
1536126300000,1426784,1426784
1536126600000,1429405,1426784
1536126900000,1473490,1473490
1536127200000,1473681,1473490
1536127500000,1466398,1466398
1536127800000,1452917,1452917
1536128100000,1447952,1452917
1536128400000,1450997,1424964
1536128700000,1424964,1424964
1536129000000,1426286,1426286
1536129300000,1461167,1461167
1536129600000,1450140,1450140
1536129900000,1442368,1450140
1536130200000,1477781,1477781
1536130500000,1468471,1454242
1536130800000,1483635,1454242
1536131100000,1493654,1454242
1536131400000,1502873,1502873
1536131700000,1506118,1502873
1536132000000,1484579,1484579
1536132300000,1478700,1478700
1536132600000,1473833,1478700
1536132900000,1477977,1498594
1536133200000,1509662,1498594
1536133500000,1454242,1498594
1536133800000,1453849,1498594
1536134100000,1474807,1498594
1536134400000,1498594,1498594
1536134700000,1549324,1498594
1536135000000,1539708,1498594
1536135300000,1529360,1498594
1536135600000,1502086,1498594
1536135900000,1484417,1498594
1536136200000,1471810,1498594
1536136500000,1485396,1485396
1536136800000,1468014,1485396
1536137100000,1459813,1459813
1536137400000,1458649,1459813
1536137700000,1459470,1459470
1536138000000,1417050,1375340
1536138300000,1397699,1375340
1536138600000,1387635,1375340
1536138900000,1375340,1375340
1536139200000,1367446,1375340
1536139500000,1351447,1375340
1536139800000,1326552,1375340
1536140100000,1326675,1375340
1536140400000,1301925,1375340
1536140700000,1317430,1375340
1536141000000,1299955,1299955
1536141300000,1273299,1273299
1536141600000,1229257,1229257
1536141900000,1208587,1200946
1536142200000,1200946,1200946
1536142500000,1239159,1200946
1536142800000,1218100,1211900
1536143100000,1239272,1211900
1536143400000,1185144,1211900
1536143700000,1191538,1211900
1536144000000,1181278,1211900
1536144300000,1185542,1211900
1536144600000,1211900,1211900
1536144900000,1241414,1211900
1536145200000,1237243,1237243
1536145500000,1228397,1228397
1536145800000,1266940,1255490
1536146100000,1255490,1255490
1536146400000,1254911,1254911
1536146700000,1279220,1279220
1536147000000,1284531,1279220
1536147300000,1312702,1312702
1536147600000,1325284,1325284
1536147900000,1386183,1325284
1536148200000,1406999,1494631
1536148500000,1411435,1494631
1536148800000,1494631,1494631
1536149100000,1540419,1540419
1536149400000,1565782,1565782
1536149700000,1538728,1565782
1536150000000,1518069,1525884
1536150300000,1525884,1525884
1536150600000,1558023,1558023
1536150900000,1530228,1530228
1536151200000,1571892,1530228
1536151500000,1617106,1617106
1536151800000,1656116,1656116
1536152100000,1659475,1656116
1536152400000,1667002,1659475
1536152700000,1677054,1666862
1536153000000,1666862,1686806
1536153300000,1686806,1686806
1536153600000,1723680,1723680
1536153900000,1720327,1723680
1536154200000,1786843,1786843
1536154500000,1722285,1757417
1536154800000,1757417,1757417
1536155100000,1765882,1765882
1536155400000,1784359,1784359
1536155700000,1738732,1738732
1536156000000,1783436,1783436
1536156300000,1717875,1717875
1536156600000,1688096,1688096
1536156900000,1698516,1688096
1536157200000,1673221,1688096
1536157500000,1651897,1688096
1536157800000,1627257,1688096
1536158100000,1607434,1607434
1536158400000,1543377,1607434
1536158700000,1502203,1178631
1536159000000,1458238,1178631
1536159300000,1407234,1178631
1536159600000,1390158,1178631
1536159900000,1359289,1178631
1536160200000,1307287,1178631
1536160500000,1255371,1178631
1536160800000,1240255,1178631
1536161100000,1178631,1178631
1536161400000,1137989,1178631
1536161700000,1116514,1178631
1536162000000,1050856,1178631
1536162300000,1022043,1022043
1536162600000,997667,997667
1536162900000,931261,931261
1536163200000,1439391,931261
1536163500000,1408968,1408968
1536163800000,1271450,1271450
1536164100000,1136608,1271450
1536164400000,1056632,1056632
1536164700000,964706,891105
1536165000000,891105,891105
1536165300000,812990,812990
1536165600000,768446,768446
1536165900000,702428,702428
1536166200000,656233,656233
1536166500000,589546,589546
1536166800000,547857,547857
1536167100000,515360,515360
1536167400000,491424,491424
1536167700000,483057,491424
1536168000000,447387,447387
1536168300000,417564,417564
1536168600000,398188,398188
1536168900000,374229,374229
1536169200000,328875,374229
1536169500000,313848,313848
1536169800000,294558,294558
1536170100000,274065,274065
1536170400000,268052,268052
1536170700000,264350,268052
1536171000000,244861,268052
1536171300000,227406,227406
1536171600000,218106,218106
1536171900000,213121,218106
1536172200000,205518,194340
1536172500000,194340,194340
1536172800000,194578,194340
1536173100000,186023,186023
1536173400000,179141,186023
1536173700000,170404,170404
1536174000000,168124,170404
1536174300000,160135,170404
1536174600000,157266,158291
1536174900000,158291,158291
1536175200000,146324,146324
1536175500000,148936,148936
1536175800000,149815,148936
1536176100000,145874,145874
1536176400000,150198,145874
1536176700000,154536,145874
1536177000000,148415,145874
1536177300000,149261,149261
1536177600000,151785,151785
1536177900000,151259,147608
1536178200000,147608,147608
1536178500000,142772,147608
1536178800000,158388,147608
1536179100000,148183,147608
1536179400000,154214,147608
1536179700000,150845,147608
1536180000000,155273,147608
1536180300000,159576,147608
1536180600000,167178,147608
1536180900000,171477,184413
1536181200000,184413,184413
1536181500000,198268,184413
1536181800000,207817,171477
1536182100000,218538,218538
1536182400000,234714,218538
1536182700000,260979,437725
1536183000000,281420,437725
1536183300000,308228,437725
1536183600000,336421,437725
1536183900000,375715,437725
1536184200000,407219,437725
1536184500000,437725,437725
1536184800000,511808,437725
1536185100000,549919,437725
1536185400000,604086,437725
1536185700000,637368,437725
1536186000000,666026,437725
1536186300000,708071,437725
1536186600000,748534,437725
1536186900000,781884,781884
1536187200000,836380,781884
1536187500000,848402,848402
1536187800000,879753,897283
1536188100000,897283,897283
1536188400000,936856,936856
1536188700000,957498,936856
1536189000000,978163,978163
1536189300000,1001093,978163
1536189600000,985662,985662
1536189900000,977688,985662
1536190200000,1000484,1000484
1536190500000,999806,1000484
1536190800000,1017858,1017858
1536191100000,1038777,1038777
1536191400000,1031883,1031883
1536191700000,1063009,1031883
1536192000000,1080819,1080819
1536192300000,1126714,1126714
1536192600000,1147895,1147895
1536192900000,1182818,1182818
1536193200000,1226626,1226626
1536193500000,1259938,1226626
1536193800000,1283375,1283375
1536194100000,1352968,1352968
1536194400000,1377959,1377959
1536194700000,1418719,1418719
1536195000000,1475614,1475614
1536195300000,1488121,1475614
1536195600000,1502580,1475614
1536195900000,1539134,1568408
1536196200000,1568408,1568408
1536196500000,1577974,1568408
1536196800000,1599428,1679452
1536197100000,1679452,1679452
1536197400000,1669785,1669785
1536197700000,1705640,1669785
1536198000000,1687466,1687466
1536198300000,1685435,1685435
1536198600000,1699059,1699059
1536198900000,1784181,1784181
1536199200000,2070793,2070793
1536199500000,2146434,2146434
1536199800000,1954422,2146434
1536200100000,1902126,1902126
1536200400000,1866000,1902126
1536200700000,1857281,1759377
1536201000000,1851699,1759377
1536201300000,1832942,1759377
1536201600000,1814512,1759377
1536201900000,1766626,1759377
1536202200000,1759377,1759377
1536202500000,1769461,1740669
1536202800000,1748896,1740669
1536203100000,1740669,1740669
1536203400000,1735878,1740669
1536203700000,1733106,1733106
1536204000000,1673832,1733106
1536204300000,1720021,1720021
1536204600000,1670597,1670597
1536204900000,1667435,1670597
1536205200000,1615458,1615458
1536205500000,1637415,1637415
1536205800000,1599409,1637415
1536206100000,1805009,1805009
1536206400000,1651772,1651772
1536206700000,1610112,1610112
1536207000000,1583104,1583104
1536207300000,1610105,1583104
1536207600000,1641964,1641964
1536207900000,1662289,1662289
1536208200000,1651369,1662289
1536208500000,1676340,1676340
1536208800000,1680083,1680083
1536209100000,1681881,1681881
1536209400000,1658103,1681881
1536209700000,1668634,1681881
1536210000000,1612988,1612988
1536210300000,1583166,1583166
1536210600000,1534405,1527123
1536210900000,1527123,1527123
1536211200000,1479741,1527123
1536211500000,1506004,1506004
1536211800000,1479509,1527123
1536212100000,1442226,1527123
1536212400000,1487344,1527123
1536212700000,1495161,1527123
1536213000000,1464024,1527123
1536213300000,1440429,1440429
1536213600000,1504831,1440429
1536213900000,1464954,1440429
1536214200000,1460915,1440429
1536214500000,1458530,1458530
1536214800000,1473633,1458530
1536215100000,1478596,1458530
1536215400000,1473928,1458530
1536215700000,1505681,1458530
1536216000000,1495551,1495551
1536216300000,1479930,1479930
1536216600000,1458433,1479930
1536216900000,1471461,1479930
1536217200000,1513454,1513454
1536217500000,1517472,1513454
1536217800000,1504274,1504274
1536218100000,1517245,1517245
1536218400000,1513715,1513715
1536218700000,1526845,1526845
1536219000000,1553273,1553273
1536219300000,1555128,1555128
1536219600000,1486470,1555128
1536219900000,1490004,1490004
1536220200000,1480583,1518097
1536220500000,1518097,1518097
1536220800000,1563919,1518097
1536221100000,1520918,1520918
1536221400000,1535562,1535562
1536221700000,1506708,1506708
1536222000000,1497014,1497014
1536222300000,1487277,1497014
1536222600000,1461518,1461518
1536222900000,1492989,1498548
1536223200000,1498548,1498548
1536223500000,1469463,1469463
1536223800000,1434958,1434958
1536224100000,1442479,1442479
1536224400000,1381021,1381021
1536224700000,1381885,1381885
1536225000000,1353715,1353715
1536225300000,1373590,1353715
1536225600000,1395571,1353715
1536225900000,1393949,1333363
1536226200000,1333363,1333363
1536226500000,1298075,1333363
1536226800000,1305650,1333363
1536227100000,1283608,1283608
1536227400000,1297202,1297202
1536227700000,1325313,1273278
1536228000000,1273278,1273278
1536228300000,1221679,1273278
1536228600000,1280293,1273278
1536228900000,1269735,1283520
1536229200000,1283520,1283520
1536229500000,1287687,1287687
1536229800000,1303397,1287687
1536230100000,1278929,1269735
1536230400000,1226631,1226631
1536230700000,1262124,1262124
1536231000000,1278799,1278799
1536231300000,1275345,1294114
1536231600000,1294114,1283366
1536231900000,1283366,1283366
1536232200000,1282825,1282825
1536232500000,1278197,1278197
1536232800000,1293835,1278197
1536233100000,1339207,1278197
1536233400000,1328889,1328889
1536233700000,1359973,1328889
1536234000000,1378345,1378345
1536234300000,1389469,1389469
1536234600000,1411514,1411514
1536234900000,1474061,1411514
1536235200000,1547071,1411514
1536235500000,1467399,1467399
1536235800000,1490149,1490149
1536236100000,1519690,1519690
1536236400000,1556860,1519690
1536236700000,1565257,1572381
1536237000000,1572381,1572381
1536237300000,1582875,1572381
1536237600000,1598263,1598263
1536237900000,1612010,1598263
1536238200000,1631181,1631181
1536238500000,1621734,1631181
1536238800000,1673990,1673990
1536239100000,1672463,1661487
1536239400000,1661487,1661487
1536239700000,1684336,1684336
1536240000000,1697017,1684336
1536240300000,1692947,1701658
1536240600000,1701658,1701658
1536240900000,1684874,1684874
1536241200000,1722295,1722295
1536241500000,1758574,1758574
1536241800000,1730423,1730423
1536242100000,1792200,1730423
1536242400000,1815459,1730423
1536242700000,1780104,1760859
1536243000000,1760859,1760859
1536243300000,1766673,1760859
1536243600000,1725215,1725215
1536243900000,1704435,1704435
1536244200000,1684046,1704435
1536244500000,1651221,1704435
1536244800000,1647394,1704435
1536245100000,1589076,1589076
1536245400000,1555375,1555375
1536245700000,1718055,1718055
1536246000000,1646167,1646167
1536246300000,1556153,1646167
1536246600000,1525339,1525339
1536246900000,1479501,1479501
1536247200000,1426290,1292291
1536247500000,1393090,1292291
1536247800000,1335409,1292291
1536248100000,1292291,1292291
1536248400000,1220163,1292291
1536248700000,1194508,1194508
1536249000000,1236062,1194508
1536249300000,1186569,2160158
1536249600000,2160158,2160158
1536249900000,2079525,2079525
1536250200000,1966834,2079525
1536250500000,1854643,2079525
1536250800000,1733146,1647282
1536251100000,1647282,1647282
1536251400000,1557378,1647282
1536251700000,1426657,1426657
1536252000000,1307360,1426657
1536252300000,1222307,1426657
1536252600000,1140928,1426657
1536252900000,1048209,1426657
1536253200000,981216,981216
1536253500000,908578,981216
1536253800000,852745,981216
1536254100000,804968,804968
1536254400000,738296,738296
1536254700000,672349,672349
1536255000000,644996,644996
1536255300000,615322,644996
1536255600000,555012,428695
1536255900000,487541,428695
1536256200000,455985,428695
1536256500000,428695,428695
1536256800000,403896,428695
1536257100000,369996,428695
1536257400000,354125,354125
1536257700000,338229,354125
1536258000000,315173,354125
1536258300000,304583,286654
1536258600000,286654,286654
1536258900000,274601,286654
1536259200000,264780,264780
1536259500000,255139,264780
1536259800000,245278,264780
1536260100000,242889,264780
1536260400000,231983,222673
1536260700000,222673,222673
1536261000000,214769,214769
1536261300000,215098,215098
1536261600000,204429,204429
1536261900000,199942,199942
1536262200000,200083,199942
1536262500000,198222,198222
1536262800000,187673,187673
1536263100000,188880,188880
1536263400000,192329,192329
1536263700000,189836,192329
1536264000000,197469,197469
1536264300000,195820,197469
1536264600000,186454,189650
1536264900000,189650,189650
1536265200000,185885,189650
1536265500000,196606,196606
1536265800000,201110,201110
1536266100000,203857,203857
1536266400000,205328,203857
1536266700000,216897,226682
1536267000000,219857,226682
1536267300000,226682,226682
1536267600000,241961,241961
1536267900000,249073,241961
1536268200000,265811,265811
1536268500000,286864,265811
1536268800000,301169,301169
1536269100000,326953,326953
1536269400000,360336,326953
1536269700000,386052,386052
1536270000000,423545,423545
1536270300000,463807,463807
1536270600000,515521,515521
1536270900000,562833,515521
1536271200000,626141,684250
1536271500000,684250,684250
1536271800000,735402,684250
1536272100000,781935,781935
1536272400000,833205,833205
1536272700000,879157,833205
1536273000000,937203,1037648
1536273300000,985919,1037648
1536273600000,1037648,1037648
1536273900000,1088767,1037648
1536274200000,1108883,1108883
1536274500000,1135341,1108883
1536274800000,1174011,1174011
1536275100000,1187505,1187505
1536275400000,1201790,1187505
1536275700000,1204376,1187505
1536276000000,1213638,1213638
1536276300000,1229275,1276583
1536276600000,1233852,1276583
1536276900000,1239727,1276583
1536277200000,1276583,1276583
1536277500000,1290574,1276583
1536277800000,1328597,1328597
1536278100000,1361320,1361320
1536278400000,1410074,1410074
1536278700000,1464824,1410074
1536279000000,1482407,1482407
1536279300000,1497187,1497187
1536279600000,1578761,1578761
1536279900000,1637020,1578761
1536280200000,1703863,1716827
1536280500000,1716827,1716827
1536280800000,1738743,1738743
1536281100000,1820796,1809584
1536281400000,1809584,1809584
1536281700000,1894808,1894808
1536282000000,2087951,2087951
1536282300000,2122598,2122598
1536282600000,2177197,2122598
1536282900000,2223336,2122598
1536283200000,2215331,2215331
1536283500000,2187873,2215331
1536283800000,2281306,2281306
1536284100000,2305448,2305448
1536284400000,2349096,2305448
1536284700000,2418775,2305448
1536285000000,2879655,2879655
1536285300000,3642949,3642949
1536285600000,3755290,3642949
1536285900000,2690723,2690723
1536286200000,2490609,2690723
1536286500000,2428666,2690723
1536286800000,2309103,2286533
1536287100000,2286533,2286533
1536287400000,2328304,2328304
1536287700000,2274048,2274048
1536288000000,2271432,2274048
1536288300000,2261286,2261286
1536288600000,2219567,2261286
1536288900000,2189679,2189679
1536289200000,2221377,2189679
1536289500000,2151900,2151900
1536289800000,2137451,2137451
1536290100000,2129195,2129195
1536290400000,2153191,2153191
1536290700000,2169481,2153191
1536291000000,2119171,2095724
1536291300000,2095724,2095724
1536291600000,2054774,2044828
1536291900000,2044828,2044828
1536292200000,1995712,2044828
1536292500000,1982350,1982350
1536292800000,1973737,1926043
1536293100000,1916020,1926043
1536293400000,1920883,1926043
1536293700000,1920125,1926043
1536294000000,1937522,1926043
1536294300000,1990955,1926043
1536294600000,1973883,1926043
1536294900000,1985324,1926043
1536295200000,1998495,1926043
1536295500000,2010041,1926043
1536295800000,1992668,1926043
1536296100000,1979458,1926043
1536296400000,1999981,1926043
1536296700000,1926043,1926043
1536297000000,1902453,1902453
1536297300000,1852772,1902453
1536297600000,1801222,1801222
1536297900000,1802616,1801222
1536298200000,1779636,1801222
1536298500000,1756214,1756214
1536298800000,1779548,1756214
1536299100000,1760886,1760886
1536299400000,1809504,1760886
1536299700000,1777845,1777845
1536300000000,1820398,1777845
1536300300000,1816761,1816761
1536300600000,1819121,1814981
1536300900000,1814981,1814981
1536301200000,1813390,1814981
1536301500000,1755202,1816821
1536301800000,1816821,1816821
1536302100000,1805910,1816821
1536302400000,1814756,1816821
1536302700000,1857972,1816821
1536303000000,1841643,1841157
1536303300000,1841157,1841157
1536303600000,2160201,2160201
1536303900000,2037466,2160201
1536304200000,1920204,1816821
1536304500000,1871918,1816821
1536304800000,1882306,1816821
1536305100000,1855859,1816821
1536305400000,1866223,1866223
1536305700000,1853422,1853422
1536306000000,1858890,1899333
1536306300000,1899333,1899333
1536306600000,1849659,1757044
1536306900000,1838262,1757044
1536307200000,1910849,1757044
1536307500000,1911337,1757044
1536307800000,1865086,1757044
1536308100000,1886491,1757044
1536308400000,1842971,1757044
1536308700000,1887389,1757044
1536309000000,1851871,1757044
1536309300000,1834452,1757044
1536309600000,1850352,1757044
1536309900000,1854005,1757044
1536310200000,1855327,1757044
1536310500000,1824962,1757044
1536310800000,1792270,1757044
1536311100000,1757044,1757044
1536311400000,1736829,1757044
1536311700000,1714726,1757044
1536312000000,1732145,1757044
1536312300000,1706722,1757044
1536312600000,1715162,1757044
1536312900000,1695226,1651423
1536313200000,1651423,1651423
1536313500000,1662756,1651423
1536313800000,1647263,1647263
1536314100000,1629116,1629116
1536314400000,1663960,1663960
1536314700000,1657130,1663960
1536315000000,1628373,1628373
1536315300000,1613321,1628373
1536315600000,1579563,1579563
1536315900000,1589196,1589196
1536316200000,1596554,1596554
1536316500000,1616659,1596554
1536316800000,1560100,1596554
1536317100000,1580684,1579083
1536317400000,1550509,1579083
1536317700000,1579083,1579083
1536318000000,1593413,1579083
1536318300000,1573225,1573225
1536318600000,1610783,1629920
1536318900000,1629920,1629920
1536319200000,1641241,1641241
1536319500000,1667838,2033962
1536319800000,1773867,2033962
1536320100000,1761251,2033962
1536320400000,1754626,2033962
1536320700000,1785559,2033962
1536321000000,1810107,2033962
1536321300000,2109975,2033962
1536321600000,2388042,2033962
1536321900000,2104368,2033962
1536322200000,2067481,2033962
1536322500000,2033962,2033962
1536322800000,2000014,1979891
1536323100000,1960825,1979891
1536323400000,1978708,1979891
1536323700000,1981576,1979891
1536324000000,1962503,1979891
1536324300000,1979891,1979891
1536324600000,2012711,1979891
1536324900000,2027076,1979891
1536325200000,2047096,1979891
1536325500000,2118092,1979891
1536325800000,2108097,1979891
1536326100000,2018301,1979891
1536326400000,2045057,1979891
1536326700000,2029992,1979891
1536327000000,2056618,1979891
1536327300000,2068444,2068444
1536327600000,2098505,2068444
1536327900000,2122023,2068444
1536328200000,2080023,2068444
1536328500000,2129566,2068444
1536328800000,2470746,2068444
1536329100000,2273047,2068444
1536329400000,2204808,2068444
1536329700000,2164379,2068444
1536330000000,2123301,2068444
1536330300000,2046677,2068444
1536330600000,2069097,2068444
1536330900000,2004789,2068444
1536331200000,1960105,2068444
1536331500000,1926106,2068444
1536331800000,1913202,1913202
1536332100000,1873865,1696200
1536332400000,1864530,1696200
1536332700000,1782518,1696200
1536333000000,1730491,1696200
1536333300000,1696200,1696200
1536333600000,1634666,1696200
1536333900000,1577821,1577821
1536334200000,1517413,1517413
1536334500000,1462196,1462196
1536334800000,1407843,1462196
1536335100000,1400875,1400875
1536335400000,1408598,1400875
1536335700000,1316512,1802129
1536336000000,2066011,1802129
1536336300000,1904711,1802129
1536336600000,1802129,1802129
1536336900000,1665529,1665529
1536337200000,1571034,1571034
1536337500000,1441918,1441918
1536337800000,1352550,1352550
1536338100000,1272840,1352550
1536338400000,1176513,1176513
1536338700000,1044714,1044714
1536339000000,894907,894907
1536339300000,838882,838882
1536339600000,823582,823582
1536339900000,795943,823582
1536340200000,773579,527127
1536340500000,755111,527127
1536340800000,720829,527127
1536341100000,705360,527127
1536341400000,656681,656681
1536341700000,618653,527127
1536342000000,594411,527127
1536342300000,590355,527127
1536342600000,527127,527127
1536342900000,431561,527127
1536343200000,389857,527127
1536343500000,380254,355934
1536343800000,355934,355934
1536344100000,347130,347130
1536344400000,299303,299303
1536344700000,286061,299303
1536345000000,281121,260787
1536345300000,260787,260787
1536345600000,253417,253417
1536345900000,241318,380254
1536346200000,227235,380254
1536346500000,225508,380254
1536346800000,226121,226121
1536347100000,216641,226121
1536347400000,217665,226121
1536347700000,208887,226121
1536348000000,201318,226121
1536348300000,201426,226121
1536348600000,199600,226121
1536348900000,196788,226121
1536349200000,189977,226121
1536349500000,193085,226121
1536349800000,181734,181734
1536350100000,187555,187555
1536350400000,185690,187555
1536350700000,182058,182058
1536351000000,187061,182058
1536351300000,184311,184311
1536351600000,188656,182058
1536351900000,194795,194795
1536352200000,192677,192677
1536352500000,193639,192677
1536352800000,200294,200294
1536353100000,207513,207513
1536353400000,211229,211229
1536353700000,227395,227395
1536354000000,233987,247351
1536354300000,247351,247351
1536354600000,256440,247351
1536354900000,280173,247351
1536355200000,301670,247351
1536355500000,311213,915296
1536355800000,354059,915296
1536356100000,380597,915296
1536356400000,420204,915296
1536356700000,451722,915296
