i15,e04,c2,p35,l3,16
i132,e04,c1,p35,l3,1
i02,e08,c1,p17,l3,15
i06,e10,c5,p31,l1,9
i18,e09,c1,p35,l3,10
i38,e04,c4,p21,l1,3
i13,e11,c5,p04,l3,2
i17,e11,c5,p17,l3,10
i17,e11,c5,p13,l3,7
i17,e09,c5,p19,l3,10
i06,e08,c5,p08,l2,23
i06,e12,c5,p35,l3,27
i38,e11,c1,p30,l2,3
i17,e11,c5,p06,l3,1
i01,e08,c1,p16,l3,1
i38,e09,c1,p20,l2,2
i05,e06,c1,p03,l3,1
i14,e12,c5,p25,l3,1
i34,e03,c5,p28,l3,1
i34,e01,c5,p10,l3,2
i02,e04,c1,p07,l3,1
i21,e03,c1,p04,l3,2
i38,e10,c1,p07,l3,6628
i38,e10,c1,p23,l3,2983
i38,e10,c1,p11,l2,59
i38,e06,c1,p07,l3,88
i38,e09,c1,p15,l2,44
i06,e04,c5,p19,l1,331
i38,e10,c4,p12,l3,123
i06,e01,c5,p19,l3,198
i38,e06,c1,p29,l3,67
i06,e11,c5,p14,l2,63
i38,e12,c1,p15,l3,221
i34,e03,c5,p19,l3,84
i06,e10,c5,p18,l2,35
i06,e04,c5,p25,l1,14
i06,e11,c5,p17,l2,158
i17,e09,c5,p01,l3,8
i34,e04,c5,p09,l3,1
i38,e12,c1,p24,l3,300
i41,e07,c1,p11,l3,11
i30,e01,c1,p01,l3,3
i39,e04,c5,p01,l3,58
i06,e01,c5,p11,l3,22
i38,e10,c4,p25,l4,26
i02,e04,c1,p11,l3,15
i38,e10,c4,p30,l4,11
i06,e01,c5,p22,l3,13
i06,e10,c3,p17,l3,4
i05,e08,c1,p29,l3,3
i22,e05,c5,p12,l3,1
i39,e09,c5,p19,l3,2
i06,e11,c5,p28,l2,7
i14,e08,c5,p07,l3,4
i06,e01,c5,p23,l3,8
i38,e09,c4,p32,l2,1
i26,e09,c1,p35,l3,1
i38,e01,c1,p22,l3,1
i38,e10,c4,p01,l2,2
i38,e10,c1,p16,l3,8448
i38,e10,c1,p02,l3,3877
i06,e10,c5,p31,l3,2359
i06,e10,c5,p30,l4,84
i38,e10,c1,p04,l4,500
i06,e04,c5,p24,l1,40
i02,e04,c1,p15,l3,63
i38,e10,c4,p10,l1,3
i06,e04,c5,p32,l1,18
i34,e08,c5,p35,l3,19
i38,e11,c1,p29,l2,98
i38,e04,c1,p19,l1,146
i34,e08,c5,p19,l3,36
i34,e03,c5,p10,l3,66
i06,e04,c5,p15,l1,57
i32,e08,c5,p35,l3,4
i02,e04,c1,p21,l3,29
i06,e10,c3,p29,l3,209
i13,e08,c5,p02,l3,4
i14,e08,c5,p14,l3,2
i06,e12,c5,p29,l3,48
i42,e05,c5,p21,l3,1
i21,e03,c1,p10,l3,4
i38,e06,c4,p28,l3,9
i34,e08,c5,p16,l3,3
i38,e10,c1,p18,l2,18
i38,e10,c4,p20,l4,9
i06,e10,c3,p02,l3,19
i06,e10,c5,p04,l2,6
i46,e08,c1,p11,l3,3
i17,e08,c5,p13,l3,4
i22,e05,c5,p11,l3,1
i02,e04,c1,p12,l3,3
i05,e06,c1,p07,l3,1
i02,e08,c1,p08,l3,2
i01,e11,c1,p35,l3,4
i46,e11,c1,p33,l3,1
i44,e04,c3,p35,l3,1
i34,e01,c5,p05,l3,1
i16,e09,c5,p24,l3,1
i38,e10,c1,p12,l3,8358
i38,e10,c1,p17,l4,1293
i06,e10,c5,p16,l4,1894
i39,e04,c5,p22,l3,1
i06,e08,c5,p07,l2,117
i06,e10,c3,p03,l4,12
i49,e10,c1,p03,l3,20
i06,e10,c5,p07,l2,19
i38,e12,c1,p18,l3,139
i06,e05,c5,p17,l1,5
i38,e10,c1,p05,l1,23
i38,e04,c1,p07,l1,6
i06,e10,c3,p04,l3,15
i38,e12,c1,p11,l3,94
i38,e10,c1,p26,l4,17
i46,e11,c1,p10,l3,4
i02,e01,c1,p12,l3,4
i05,e06,c1,p01,l3,3
i02,e08,c1,p05,l3,2
i38,e09,c1,p32,l2,8
i38,e04,c1,p32,l1,16
i06,e08,c3,p12,l2,1
i05,e04,c1,p12,l3,2
i06,e04,c5,p08,l1,1
i38,e10,c4,p16,l2,4
i34,e01,c5,p19,l3,6
i06,e01,c5,p07,l3,3
i21,e12,c1,p01,l3,1
i46,e01,c1,p23,l3,1
i34,e01,c5,p20,l3,1
i46,e06,c1,p11,l3,1
i06,e10,c5,p03,l3,24814
i06,e10,c5,p23,l3,10592
i06,e10,c5,p06,l4,799
i06,e10,c5,p10,l1,198
i38,e10,c4,p19,l3,1177
i06,e01,c5,p03,l3,25
i07,e12,c5,p06,l3,6
i06,e10,c5,p23,l1,49
i05,e08,c1,p19,l3,4
i14,e04,c5,p15,l3,7
i46,e11,c1,p21,l3,164
i38,e08,c1,p08,l2,5
i06,e01,c5,p28,l3,8
i06,e08,c5,p28,l2,4
i38,e01,c1,p13,l3,35
i06,e09,c5,p31,l2,12
i38,e10,c1,p22,l2,13
i41,e04,c1,p19,l3,1
i12,e04,c5,p10,l3,3
i26,e01,c1,p35,l3,5
i06,e07,c5,p31,l2,2
i30,e01,c1,p19,l3,2
i06,e10,c3,p12,l3,3
i30,e01,c1,p24,l3,1
i38,e07,c1,p08,l2,1
i38,e10,c1,p11,l3,16190
i06,e10,c5,p24,l4,1099
i06,e10,c5,p19,l4,6363
i38,e11,c1,p12,l2,102
i38,e10,c1,p01,l2,71
i06,e09,c5,p11,l2,28
i06,e08,c5,p03,l2,201
i38,e08,c1,p17,l2,107
i38,e06,c1,p06,l3,15
i38,e09,c1,p19,l2,231
i02,e01,c1,p19,l3,137
i06,e04,c5,p16,l1,39
i06,e09,c5,p18,l2,14
i02,e09,c1,p11,l3,22
i17,e11,c5,p29,l3,7
i06,e10,c3,p03,l3,33
i38,e12,c1,p01,l3,5
i06,e11,c5,p09,l2,70
i14,e04,c5,p19,l3,21
i38,e10,c1,unknown,l4,2
i38,e08,c1,p22,l2,15
i39,e01,c5,p10,l3,4
i34,e08,c5,p14,l3,2
i42,e05,c5,p14,l3,6
i07,e04,c5,p35,l3,7
i05,e09,c1,p03,l3,9
i14,e11,c5,p14,l3,2
i34,e03,c5,p06,l3,18
i17,e08,c5,p07,l3,2
i38,e10,c1,p09,l1,6
i05,e01,c1,p08,l3,1
i38,e11,c4,p13,l2,5
i38,e10,c4,p19,l1,1
i06,e07,c5,p11,l2,2
i38,e09,c4,p30,l2,2
i23,e03,c5,p12,l3,2
i14,e11,c5,p35,l3,1
i07,e08,c5,p17,l3,3
i38,e12,c1,p10,l3,5
i05,e09,c1,p21,l3,1
i14,e01,c5,p04,l3,1
i06,e04,c5,p33,l1,1
i38,e10,c1,p03,l3,13218
i06,e10,c5,p04,l4,962
i06,e11,c5,p13,l2,180
i47,e09,c1,p35,l3,77
i38,e08,c1,p29,l2,96
i38,e10,c1,p06,l2,7
i02,e09,c1,p15,l3,61
i38,e10,c1,p19,l2,196
i38,e01,c1,p12,l3,28
i38,e11,c1,p08,l2,18
i06,e08,c5,p29,l2,114
i38,e10,c4,p18,l4,19
i06,e08,c5,p06,l2,94
i38,e04,c1,p23,l1,4
i06,e10,c3,p11,l3,41
i38,e06,c1,p09,l3,15
i38,e01,c1,p18,l3,14
i20,e05,c5,p10,l3,1
i38,e10,c1,unknown,l3,21
i34,e01,c5,p11,l3,1
i38,e10,c1,unknown,l3,32
i06,e05,c5,p19,l1,10
i06,e12,c5,p03,l3,19
i38,e10,c4,p12,l2,1
i49,e10,c1,p01,l3,30
i38,e06,c1,p35,l3,16
i02,e08,c1,p24,l3,1
i38,e11,c1,p26,l2,5
i02,e04,c1,p22,l3,7
i07,e01,c5,p35,l3,4
i47,e04,c4,p35,l3,10
i39,e09,c5,p01,l3,29
i02,e01,c1,p09,l3,4
i39,e04,c5,p29,l3,1
i06,e01,c5,p08,l3,4
i30,e01,c1,p29,l3,1
i38,e12,c1,p28,l3,1
i38,e10,c1,p31,l2,1
i06,e09,c5,p30,l2,1
i23,e09,c5,p12,l3,2
i38,e10,c1,p06,l3,2601
i06,e10,c5,p25,l3,6943
i06,e10,c5,p17,l4,1175
i06,e10,c5,p23,l4,693
i06,e10,c3,p06,l3,106
i34,e03,c5,p14,l3,11
i38,e10,c1,p11,l1,48
i38,e10,c7,p03,l3,76
i17,e01,c5,p13,l3,4
i06,e10,c5,p06,l2,47
i38,e08,c1,p23,l2,19
i38,e09,c1,p01,l2,44
i06,e10,c5,p25,l1,43
i02,e08,c1,p16,l3,7
i06,e10,c3,p35,l3,169
i06,e11,c5,p20,l2,6
i01,e01,c1,p35,l3,8
i06,e10,c5,p32,l1,25
i38,e01,c1,p29,l3,23
i06,e10,c5,p32,l2,29
i06,e10,c5,p31,l2,9
i34,e08,c5,p12,l3,1
i06,e10,c5,p28,l1,7
i38,e11,c1,p25,l2,10
i13,e03,c5,p16,l3,1
i02,e09,c1,p29,l3,6
i38,e06,c1,p20,l3,13
i05,e06,c1,p15,l3,1
i31,e12,c1,p35,l3,2
i17,e11,c5,p16,l3,10
i17,e04,c5,p29,l3,5
i38,e09,c4,p07,l2,1
i12,e09,c5,p12,l3,1
i89,e01,c1,p03,l3,1
i38,e08,c4,p02,l2,4
i38,e01,c4,p01,l3,1
i34,e09,c5,p32,l3,1
i06,e12,c5,p08,l3,1
i46,e09,c4,p35,l3,1
i05,e09,c1,p10,l3,1
i06,e10,c5,p05,l3,35381
i06,e10,c5,p21,l3,35039
i06,e10,c5,p06,l3,15738
i38,e10,c1,p24,l3,6634
i38,e10,c1,p12,l4,1234
i38,e10,c4,p29,l3,253
i06,e11,c5,p25,l2,87
i06,e10,c3,p15,l3,243
i38,e10,c4,p05,l3,154
i06,e08,c5,p35,l2,267
i46,e09,c1,p19,l3,7
i06,e08,c5,p31,l2,182
i06,e11,c5,p23,l2,20
i46,e08,c1,p05,l3,7
i06,e12,c5,p19,l3,152
i06,e10,c5,p07,l1,42
i06,e12,c5,p11,l3,65
i06,e04,c5,p21,l1,47
i46,e08,c1,p19,l3,22
i67,e09,c5,p16,l3,1
i34,e08,c5,p10,l3,26
i06,e10,c5,p16,l2,36
i14,e08,c5,p19,l3,41
i38,e10,c1,p33,l4,2
i02,e08,c1,p29,l3,9
i05,e12,c1,p12,l3,5
i31,e08,c1,p35,l3,6
i34,e04,c5,p19,l3,12
i38,e11,c4,p07,l2,3
i38,e12,c1,p05,l3,2
i34,e08,c5,p30,l3,1
i06,e10,c3,p13,l4,10
i34,e03,c5,p18,l3,2
i06,e12,c5,p25,l3,1
i14,e05,c5,p06,l3,1
i06,e02,c5,p24,l1,1
i05,e06,c1,p17,l3,2
i24,e08,c1,p19,l3,1
i17,e01,c5,p32,l3,1
i17,e04,c5,p01,l3,2
i14,e04,c5,p29,l3,1
i05,e09,c1,p29,l3,2
i14,e11,c5,p15,l3,1
i48,e11,c1,p01,l3,1
i38,e10,c1,p10,l4,7635
i38,e10,c1,p06,l4,452
i38,e10,c1,p03,l4,2180
i38,e10,c1,p22,l3,2324
i06,e09,c5,p16,l2,22
i38,e10,c4,p07,l3,313
i38,e06,c1,p16,l3,153
i38,e10,c7,p18,l3,35
i38,e11,c1,p18,l2,70
i47,e01,c1,p35,l3,86
i06,e11,c5,p19,l2,639
i06,e10,c5,p28,l2,8
i34,e03,c5,p35,l3,37
i38,e04,c1,p29,l1,17
i06,e10,c5,p25,l2,48
i06,e01,c5,p14,l3,39
i38,e10,c4,p23,l2,18
i02,e01,c1,p03,l3,7
i34,e08,c5,p03,l3,23
i06,e08,c5,p16,l2,293
i06,e01,c5,p16,l3,38
i05,e01,c1,p19,l3,19
i06,e12,c5,p32,l3,9
i05,e04,c1,p29,l3,15
i46,e08,c1,p24,l3,2
i09,e09,c5,p19,l3,1
i12,e09,c5,p14,l3,1
i06,e10,c3,p02,l4,3
i12,e09,c5,p19,l3,2
i38,e01,c4,p07,l3,1
i38,e01,c4,p04,l3,3
i38,e11,c4,p20,l2,1
i05,e06,c1,p18,l3,3
i06,e10,c5,p09,l2,3
i46,e11,c1,p16,l3,1
i34,e08,c5,p23,l3,1
i30,e09,c1,p12,l3,4
i38,e11,c4,p30,l2,1
i38,e11,c4,p12,l2,1
i38,e09,c4,p28,l2,1
i46,e05,c1,p35,l3,1
i05,e03,c1,p05,l3,1
i38,e10,c1,p15,l3,10307
i38,e06,c1,p12,l3,173
i06,e10,c5,p22,l3,8577
i38,e10,c1,p19,l4,7354
i38,e01,c1,p16,l3,18
i06,e10,c5,p11,l2,86
i42,e05,c5,p15,l3,3
i38,e11,c1,p09,l2,14
i38,e10,c4,p24,l3,8
i06,e10,c5,p30,l1,3
i46,e11,c1,p03,l3,52
i38,e12,c1,p02,l3,6
i38,e08,c1,p11,l2,42
i02,e09,c1,p17,l3,22
i06,e10,c5,p14,l2,16
i06,e01,c3,p17,l3,4
i05,e12,c1,p19,l3,10
i38,e11,c1,p35,l2,17
i38,e09,c1,p07,l2,6
i46,e08,c1,p18,l3,1
i06,e10,c5,p33,l4,9
i05,e12,c1,p13,l3,3
i06,e05,c3,p14,l1,2
i02,e08,c1,p11,l3,1
i38,e12,c1,p13,l3,2
i06,e11,c5,p08,l2,6
i46,e01,c1,p13,l3,4
i34,e04,c5,p13,l3,2
i06,e05,c5,p04,l1,4
i23,e09,c5,p10,l3,1
i34,e04,c5,p17,l3,2
i49,e04,c1,p33,l3,3
i54,e04,c1,p35,l3,1
i13,e12,c5,p05,l3,1
i38,e10,c4,p03,l2,1
i01,e04,c1,p10,l3,1
i38,e10,c1,p04,l3,3438
i06,e10,c5,p12,l4,1190
i38,e10,c4,p05,l1,6
i38,e10,c4,p25,l3,127
i06,e01,c5,p18,l3,23
i06,e10,c5,p31,l4,151
i06,e10,c5,p13,l2,76
i38,e01,c1,p11,l3,43
i06,e11,c5,p24,l2,46
i39,e09,c5,p10,l3,2
i38,e11,c1,p23,l2,40
i06,e08,c5,p32,l2,73
i05,e03,c1,p19,l3,2
i05,e03,c1,p18,l3,1
i38,e10,c1,p12,l2,23
i38,e10,c1,p23,l1,5
i14,e11,c5,p29,l3,1
i21,e03,c1,p06,l3,3
i34,e03,c5,p24,l3,5
i38,e04,c1,p14,l1,3
i38,e08,c1,p16,l2,9
i38,e04,c1,p08,l1,2
i14,e08,c5,p10,l3,7
i05,e12,c1,p07,l3,3
i05,e01,c1,p35,l3,5
i34,e09,c5,p11,l3,2
i17,e01,c5,p01,l3,1
i21,e01,c1,p16,l3,1
i17,e04,c5,p13,l3,6
i05,e12,c1,p11,l3,2
i17,e04,c5,p21,l3,3
i30,e09,c1,p10,l3,2
i07,e09,c5,p19,l3,1
i38,e11,c4,p23,l2,1
i34,e08,c5,p02,l3,3
i13,e12,c5,p19,l3,2
i38,e07,c1,p10,l2,2
i17,e11,c5,p19,l3,1
i38,e08,c1,p09,l2,2
i06,e09,c5,p33,l2,1
i05,e01,c1,p16,l3,1
i14,e04,c5,p18,l3,1
i14,e08,c5,p24,l3,1
i38,e05,c1,p29,l1,1
i06,e10,c5,p07,l3,15342
i06,e04,c5,p06,l1,36
i38,e10,c1,p32,l4,439
i38,e10,c1,p28,l4,234
i38,e10,c1,p08,l4,238
i06,e08,c5,p12,l2,219
i38,e04,c4,p04,l1,12
i38,e10,c1,unknown,l3,6
i38,e06,c1,p02,l3,72
i38,e10,c4,p11,l3,214
i06,e10,c5,p11,l1,90
i06,e04,c5,p23,l1,23
i38,e10,c1,p29,l2,35
i38,e01,c1,p03,l3,47
i38,e10,c1,p02,l2,12
i32,e11,c5,p35,l3,20
i38,e06,c1,p32,l3,67
i34,e09,c5,p35,l3,31
i06,e10,c5,p02,l2,33
i38,e06,c1,p08,l3,30
i38,e01,c1,p05,l3,16
i39,e01,c5,p35,l3,3
i12,e08,c5,p19,l3,6
i38,e10,c1,p30,l4,29
i31,e11,c1,p35,l3,6
i06,e04,c5,p17,l1,28
i06,e12,c5,p24,l3,17
i02,e09,c1,p12,l3,7
i34,e03,c5,p31,l3,1
i06,e10,c3,p23,l4,20
i02,e04,c1,p16,l3,7
i06,e05,c5,p21,l1,2
i46,e11,c1,p15,l3,15
i38,e11,c4,p18,l2,2
i07,e08,c5,p12,l3,7
i30,e01,c1,p21,l3,3
i17,e11,c5,p23,l3,1
i38,e09,c1,unknown,l2,3
i30,e09,c1,p04,l3,1
i03,e09,c5,p10,l3,3
i05,e03,c1,p12,l3,2
i38,e10,c1,p35,l1,1
i05,e12,c1,p22,l3,1
i38,e10,c4,p11,l2,1
i05,e08,c1,p03,l3,1
i38,e01,c4,p10,l3,1
i05,e07,c1,p35,l3,1
i06,e10,c5,p17,l3,24432
i06,e10,c5,p24,l3,19082
i38,e10,c1,p18,l4,703
i06,e10,c5,p29,l4,1268
i38,e08,c1,p10,l2,243
i38,e10,c4,p28,l3,27
i02,e09,c1,p13,l3,55
i06,e12,c5,p21,l3,76
i06,e11,c5,p15,l2,134
i06,e10,c5,p12,l1,69
i38,e06,c1,p24,l3,127
i38,e10,c4,p02,l4,13
i38,e01,c1,p04,l3,10
i06,e04,c5,p13,l1,54
i38,e10,c4,p18,l3,26
i06,e01,c5,p32,l3,17
i38,e08,c1,p04,l2,28
i34,e03,c5,p05,l3,12
i13,e08,c5,p05,l3,1
i06,e11,c5,p22,l2,32
i06,e08,c5,p26,l2,3
i05,e06,c1,p19,l3,13
i43,e04,c1,p01,l3,11
i38,e01,c1,p09,l3,5
i38,e09,c1,p35,l2,2
i38,e08,c1,p14,l2,11
i38,e01,c1,p32,l3,8
i38,e10,c1,p14,l1,27
i02,e08,c4,p35,l3,11
i48,e11,c1,p11,l3,3
i38,e08,c1,p25,l2,3
i02,e08,c1,p02,l3,1
i30,e01,c1,p03,l3,2
i34,e08,c5,p31,l3,1
i38,e04,c1,p20,l1,1
i34,e01,c5,p21,l3,3
i14,e01,c5,p07,l3,1
i16,e04,c5,p24,l3,1
i38,e05,c4,p03,l1,1
i38,e11,c7,p18,l2,1
i21,e09,c1,p03,l3,1
i14,e12,c5,p11,l3,1
i38,e12,c1,p19,l3,1007
i38,e10,c1,p05,l4,1176
i34,e03,c5,p17,l3,15
i06,e10,c5,p17,l2,42
i06,e11,c5,p05,l2,134
i02,e01,c1,p23,l3,3
i06,e10,c5,p29,l1,77
i38,e11,c4,p19,l2,9
i46,e04,c1,p02,l3,5
i06,e10,c5,p18,l1,42
i06,e04,c5,p22,l1,31
i06,e04,c5,p18,l1,17
i06,e09,c5,p13,l2,36
i46,e08,c1,p29,l3,80
i06,e01,c5,p13,l3,35
i38,e04,c1,p13,l1,16
i38,e04,c1,p01,l1,58
i14,e08,c5,p12,l3,2
i38,e09,c1,p12,l2,16
i38,e01,c1,p30,l3,2
i43,e01,c1,p01,l3,7
i34,e03,c5,p21,l3,44
i38,e09,c1,p04,l2,9
i17,e04,c5,p19,l3,14
i38,e04,c1,p03,l1,5
i05,e12,c1,p23,l3,4
i02,e09,c1,p04,l3,1
i13,e11,c5,p10,l3,7
i38,e10,c1,p32,l1,2
i07,e12,c5,p21,l3,3
i38,e11,c1,unknown,l2,1
i06,e10,c3,p35,l4,3
i14,e12,c5,p19,l3,1
i38,e07,c1,p02,l2,1
i17,e04,c5,p04,l3,1
i38,e10,c4,p03,l1,1
i33,e03,c1,p13,l3,1
i14,e12,c5,p02,l3,1475
i06,e10,c5,p28,l4,264
i06,e10,c5,p28,l3,4186
i38,e06,c1,p13,l3,272
i38,e11,c1,p13,l2,164
i02,e04,c1,p13,l3,87
i06,e04,c5,p35,l1,70
i02,e09,c1,p19,l3,128
i38,e10,c1,p09,l4,455
i46,e11,c4,p35,l3,150
i34,e04,c5,p11,l3,11
i06,e04,c5,p20,l1,9
i17,e08,c5,p10,l3,11
i38,e10,c1,p03,l1,44
i06,e09,c5,p24,l2,11
i23,e04,c5,p19,l3,4
i05,e01,c1,p10,l3,3
i34,e09,c5,p10,l3,3
i38,e01,c1,unknown,l3,6
i03,e10,c5,p14,l3,7
i38,e11,c1,p33,l2,1
i06,e10,c5,p08,l2,4
i38,e10,c1,p20,l2,17
i02,e01,c1,p16,l3,11
i02,e11,c1,p05,l3,1
i14,e09,c5,p32,l3,7
i06,e10,c5,p08,l1,3
i23,e01,c5,p07,l3,2
i46,e05,c4,p35,l3,1
i38,e11,c4,p03,l2,5
i21,e03,c1,p01,l3,2
i38,e09,c1,p09,l2,1
i30,e01,c1,p20,l3,1
i05,e12,c1,p08,l3,1
i21,e09,c1,p07,l3,1
i06,e10,c5,p19,l3,148755
i38,e10,c1,p14,l2,14
i06,e10,c5,p35,l3,15046
i38,e12,c1,p08,l3,102
i38,e06,c1,p03,l3,136
i06,e10,c3,p13,l3,164
i26,e11,c1,p35,l3,20
i38,e11,c1,p31,l2,6
i02,e09,c1,p20,l3,7
i17,e11,c5,p14,l3,2
i34,e04,c5,p35,l3,42
i05,e06,c1,p35,l3,9
i38,e09,c4,p10,l2,1
i05,e01,c1,p12,l3,11
i67,e10,c5,p19,l3,2
i38,e11,c4,p02,l2,2
i38,e10,c1,p23,l2,14
i06,e12,c5,p01,l3,14
i06,e09,c5,p08,l2,3
i21,e01,c1,p03,l3,4
i06,e09,c5,p07,l2,8
i38,e10,c4,p35,l2,5
i13,e09,c5,p05,l3,2
i06,e04,c5,p30,l1,4
i14,e09,c5,p18,l3,2
i06,e09,c5,p20,l2,12
i38,e10,c1,p04,l1,8
i46,e09,c1,p11,l3,1
i21,e03,c1,p12,l3,2
i38,e08,c1,p06,l2,4
i23,e01,c5,p15,l3,2
i14,e09,c5,p23,l3,2
i39,e01,c5,p19,l3,5
i49,e08,c1,p01,l3,2
i13,e11,c5,p16,l3,1
i02,e01,c1,p29,l3,1
i42,e05,c5,p12,l3,1
i34,e03,c5,p09,l3,1
i02,e01,c1,p11,l3,40
i06,e10,c5,p02,l4,489
i38,e10,c1,p19,l1,140
i38,e11,c1,p16,l2,109
i38,e10,c1,p01,l1,31
i46,e01,c1,p35,l3,84
i06,e10,c5,p02,l1,11
i06,e09,c5,p15,l2,59
i02,e09,c1,p10,l3,16
i06,e10,c5,p05,l2,71
i06,e11,c5,p12,l2,92
i07,e12,c5,p35,l3,66
i30,e01,c1,p12,l3,3
i42,e05,c5,p10,l3,4
i02,e04,c1,p10,l3,7
i39,e01,c5,p01,l3,16
i14,e08,c3,p11,l3,24
i05,e09,c1,p12,l3,9
i38,e01,c4,p19,l3,6
i02,e01,c1,p07,l3,2
i34,e01,c5,p02,l3,4
i02,e08,c1,p21,l3,6
i34,e03,c5,p23,l3,3
i30,e09,c1,p03,l3,1
i43,e04,c1,p10,l3,2
i38,e10,c1,p22,l1,7
i23,e01,c5,p09,l3,1
i38,e11,c7,p03,l2,2
i07,e12,c5,p01,l3,1
i38,e09,c4,p29,l2,1
i14,e05,c5,p07,l3,1
i38,e10,c4,p03,l3,237
i06,e10,c5,p35,l4,875
i38,e10,c1,p25,l3,723
i06,e10,c5,p18,l4,1047
i46,e11,c1,p18,l3,92
i02,e04,c1,p29,l3,7
i12,e09,c5,p03,l3,2
i38,e04,c1,p17,l1,35
i06,e10,c3,p10,l3,316
i05,e08,c1,p11,l3,19
i06,e09,c5,p01,l2,15
i38,e01,c1,p08,l3,13
i06,e09,c5,p03,l2,18
i01,e01,c1,p13,l3,1
i38,e08,c1,p12,l2,22
i23,e08,c5,p29,l3,1
i06,e01,c5,p26,l3,4
i38,e10,c1,unknown,l4,11
i21,e03,c1,p19,l3,18
i30,e04,c1,p19,l3,10
i49,e05,c1,p03,l3,1
i05,e08,c1,p13,l3,1
i02,e01,c1,p04,l3,2
i38,e06,c4,p19,l3,15
i38,e10,c4,p25,l1,1
i30,e09,c1,p02,l3,1
i38,e11,c4,p32,l2,1
i38,e08,c4,p19,l2,5
i17,e04,c5,p28,l3,1
i05,e09,c1,p04,l3,3
i38,e07,c4,p19,l2,1
i05,e01,c1,p18,l3,2
