i15,e01,c2,p35,l3,1639
i06,e07,c5,p18,l2,1
i17,e01,c5,p20,l3,1
i34,e04,c5,p09,l3,1
i14,e04,c5,p08,l3,2
i12,e08,c5,p14,l3,1
i38,e05,c1,p21,l1,1
i38,e10,c1,p19,l4,4558
i06,e10,c5,p18,l3,24287
i06,e10,c3,p17,l4,12
i06,e08,c5,p06,l2,2030
i06,e10,c5,p32,l4,428
i02,e08,c1,p19,l3,1771
i39,e01,c5,p10,l3,44
i06,e10,c3,p03,l4,38
i38,e08,c1,p19,l2,1091
i38,e04,c1,p07,l1,23
i02,e08,c1,p15,l3,494
i06,e04,c5,p05,l1,354
i34,e08,c5,p05,l3,23
i15,e09,c6,p35,l3,22
i38,e10,c1,p15,l2,68
i02,e09,c1,p23,l3,25
i34,e03,c5,p35,l3,195
i06,e08,c5,p20,l2,186
i06,e10,c5,p23,l2,25
i14,e09,c5,p24,l3,4
i17,e09,c5,p23,l3,2
i38,e09,c1,p09,l2,13
i17,e01,c5,p19,l3,32
i38,e10,c1,p11,l1,36
i17,e08,c5,p20,l3,15
i38,e05,c1,p19,l1,1
i12,e04,c5,p01,l3,9
i31,e11,c1,p13,l3,5
i16,e01,c5,p05,l3,2
i38,e07,c1,p28,l2,1
i42,e05,c5,p19,l3,6
i23,e03,c5,p13,l3,4
i30,e09,c1,p07,l3,7
i38,e11,c1,unknown,l2,1
i12,e01,c5,p10,l3,3
i43,e09,c1,p18,l3,6
i38,e12,c1,p11,l3,15
i41,e08,c1,p29,l3,2
i38,e06,c1,p14,l3,15
i16,e04,c5,p24,l3,15
i38,e07,c1,p09,l2,2
i34,e01,c5,p18,l3,7
i12,e04,c5,p08,l3,5
i38,e01,c4,p08,l3,1
i67,e10,c5,p19,l3,2
i27,e04,c5,p22,l3,10
i06,e12,c5,p30,l3,2
i16,e04,c5,p06,l3,5
i23,e04,c5,p22,l3,3
i23,e03,c5,p17,l3,4
i05,e01,c1,p03,l3,1
i14,e08,c5,p12,l3,3
i19,e08,c5,p10,l3,3
i05,e08,c1,p11,l3,1
i05,e04,c1,p22,l3,2
i34,e01,c3,p07,l3,1
i01,e09,c1,p03,l3,1
i46,e04,c4,p07,l3,1
i42,e05,c5,p13,l3,3
i38,e10,c1,p21,l3,13531
i38,e10,c1,p24,l4,934
i06,e10,c5,p31,l3,3701
i38,e10,c1,p20,l4,164
i38,e10,c1,p22,l4,315
i34,e03,c5,p14,l3,51
i38,e10,c1,p18,l2,50
i38,e10,c1,p34,l4,4
i39,e04,c5,p35,l3,354
i02,e01,c1,p12,l3,82
i06,e11,c5,p16,l2,808
i13,e11,c5,p04,l3,22
i46,e09,c1,p24,l3,6
i06,e10,c5,p14,l1,41
i38,e09,c1,p24,l2,23
i38,e10,c4,p14,l3,74
i34,e01,c5,p29,l3,6
i34,e03,c5,p26,l3,11
i42,e05,c3,p02,l3,17
i02,e08,c1,p05,l3,227
i46,e04,c4,p10,l3,2
i41,e09,c1,p12,l3,6
i38,e10,c4,p16,l4,25
i38,e11,c4,p01,l2,20
i73,e01,c3,p35,l3,2
i06,e09,c5,p21,l2,77
i43,e09,c1,p03,l3,1
i05,e12,c1,p11,l3,13
i17,e09,c5,p08,l3,2
i06,e10,c5,p33,l2,6
i06,e09,c5,p22,l2,27
i34,e09,c5,p21,l3,22
i43,e01,c1,p12,l3,3
i16,e08,c5,p02,l3,7
i46,e08,c4,p19,l3,3
i02,e11,c1,p11,l3,4
i27,e08,c5,p02,l3,46
i05,e12,c1,p28,l3,1
i14,e12,c5,p20,l3,6
i06,e05,c5,p35,l1,6
i38,e09,c1,unknown,l2,1
i46,e09,c1,p01,l3,1
i07,e12,c5,p04,l3,3
i14,e12,c5,p15,l3,2
i46,e06,c1,p19,l3,1
i23,e03,c5,p02,l3,3
i03,e04,c5,p06,l3,6
i12,e04,c5,p35,l3,2
i23,e04,c5,p09,l3,1
i13,e01,c5,p10,l3,2
i43,e09,c1,p01,l3,4
i16,e09,c5,p07,l3,5
i30,e01,c1,p09,l3,1
i34,e04,c5,p08,l3,4
i14,e04,c5,p14,l3,2
i46,e11,c1,p22,l3,1
i43,e04,c1,p22,l3,2
i23,e03,c5,p35,l3,2
i38,e11,c4,p20,l2,1
i06,e04,c3,p05,l1,1
i06,e10,c5,p21,l3,42889
i06,e10,c3,p15,l3,858
i38,e10,c1,p23,l3,2401
i38,e10,c1,p20,l3,1187
i06,e08,c5,p10,l2,7031
i06,e08,c5,p21,l2,2794
i06,e04,c5,p07,l1,180
i06,e10,c5,p17,l1,41
i46,e04,c1,p35,l3,1325
i06,e10,c5,p35,l2,105
i06,e08,c5,p28,l2,867
i02,e04,c1,p09,l3,33
i38,e08,c1,p18,l2,118
i05,e01,c1,p23,l3,4
i02,e04,c1,p23,l3,7
i38,e08,c1,p11,l2,247
i38,e10,c1,p09,l2,31
i06,e01,c5,p03,l3,106
i02,e01,c1,p35,l3,70
i38,e10,c1,p12,l1,18
i46,e04,c1,p19,l3,32
i02,e01,c1,p21,l3,111
i02,e04,c1,p02,l3,53
i39,e04,c5,p07,l3,10
i06,e07,c5,p24,l2,3
i34,e04,c5,p16,l3,32
i39,e09,c5,p10,l3,21
i34,e09,c5,p11,l3,7
i66,e04,c3,p25,l3,1
i39,e01,c5,p03,l3,13
i17,e11,c5,p07,l3,32
i38,e10,c4,p31,l3,11
i38,e11,c4,p03,l2,9
i06,e10,c5,p13,l1,49
i01,e11,c1,p35,l3,28
i38,e11,c4,p16,l2,3
i38,e10,c1,unknown,l4,3
i12,e01,c5,p05,l3,1
i23,e04,c5,p12,l3,5
i02,e01,c1,p25,l3,9
i07,e12,c5,p14,l3,3
i25,e08,c5,p10,l3,12
i38,e12,c1,p15,l3,9
i34,e08,c5,p23,l3,4
i39,e01,c5,p25,l3,4
i05,e12,c1,p08,l3,4
i43,e04,c1,p07,l3,3
i38,e11,c1,unknown,l2,1
i38,e10,c1,p31,l2,1
i41,e09,c1,p01,l3,1
i16,e01,c5,p11,l3,6
i34,e08,c5,p22,l3,3
i06,e07,c5,p21,l2,3
i38,e10,c1,p14,l1,3
i27,e09,c5,p10,l3,2
i38,e11,c4,p13,l2,1
i01,e11,c1,p10,l3,2
i14,e09,c5,p16,l3,3
i06,e12,c3,p08,l3,2
i17,e09,c5,p18,l3,2
i01,e09,c1,p04,l3,1
i38,e05,c1,p11,l1,1
i14,e01,c5,p24,l3,2
i06,e02,c5,p29,l1,1
i13,e03,c5,p17,l3,1
i17,e04,c3,p19,l3,1
i06,e10,c5,p04,l2,37
i38,e10,c1,p18,l4,860
i38,e11,c1,p21,l2,259
i06,e04,c5,p29,l1,294
i41,e11,c1,p18,l3,18
i06,e04,c5,p19,l1,556
i17,e11,c5,p04,l3,114
i38,e11,c1,p15,l2,254
i06,e10,c3,p19,l3,239
i21,e09,c1,p19,l3,8
i38,e01,c1,p30,l3,15
i46,e09,c1,p13,l3,54
i06,e08,c5,p32,l2,459
i06,e11,c5,p25,l2,143
i38,e12,c1,p01,l3,4
i34,e03,c5,p18,l3,38
i38,e10,c4,p05,l3,99
i14,e09,c5,p04,l3,8
i46,e11,c1,p24,l3,4
i17,e04,c5,p01,l3,131
i39,e01,c5,p15,l3,22
i17,e11,c5,p14,l3,37
i41,e09,c1,p16,l3,3
i17,e11,c5,p28,l3,45
i06,e10,c5,p18,l2,49
i06,e10,c5,p03,l2,56
i18,e04,c1,p35,l3,27
i46,e01,c1,p19,l3,21
i37,e10,c5,p33,l3,20
i06,e08,c3,p19,l2,60
i17,e08,c5,p11,l3,44
i38,e04,c1,p06,l1,12
i38,e01,c1,p29,l3,35
i34,e08,c5,p17,l3,11
i29,e01,c5,p35,l3,12
i06,e08,c3,p15,l2,108
i06,e10,c5,p33,l4,13
i23,e04,c5,p10,l3,15
i06,e01,c5,p18,l3,39
i02,e01,c1,p23,l3,12
i59,e04,c5,p12,l3,8
i61,e01,c1,p35,l3,8
i61,e11,c4,p35,l3,2
i13,e08,c5,p21,l3,1
i34,e09,c5,p35,l3,12
i22,e05,c5,p15,l3,8
i34,e03,c5,p20,l3,3
i34,e09,c5,p01,l3,14
i03,e10,c5,p18,l3,7
i17,e04,c5,p24,l3,36
i34,e04,c5,p06,l3,19
i05,e07,c1,p21,l3,6
i27,e01,c5,p24,l3,1
i06,e10,c3,p16,l4,7
i38,e11,c4,p07,l2,4
i13,e11,c5,p23,l3,9
i06,e10,c3,p14,l3,8
i31,e11,c1,p05,l3,1
i41,e09,c1,p11,l3,2
i22,e05,c5,p13,l3,1
i38,e08,c1,p30,l2,1
i23,e01,c5,p05,l3,1
i21,e09,c1,p01,l3,1
i38,e10,c4,p03,l1,2
i02,e01,c1,p31,l3,1
i07,e04,c5,p21,l3,3
i23,e04,c3,p22,l3,4
i07,e12,c5,p23,l3,3
i17,e09,c5,p28,l3,1
i03,e01,c5,p18,l3,1
i14,e11,c5,p17,l3,2
i05,e07,c1,p24,l3,1
i05,e04,c1,p06,l3,1
i06,e02,c5,p04,l1,1
i14,e11,c5,p12,l3,1
i05,e04,c1,p24,l3,1
i01,e08,c1,p06,l3,1
i65,e08,c3,p10,l3,1
i34,e03,c3,p21,l3,1
i13,e01,c5,p23,l3,1
i14,e09,c5,p23,l3,1
i21,e03,c1,p01,l3,1
i25,e08,c5,p04,l3,1
i06,e10,c5,p28,l3,9943
i38,e10,c1,p13,l4,1446
i06,e10,c5,p11,l4,2623
i38,e10,c4,p08,l3,205
i06,e10,c3,p21,l3,329
i06,e10,c3,p10,l2,3
i02,e09,c1,p11,l3,146
i01,e04,c1,p10,l3,2
i06,e08,c5,p04,l2,1954
i38,e09,c4,p15,l2,3
i38,e10,c4,p12,l4,61
i34,e03,c5,p06,l3,37
i02,e08,c1,p13,l3,597
i06,e08,c5,p07,l2,1687
i02,e08,c1,p02,l3,228
i34,e03,c5,p04,l3,74
i02,e01,c1,p02,l3,70
i46,e01,c1,p12,l3,8
i41,e01,c1,p10,l3,23
i01,e08,c1,p35,l3,345
i17,e11,c5,p19,l3,92
i06,e10,c5,p03,l1,45
i41,e04,c1,p11,l3,12
i06,e09,c5,p10,l2,228
i17,e11,c5,p12,l3,33
i06,e11,c5,p08,l2,188
i06,e01,c5,p28,l3,78
i23,e03,c5,p11,l3,6
i38,e08,c1,p09,l2,101
i43,e01,c1,p04,l3,3
i14,e08,c5,p06,l3,72
i02,e04,c1,p05,l3,64
i06,e10,c3,p21,l4,16
i38,e01,c1,p04,l3,27
i39,e09,c5,p15,l3,24
i23,e03,c5,p07,l3,22
i02,e01,c1,p09,l3,11
i34,e09,c5,p15,l3,19
i06,e10,c5,p13,l2,30
i05,e08,c1,p10,l3,24
i06,e05,c5,p19,l1,9
i23,e03,c5,p18,l3,1
i38,e01,c1,p26,l3,4
i34,e01,c5,p21,l3,17
i43,e09,c1,p21,l3,7
i42,e05,c5,p05,l3,3
i05,e09,c1,p14,l3,1
i17,e11,c5,p13,l3,54
i17,e04,c5,p13,l3,33
i13,e11,c5,p16,l3,7
i14,e01,c5,p04,l3,4
i16,e08,c5,p29,l3,18
i46,e01,c1,unknown,l3,4
i13,e03,c5,p15,l3,1
i06,e05,c5,p01,l1,1
i17,e11,c5,p02,l3,2
i34,e01,c5,p11,l3,8
i39,e01,c5,p11,l3,13
i43,e03,c1,p04,l3,1
i26,e09,c1,p35,l3,1
i16,e05,c5,p10,l3,2
i12,e08,c5,p31,l3,1
i38,e11,c1,p34,l2,1
i02,e11,c1,p24,l3,1
i06,e11,c3,p14,l2,1
i22,e05,c5,p01,l3,5
i16,e01,c5,p01,l3,3
i14,e12,c5,p02,l3,1
i34,e01,c5,p12,l3,3
i41,e09,c1,p03,l3,1
i01,e08,c1,p11,l3,1
i01,e09,c1,p12,l3,1
i06,e08,c5,p16,l2,4863
i02,e01,c1,p05,l3,55
i38,e10,c1,p19,l3,34082
i38,e06,c1,p10,l3,56
i06,e12,c3,p17,l3,11
i02,e04,c1,p10,l3,492
i14,e08,c3,p21,l3,47
i38,e01,c1,p12,l3,47
i06,e10,c5,p14,l4,1158
i06,e10,c5,p23,l1,33
i02,e09,c1,p15,l3,92
i02,e09,c1,p17,l3,82
i13,e11,c5,p19,l3,14
i06,e10,c3,p13,l3,48
i16,e04,c5,p01,l3,12
i38,e10,c4,p02,l3,68
i34,e01,c5,p16,l3,33
i34,e09,c5,p16,l3,18
i06,e10,c5,p16,l2,62
i22,e05,c5,p35,l3,37
i02,e08,c1,p16,l3,191
i39,e04,c5,p28,l3,19
i02,e09,c1,p05,l3,48
i06,e01,c5,p21,l3,128
i06,e09,c5,p23,l2,14
i38,e09,c1,p11,l2,43
i38,e11,c1,p08,l2,81
i12,e04,c5,p09,l3,2
i06,e05,c5,p09,l1,5
i02,e08,c1,p06,l3,4
i16,e08,c5,p22,l3,6
i38,e01,c1,p02,l3,20
i27,e04,c3,p22,l3,1
i23,e01,c5,p04,l3,1
i38,e01,c1,p32,l3,2
i41,e08,c1,p17,l3,2
i06,e10,c5,p09,l2,14
i01,e04,c1,p23,l3,2
i41,e09,c1,p04,l3,1
i27,e11,c5,p07,l3,5
i14,e08,c5,p20,l3,3
i06,e07,c5,p35,l2,6
i06,e02,c5,p28,l1,1
i46,e01,c4,p11,l3,1
i30,e09,c1,p14,l3,1
i27,e01,c5,p11,l3,2
i23,e01,c5,p22,l3,1
i41,e01,c1,p03,l3,4
i14,e09,c5,p11,l3,1
i06,e01,c5,p20,l3,4
i41,e07,c1,p04,l3,2
i21,e09,c1,p21,l3,1
i17,e11,c5,p26,l3,1
i46,e11,c1,p09,l3,3
i05,e03,c1,p02,l3,1
i13,e03,c5,p04,l3,1
i14,e08,c3,p18,l3,1
i13,e08,c5,p13,l3,1
i38,e06,c1,p18,l3,7
i42,e05,c5,p35,l3,3
i27,e09,c5,p21,l3,2
i03,e10,c5,p05,l3,2
i23,e01,c5,p28,l3,1
i41,e07,c1,p20,l3,2
i07,e08,c5,p17,l3,2
i34,e08,c3,p15,l3,1
i26,e11,c4,p35,l3,1
i09,e04,c5,p02,l3,3
i38,e11,c4,p04,l2,1
i16,e08,c5,p35,l3,2
i41,e07,c1,p05,l3,1
i06,e01,c5,p12,l3,66
i06,e09,c5,p03,l2,111
i38,e04,c1,p31,l1,3
i02,e04,c1,p21,l3,130
i38,e11,c1,p03,l2,405
i30,e04,c1,p04,l3,6
i38,e11,c1,p13,l2,215
i38,e10,c1,p32,l4,195
i38,e10,c4,p12,l3,522
i38,e10,c1,p01,l1,35
i06,e01,c5,p32,l3,20
i05,e01,c1,p10,l3,33
i38,e10,c1,p28,l1,3
i06,e10,c5,p07,l2,78
i34,e03,c5,p02,l3,30
i14,e08,c5,p11,l3,172
i06,e09,c5,p18,l2,51
i02,e01,c1,p18,l3,32
i14,e09,c5,p09,l3,1
i42,e05,c5,p10,l3,4
i38,e09,c1,p13,l2,30
i38,e12,c4,p05,l3,142
i17,e04,c5,p06,l3,20
i16,e08,c5,p21,l3,32
i03,e04,c5,p01,l3,2
i06,e04,c5,p20,l1,13
i41,e11,c1,p10,l3,48
i06,e10,c5,p18,l1,47
i06,e10,c5,p05,l2,88
i38,e10,c1,p29,l1,11
i17,e09,c5,p06,l3,3
i46,e11,c1,p15,l3,95
i34,e08,c5,p19,l3,52
i34,e08,c5,p15,l3,29
i21,e01,c1,p08,l3,1
i06,e09,c5,p06,l2,33
i39,e09,c5,p01,l3,6
i38,e04,c4,p14,l1,4
i32,e12,c5,p35,l3,2
i06,e05,c5,p13,l1,2
i01,e09,c1,p10,l3,6
i34,e08,c5,p29,l3,12
i21,e09,c1,p10,l3,4
i23,e08,c5,p13,l3,3
i38,e10,c1,p32,l2,4
i46,e04,c1,p15,l3,1
i06,e10,c3,p23,l4,5
i14,e11,c5,p04,l3,2
i23,e08,c5,p11,l3,9
i27,e10,c5,p14,l3,2
i41,e01,c1,p25,l3,4
i46,e08,c1,p22,l3,1
i27,e10,c5,p21,l3,2
i14,e11,c5,p07,l3,2
i38,e10,c1,unknown,l2,1
i38,e10,c1,unknown,l4,1
i14,e01,c5,p11,l3,2
i30,e01,c1,p01,l3,1
i38,e04,c4,p07,l1,1
i14,e05,c5,p15,l3,1
i06,e02,c5,p18,l1,1
i16,e09,c5,p11,l3,1
i02,e06,c1,p03,l3,1
i21,e03,c1,p11,l3,1
i46,e09,c1,p11,l3,1
i06,e10,c5,p10,l3,114195
i02,e01,c1,p10,l3,275
i06,e08,c5,p01,l2,2496
i17,e01,c5,p15,l3,8
i34,e04,c5,p03,l3,15
i02,e08,c1,p17,l3,837
i38,e10,c1,p01,l3,17208
i01,e08,c1,p13,l3,10
i34,e03,c5,p12,l3,62
i06,e12,c5,p01,l3,607
i38,e10,c1,p19,l1,86
i17,e04,c5,p29,l3,45
i06,e10,c5,p20,l3,3915
i06,e10,c3,p35,l3,315
i34,e01,c5,p15,l3,24
i38,e09,c1,p10,l2,158
i38,e01,c1,p28,l3,4
i06,e11,c5,p24,l2,379
i38,e01,c1,p03,l3,93
i38,e11,c1,p12,l2,184
i02,e09,c1,p02,l3,52
i02,e04,c1,p16,l3,67
i38,e10,c1,p03,l2,172
i06,e10,c5,p17,l2,36
i02,e04,c1,p24,l3,23
i02,e09,c1,p35,l3,48
i39,e04,c5,p03,l3,20
i46,e11,c4,p07,l3,125
i05,e04,c1,p08,l3,6
i06,e10,c5,p25,l1,11
i03,e09,c5,p15,l3,1
i38,e11,c1,p22,l2,52
i14,e12,c5,p10,l3,27
i46,e01,c4,p03,l3,4
i06,e09,c5,p08,l2,17
i17,e08,c5,p25,l3,11
i12,e04,c5,p03,l3,6
i38,e10,c4,p28,l4,4
i39,e09,c5,p17,l3,11
i38,e10,c4,p09,l4,7
i41,e09,c1,p21,l3,3
i30,e01,c1,p04,l3,12
i17,e01,c5,p13,l3,5
i46,e04,c1,p03,l3,55
i05,e09,c1,p19,l3,9
i09,e09,c5,p16,l3,1
i27,e08,c5,p22,l3,19
i30,e09,c1,p19,l3,11
i61,e09,c1,p35,l3,5
i16,e09,c5,p18,l3,1
i23,e09,c3,p22,l3,5
i09,e04,c5,p14,l3,1
i41,e11,c1,p06,l3,5
i16,e04,c5,p21,l3,5
i17,e09,c5,p16,l3,2
i41,e01,c1,p12,l3,2
i38,e09,c4,p17,l2,1
i34,e01,c5,p06,l3,2
i41,e07,c1,p02,l3,2
i05,e03,c1,p06,l3,1
i27,e01,c5,p03,l3,2
i41,e09,c1,p02,l3,4
i50,e09,c1,p16,l3,1
i13,e03,c5,p16,l3,1
i43,e08,c1,p32,l3,1
i05,e04,c1,p03,l3,1
i06,e02,c5,p19,l1,2
i23,e01,c5,p19,l3,1
i09,e01,c5,p35,l3,1
i16,e09,c5,p01,l3,1
i43,e09,c1,p04,l3,1
i06,e08,c5,p02,l2,889
i06,e04,c5,p03,l1,131
i06,e11,c5,p07,l2,465
i06,e10,c5,p11,l3,44538
i06,e10,c5,p35,l3,32461
i06,e04,c5,p22,l1,88
i38,e06,c1,p21,l3,35
i06,e12,c5,p08,l3,224
i14,e08,c5,p03,l3,174
i38,e10,c4,p21,l3,302
i41,e01,c1,p01,l3,10
i06,e10,c5,p10,l2,180
i16,e09,c5,p21,l3,3
i18,e09,c1,p35,l3,14
i13,e11,c5,p10,l3,20
i17,e04,c5,p10,l3,218
i38,e09,c1,p29,l2,33
i16,e11,c5,p29,l3,1
i06,e10,c5,p21,l2,109
i38,e10,c1,p30,l3,71
i38,e10,c1,p17,l1,38
i34,e09,c5,p29,l3,9
i34,e03,c5,p24,l3,47
i05,e01,c1,p24,l3,1
i39,e01,c5,p17,l3,32
i17,e04,c5,p14,l3,9
i17,e04,c5,p26,l3,13
i66,e04,c3,p16,l3,2
i23,e08,c5,p10,l3,44
i38,e10,c4,p18,l4,15
i13,e11,c5,p01,l3,6
i34,e03,c5,p17,l3,43
i16,e04,c5,p03,l3,13
i38,e12,c4,p16,l3,1
i23,e08,c5,p07,l3,10
i66,e01,c3,p23,l3,1
i43,e09,c1,p10,l3,13
i46,e01,c1,p22,l3,3
i17,e09,c5,p13,l3,7
i16,e01,c5,p04,l3,2
i38,e07,c1,p05,l2,8
i06,e08,c3,p03,l2,7
i38,e10,c4,p03,l2,9
i34,e04,c5,p17,l3,3
i14,e09,c5,p19,l3,20
i14,e04,c5,p17,l3,2
i06,e10,c5,p26,l2,9
i46,e04,c4,p19,l3,18
i42,e05,c5,p15,l3,6
i12,e04,c5,p04,l3,4
i14,e11,c5,p08,l3,3
i34,e09,c5,p25,l3,2
i64,e01,c3,p35,l3,6
i39,e09,c5,p21,l3,14
i31,e09,c1,p12,l3,1
i02,e01,c1,p32,l3,2
i18,e07,c1,p35,l3,2
i34,e01,c5,p02,l3,2
i46,e01,c1,p11,l3,5
i09,e09,c5,p20,l3,1
i22,e05,c5,p05,l3,2
i41,e07,c1,p22,l3,2
i05,e09,c1,p11,l3,2
i05,e08,c1,p07,l3,2
i39,e09,c5,p07,l3,2
i21,e04,c1,p04,l3,2
i03,e10,c5,p12,l3,2
i66,e04,c3,p05,l3,1
i41,e01,c1,p15,l3,5
i14,e09,c5,p22,l3,1
i17,e05,c5,p03,l3,1
i06,e01,c3,p19,l3,1
i06,e05,c5,p12,l1,1
i79,e01,c1,p10,l3,1
i47,e01,c1,p35,l3,282
i46,e01,c1,p35,l3,1193
i38,e08,c1,p23,l2,29
i06,e08,c5,p17,l2,2597
i06,e10,c5,p16,l4,3452
i38,e10,c1,p21,l2,136
i39,e01,c5,p35,l3,119
i17,e11,c5,p16,l3,45
i17,e04,c5,p19,l3,118
i06,e09,c5,p15,l2,76
i06,e11,c5,p23,l2,267
i06,e10,c5,p01,l4,2866
i06,e04,c5,p15,l1,194
i39,e04,c5,p06,l3,14
i80,e09,c3,p35,l3,8
i34,e03,c5,p19,l3,207
i06,e01,c5,p14,l3,26
i38,e01,c1,p19,l3,163
i06,e10,c5,p15,l1,106
i23,e04,c5,p35,l3,2
i06,e09,c5,p35,l2,64
i02,e08,c1,p14,l3,227
i02,e04,c1,p29,l3,29
i38,e01,c1,p18,l3,8
i41,e04,c1,p35,l3,16
i02,e04,c1,p20,l3,6
i66,e01,c3,p35,l3,7
i06,e09,c5,p13,l2,44
i64,e09,c3,p35,l3,7
i14,e04,c5,p21,l3,13
i38,e04,c1,p05,l1,94
i38,e06,c1,p12,l3,5
i06,e05,c5,p25,l1,2
i06,e10,c3,p05,l3,89
i42,e05,c3,p07,l3,68
i46,e08,c1,p02,l3,13
i30,e01,c1,p07,l3,7
i46,e04,c1,p10,l3,34
i21,e04,c1,p19,l3,5
i46,e09,c1,p16,l3,7
i38,e10,c4,p16,l3,138
i34,e09,c5,p07,l3,2
i01,e09,c1,p13,l3,7
i38,e10,c4,p17,l4,23
i06,e10,c3,p02,l4,4
i14,e04,c5,p01,l3,12
i38,e04,c1,p18,l1,5
i38,e12,c4,p19,l3,1
i16,e08,c5,p04,l3,12
i38,e01,c1,p35,l3,2
i14,e05,c5,p10,l3,2
i41,e09,c1,p17,l3,3
i43,e01,c1,p15,l3,1
i07,e08,c5,p22,l3,5
i35,e09,c2,p35,l3,1
i06,e05,c5,p02,l1,2
i34,e01,c5,p25,l3,1
i16,e11,c5,p10,l3,2
i43,e01,c1,p08,l3,2
i67,e09,c5,p14,l3,1
i38,e11,c4,p11,l2,3
i12,e01,c5,p13,l3,5
i36,e09,c5,p35,l3,1
i06,e08,c3,p35,l2,1
i27,e04,c5,p06,l3,1
i07,e12,c5,p13,l3,3
i42,e05,c5,p12,l3,1
i43,e01,c1,p32,l3,2
i75,e01,c1,p35,l3,2
i38,e10,c4,p11,l2,1
i06,e05,c5,p31,l1,1
i06,e10,c5,p32,l3,6874
i06,e10,c5,p25,l3,8473
i38,e10,c1,p04,l4,673
i02,e08,c1,p04,l3,268
i38,e10,c1,p07,l3,16093
i39,e04,c5,p16,l3,46
i38,e08,c1,p05,l2,147
i46,e08,c4,p35,l3,119
i38,e10,c1,p28,l3,2469
i38,e10,c1,p28,l4,360
i06,e11,c5,p09,l2,203
i17,e08,c5,p19,l3,96
i38,e12,c1,p10,l3,850
i02,e08,c1,p28,l3,123
i05,e01,c1,p08,l3,2
i38,e04,c1,p03,l1,33
i38,e01,c1,p06,l3,26
i46,e04,c1,p13,l3,54
i06,e10,c5,p31,l2,7
i34,e09,c5,p04,l3,9
i05,e03,c1,p03,l3,4
i07,e08,c5,p14,l3,1
i13,e11,c5,p12,l3,4
i38,e04,c1,p12,l1,38
i06,e11,c3,p17,l2,2
i12,e09,c5,p03,l3,6
i38,e10,c1,unknown,l3,14
i43,e09,c1,p14,l3,5
i43,e09,c1,p12,l3,3
i02,e09,c1,p28,l3,7
i23,e01,c5,p15,l3,7
i30,e04,c1,p22,l3,7
i34,e09,c5,p12,l3,5
i38,e10,c4,p17,l1,7
i14,e01,c5,p32,l3,1
i05,e04,c1,p35,l3,23
i03,e04,c5,p15,l3,3
i06,e05,c5,p16,l1,3
i23,e04,c5,p28,l3,1
i38,e10,c1,unknown,l3,6
i41,e09,c1,p24,l3,4
i03,e01,c5,p05,l3,5
i16,e01,c5,p19,l3,9
i30,e01,c1,p20,l3,1
i43,e03,c1,p03,l3,5
i01,e04,c1,p13,l3,2
i21,e01,c1,p19,l3,10
i38,e12,c1,p05,l3,4
i06,e01,c5,p31,l3,6
i05,e09,c1,p01,l3,3
i38,e09,c1,p31,l2,1
i06,e08,c3,p17,l2,4
i41,e09,c1,p05,l3,2
i05,e09,c1,p02,l3,2
i02,e01,c1,p20,l3,8
i16,e11,c5,p12,l3,1
i14,e08,c5,p04,l3,40
i06,e12,c5,p02,l3,70
i06,e11,c5,p15,l2,708
i06,e11,c5,p35,l2,1513
i38,e10,c1,p08,l3,3485
i06,e10,c5,p29,l4,1375
i34,e08,c5,p06,l3,37
i16,e05,c5,p03,l3,1
i34,e03,c5,p21,l3,120
i06,e01,c5,p08,l3,28
i21,e03,c1,p10,l3,8
i06,e10,c3,p35,l4,22
i34,e03,c5,p23,l3,21
i05,e03,c1,p35,l3,15
i06,e11,c5,p02,l2,401
i74,e08,c5,p08,l3,15
i06,e09,c5,p19,l2,245
i32,e04,c5,p35,l3,5
i38,e01,c1,p11,l3,45
i46,e01,c1,p01,l3,2
i41,e08,c1,p04,l3,5
i34,e04,c5,p19,l3,52
i06,e11,c3,p10,l2,4
i02,e08,c1,p20,l3,13
i06,e09,c5,p29,l2,60
i02,e04,c1,p08,l3,36
i01,e08,c1,p21,l3,28
i43,e01,c1,p35,l3,9
i16,e04,c5,p11,l3,11
i12,e08,c5,p10,l3,7
i41,e01,c1,p19,l3,5
i16,e09,c5,p02,l3,5
i12,e04,c5,p26,l3,1
i66,e04,c3,p14,l3,1
i38,e04,c1,p20,l1,3
i38,e04,c1,p16,l1,15
i05,e12,c1,p03,l3,20
i43,e01,c1,p18,l3,4
i34,e03,c3,p05,l3,6
i34,e04,c5,p13,l3,7
i14,e01,c5,p23,l3,1
i02,e01,c1,p28,l3,10
i27,e04,c5,p02,l3,3
i38,e08,c4,p14,l2,1
i09,e09,c5,p35,l3,2
i16,e04,c5,p19,l3,10
i17,e11,c5,p20,l3,2
i12,e09,c5,p01,l3,4
i38,e09,c1,p06,l2,8
i41,e01,c1,p17,l3,8
i12,e01,c5,p18,l3,1
i03,e08,c5,p14,l3,5
i34,e01,c5,p13,l3,2
i05,e09,c1,p29,l3,3
i07,e12,c5,p11,l3,3
i21,e04,c1,p17,l3,1
i79,e03,c1,p10,l3,2
i21,e04,c1,p10,l3,2
i22,e05,c5,p04,l3,1
i46,e01,c4,p07,l3,1
i43,e01,c1,p13,l3,1
i43,e08,c1,p02,l3,1
i27,e09,c5,p24,l3,1
i38,e10,c4,p07,l2,2
i03,e04,c5,p03,l3,1
