i15,e09,c6,p35,l3,26
i05,e06,c1,p26,l3,1
i06,e05,c5,p16,l1,1
i49,e08,c1,p33,l3,1
i34,e03,c5,p05,l3,68
i06,e10,c5,p15,l4,3268
i06,e10,c5,p14,l4,1383
i06,e10,c5,p12,l4,2015
i06,e04,c5,p31,l1,4
i02,e04,c1,p10,l3,410
i47,e04,c1,p35,l3,373
i06,e10,c5,p26,l3,2336
i38,e10,c4,p12,l3,352
i38,e10,c1,p31,l4,98
i06,e10,c5,p08,l2,60
i38,e11,c1,p11,l2,262
i14,e12,c5,p01,l3,312
i06,e09,c5,p29,l2,56
i38,e06,c1,p29,l3,123
i38,e08,c1,p20,l2,47
i02,e01,c1,p04,l3,149
i38,e10,c1,p28,l2,9
i38,e10,c1,p17,l1,98
i38,e08,c4,p15,l2,12
i38,e11,c1,p02,l2,97
i02,e08,c1,p04,l3,736
i41,e08,c1,p19,l3,33
i06,e10,c3,p23,l3,21
i38,e09,c1,p15,l2,76
i34,e09,c5,p17,l3,2
i17,e09,c5,p14,l3,10
i38,e10,c4,p25,l3,20
i39,e04,c5,p04,l3,28
i38,e10,c4,p01,l1,4
i07,e08,c5,p07,l3,23
i06,e10,c5,p30,l1,8
i34,e04,c5,p23,l3,5
i38,e10,c4,p21,l1,7
i06,e01,c5,p03,l3,70
i61,e01,c1,p35,l3,12
i12,e01,c5,p10,l3,7
i63,e11,c1,p10,l3,10
i06,e10,c5,p03,l2,31
i03,e04,c5,p13,l3,1
i06,e08,c3,p24,l2,6
i06,e08,c3,p14,l2,7
i38,e10,c7,p13,l3,9
i23,e13,c5,p16,l3,2
i42,e05,c5,p16,l3,1
i24,e08,c1,p06,l3,9
i01,e01,c1,p28,l3,2
i38,e10,c1,p08,l1,7
i34,e09,c5,p10,l3,14
i34,e08,c5,p17,l3,3
i17,e09,c5,p15,l3,4
i39,e01,c5,p02,l3,4
i16,e09,c5,p21,l3,8
i33,e04,c1,p19,l3,1
i34,e04,c5,p03,l3,2
i16,e08,c5,p35,l3,1
i01,e08,c1,p22,l3,10
i14,e13,c5,p25,l3,1
i43,e09,c1,p19,l3,5
i05,e12,c1,p14,l3,2
i33,e03,c1,p22,l3,2
i17,e09,c5,p08,l3,9
i09,e04,c5,p17,l3,3
i74,e01,c5,p15,l3,9
i43,e03,c1,p13,l3,3
i16,e01,c5,p11,l3,6
i23,e01,c5,p01,l3,2
i06,e07,c5,p24,l2,3
i43,e03,c1,p35,l3,5
i42,e05,c5,p14,l3,1
i07,e04,c5,p01,l3,1
i14,e12,c5,p19,l3,2
i66,e04,c3,p21,l3,1
i30,e01,c1,p08,l3,1
i06,e02,c5,p08,l1,1
i14,e12,c5,p12,l3,1
i30,e04,c1,p16,l3,3
i38,e08,c4,p24,l2,2
i23,e09,c5,p18,l3,2
i14,e01,c5,p21,l3,1
i43,e09,c1,p12,l3,1
i38,e01,c1,p28,l3,1
i50,e04,c1,p35,l3,12
i38,e08,c1,p24,l2,180
i06,e08,c5,p07,l2,1787
i06,e10,c5,p11,l3,36926
i06,e10,c5,p21,l4,2826
i36,e08,c5,p35,l3,52
i06,e04,c5,p16,l1,130
i06,e08,c5,p32,l2,474
i66,e04,c3,p35,l3,8
i38,e08,c1,p19,l2,691
i46,e08,c1,p03,l3,23
i06,e12,c5,p03,l3,278
i07,e12,c5,p10,l3,32
i17,e04,c5,p35,l3,28
i38,e04,c1,p19,l1,144
i38,e11,c1,p25,l2,44
i06,e04,c5,p08,l1,48
i06,e10,c5,p09,l4,970
i43,e09,c1,p10,l3,20
i06,e10,c5,p17,l1,101
i38,e06,c1,p04,l3,126
i34,e03,c5,p23,l3,16
i41,e08,c1,p03,l3,32
i38,e04,c1,p04,l1,39
i38,e01,c1,p03,l3,53
i41,e07,c1,p11,l3,17
i06,e01,c5,p29,l3,89
i17,e04,c5,p09,l3,23
i38,e10,c4,p07,l4,62
i38,e10,c4,p13,l3,44
i16,e08,c5,p24,l3,12
i38,e10,c7,p19,l3,23
i39,e04,c5,p28,l3,17
i03,e01,c5,p29,l3,2
i34,e04,c5,p04,l3,14
i17,e11,c5,p24,l3,7
i06,e10,c3,p13,l3,72
i01,e01,c1,p19,l3,6
i06,e10,c3,p07,l3,29
i06,e09,c5,p28,l2,37
i03,e08,c5,p14,l3,26
i14,e08,c5,p07,l3,17
i12,e08,c5,p29,l3,2
i14,e01,c5,p18,l3,4
i17,e04,c5,p08,l3,26
i01,e11,c1,p35,l3,14
i07,e09,c5,p19,l3,1
i41,e04,c1,p21,l3,8
i14,e04,c5,p17,l3,3
i30,e01,c1,p03,l3,2
i38,e10,c1,p30,l1,6
i21,e01,c1,p10,l3,3
i38,e08,c4,p16,l2,3
i14,e09,c5,p22,l3,1
i30,e09,c1,p21,l3,7
i03,e08,c5,p22,l3,1
i23,e04,c5,p19,l3,3
i38,e04,c4,p12,l1,1
i12,e09,c5,p15,l3,3
i38,e09,c1,p28,l2,7
i38,e12,c1,p21,l3,3
i06,e01,c3,p35,l3,1
i34,e01,c5,p01,l3,3
i33,e09,c1,p16,l3,1
i38,e01,c1,p25,l3,3
i21,e12,c1,p10,l3,1
i38,e11,c4,p31,l2,1
i41,e09,c1,p29,l3,2
i01,e08,c1,p29,l3,7
i39,e09,c5,p14,l3,2
i07,e12,c5,p05,l3,3
i43,e09,c1,p14,l3,1
i42,e05,c3,p10,l3,2
i27,e09,c5,p05,l3,1
i27,e04,c5,p03,l3,1
i39,e09,c5,p17,l3,6
i74,e08,c5,p16,l3,1
i01,e01,c1,p05,l3,1
i22,e05,c5,p17,l3,1
i01,e05,c1,p10,l3,1
i09,e01,c5,p35,l3,1
i39,e01,c5,p22,l3,2
i05,e01,c1,p24,l3,1
i07,e04,c5,p12,l3,1
i38,e07,c1,p17,l2,2
i38,e11,c1,unknown,l2,1
i27,e01,c5,p01,l3,2
i41,e09,c1,p32,l3,1
i12,e08,c5,p28,l3,1
i46,e08,c4,p04,l3,1
i81,e04,c5,p35,l3,1
i38,e10,c1,p17,l4,1676
i38,e10,c1,p10,l4,10821
i38,e10,c1,p03,l4,2794
i38,e01,c1,p15,l3,32
i38,e10,c1,p05,l3,11208
i06,e10,c5,p17,l4,1876
i12,e01,c5,p19,l3,9
i38,e10,c1,p18,l4,843
i38,e11,c1,p19,l2,604
i38,e12,c1,p05,l3,2
i02,e08,c1,p06,l3,145
i38,e07,c1,p19,l2,6
i06,e12,c5,p08,l3,85
i05,e12,c1,p19,l3,47
i06,e01,c5,p35,l3,53
i02,e08,c1,p22,l3,97
i39,e04,c5,p17,l3,35
i06,e01,c5,p09,l3,35
i34,e08,c5,p02,l3,7
i12,e08,c5,p13,l3,30
i34,e04,c5,p16,l3,17
i06,e10,c5,p08,l1,38
i06,e10,c5,p30,l3,720
i38,e10,c1,p30,l3,228
i38,e06,c1,p07,l3,266
i38,e11,c1,p08,l2,30
i38,e10,c4,p32,l3,2
i02,e01,c1,p23,l3,23
i06,e01,c5,p05,l3,135
i38,e08,c1,p06,l2,26
i34,e08,c5,p11,l3,20
i05,e09,c1,p15,l3,5
i46,e11,c1,p26,l3,27
i02,e09,c1,p07,l3,59
i38,e10,c1,p21,l2,38
i05,e07,c1,p10,l3,23
i06,e01,c5,p24,l3,93
i41,e08,c1,p35,l3,46
i46,e04,c1,p10,l3,5
i38,e11,c4,p10,l2,12
i34,e03,c5,p03,l3,39
i38,e10,c1,p23,l1,9
i39,e09,c5,p01,l3,10
i12,e04,c5,p01,l3,6
i46,e11,c1,unknown,l3,2
i06,e10,c5,p02,l2,8
i34,e01,c5,p10,l3,17
i76,e01,c5,p35,l3,5
i38,e10,c4,p28,l4,8
i30,e04,c1,p24,l3,2
i14,e08,c5,p13,l3,4
i14,e13,c5,p30,l3,1
i16,e08,c5,p11,l3,7
i38,e04,c4,p11,l1,1
i01,e11,c1,p01,l3,6
i01,e04,c1,p03,l3,1
i30,e04,c1,p15,l3,1
i67,e01,c5,p05,l3,1
i01,e01,c1,p03,l3,2
i38,e01,c4,p19,l3,3
i14,e04,c5,p35,l3,1
i30,e09,c1,p23,l3,1
i38,e05,c1,p07,l1,1
i14,e13,c5,p16,l3,1
i76,e04,c5,p21,l3,1
i12,e01,c5,p16,l3,1
i03,e04,c5,p22,l3,1
i17,e08,c5,p26,l3,1
i01,e08,c1,p35,l3,557
i38,e10,c1,p31,l3,385
i38,e08,c1,p29,l2,269
i38,e04,c1,p31,l1,7
i06,e10,c5,p28,l3,5322
i02,e08,c1,p01,l3,661
i89,e01,c1,p10,l3,9
i14,e04,c5,p19,l3,7
i38,e08,c1,p03,l2,169
i38,e06,c1,p24,l3,171
i02,e09,c1,p21,l3,147
i02,e09,c1,p16,l3,97
i38,e10,c4,p17,l4,32
i38,e10,c4,p23,l3,51
i02,e01,c1,p05,l3,64
i01,e04,c1,p13,l3,7
i38,e04,c1,p11,l1,63
i06,e01,c5,p12,l3,76
i07,e04,c5,p35,l3,27
i21,e09,c1,p06,l3,2
i50,e01,c1,p19,l3,4
i38,e07,c1,p10,l2,29
i06,e10,c5,p16,l1,107
i06,e10,c3,p10,l4,35
i02,e04,c1,p15,l3,110
i39,e01,c5,p10,l3,65
i17,e11,c5,p31,l3,10
i72,e08,c1,p35,l3,34
i46,e08,c4,p02,l3,11
i80,e01,c3,p35,l3,4
i46,e01,c1,p07,l3,8
i23,e08,c5,p07,l3,1
i63,e03,c1,p10,l3,8
i38,e04,c1,p22,l1,6
i07,e09,c5,p12,l3,2
i19,e10,c5,p35,l4,36
i39,e01,c5,p11,l3,6
i38,e08,c4,p32,l2,4
i34,e09,c5,p13,l3,5
i05,e08,c1,p07,l3,5
i34,e03,c5,p32,l3,14
i05,e08,c1,p18,l3,3
i05,e01,c1,p32,l3,1
i06,e09,c5,p02,l2,10
i42,e05,c5,p20,l3,2
i38,e09,c4,p06,l2,2
i05,e01,c1,p09,l3,1
i05,e06,c1,p09,l3,2
i03,e10,c5,p17,l3,4
i41,e12,c1,p24,l3,3
i38,e07,c1,p13,l2,1
i19,e09,c5,p10,l3,1
i05,e09,c1,p11,l3,4
i41,e01,c1,p13,l3,2
i34,e08,c5,p18,l3,5
i17,e01,c5,p20,l3,2
i34,e09,c5,p28,l3,1
i38,e10,c4,p07,l2,3
i01,e04,c1,p12,l3,2
i06,e05,c5,p14,l1,1
i13,e03,c5,p32,l3,1
i04,e04,c3,p24,l3,1
i12,e09,c5,p09,l3,1
i136,e05,c1,p10,l3,1
i132,e09,c1,p35,l3,1
i46,e11,c4,p11,l3,1
i15,e09,c2,p35,l3,2052
i06,e12,c5,p14,l3,230
i38,e10,c1,p10,l2,1626
i17,e04,c5,p22,l3,19
i06,e11,c5,p19,l2,781
i06,e04,c5,p01,l1,124
i14,e08,c5,p05,l3,11
i38,e08,c4,p01,l2,143
i38,e04,c1,p24,l1,62
i02,e09,c1,p10,l3,266
i14,e08,c5,p01,l3,43
i13,e11,c5,p16,l3,8
i17,e08,c5,p35,l3,15
i17,e04,c5,p26,l3,3
i01,e08,c1,p28,l3,3
i06,e09,c5,p24,l2,100
i06,e10,c5,p14,l1,80
i38,e10,c1,p22,l4,560
i38,e10,c1,unknown,l3,14
i74,e09,c5,p24,l3,4
i38,e04,c1,p02,l1,30
i46,e09,c1,p35,l3,134
i38,e06,c1,p28,l3,68
i38,e10,c4,p04,l4,22
i17,e08,c5,p09,l3,23
i17,e04,c5,p32,l3,7
i63,e10,c1,p03,l3,160
i24,e08,c1,p05,l3,21
i30,e09,c1,p19,l3,34
i06,e10,c5,p28,l2,7
i68,e04,c1,p35,l3,13
i23,e04,c5,p35,l3,4
i07,e08,c5,p05,l3,53
i41,e04,c1,p18,l3,5
i27,e09,c5,p21,l3,1
i38,e10,c4,p03,l1,2
i14,e11,c5,p05,l3,2
i17,e09,c5,p29,l3,5
i02,e09,c1,p32,l3,15
i38,e08,c1,p28,l2,12
i19,e13,c5,p10,l3,1
i38,e06,c4,p12,l3,15
i38,e01,c1,p06,l3,21
i38,e07,c1,p05,l2,3
i02,e11,c1,p05,l3,5
i43,e01,c1,p06,l3,3
i06,e07,c5,p28,l2,2
i06,e05,c5,p07,l1,2
i39,e01,c5,p17,l3,12
i72,e08,c1,p10,l3,3
i36,e04,c5,p35,l3,8
i17,e11,c5,p29,l3,7
i63,e03,c1,p03,l3,1
i12,e08,c5,p14,l3,2
i14,e05,c5,p12,l3,1
i30,e01,c1,p22,l3,1
i41,e01,c1,p22,l3,2
i42,e05,c5,p29,l3,2
i21,e12,c1,p12,l3,1
i39,e09,c5,p09,l3,3
i46,e08,c1,unknown,l3,1
i08,e09,c1,p10,l3,2
i30,e04,c1,p03,l3,1
i06,e11,c3,p16,l2,1
i17,e08,c5,p08,l3,23
i06,e08,c5,p11,l2,2866
i06,e11,c5,p16,l2,396
i06,e12,c5,p06,l3,117
i06,e10,c5,p13,l3,24493
i06,e10,c5,p01,l3,32567
i06,e12,c5,p24,l3,157
i23,e03,c5,p10,l3,6
i06,e04,c5,p22,l1,106
i06,e11,c5,p24,l2,341
i17,e04,c5,p05,l3,65
i06,e08,c5,p33,l2,260
i38,e10,c1,p07,l4,1390
i16,e08,c5,p13,l3,9
i06,e10,c5,p10,l4,8364
i02,e08,c1,p05,l3,549
i17,e04,c5,p24,l3,27
i39,e09,c5,p02,l3,5
i06,e10,c5,p20,l3,4324
i38,e10,c4,p10,l4,151
i34,e03,c5,p29,l3,17
i19,e10,c5,p10,l2,45
i06,e10,c3,p24,l4,12
i02,e09,c1,p35,l3,71
i38,e06,c1,p13,l3,1385
i38,e11,c1,p20,l2,30
i02,e01,c1,p29,l3,60
i46,e11,c4,p02,l3,50
i38,e06,c4,p07,l3,29
i38,e06,c1,p32,l3,79
i02,e09,c1,p09,l3,31
i17,e04,c5,p18,l3,22
i41,e07,c1,p02,l3,17
i46,e11,c1,p17,l3,3
i06,e09,c5,p32,l2,45
i38,e10,c4,p29,l3,28
i38,e11,c1,p35,l2,34
i02,e01,c1,p01,l3,103
i23,e04,c5,p01,l3,5
i23,e12,c5,p01,l3,20
i17,e11,c5,p08,l3,11
i46,e11,c4,p10,l3,30
i18,e05,c1,p35,l3,4
i34,e04,c5,p10,l3,35
i16,e01,c5,p01,l3,11
i13,e08,c5,p03,l3,3
i30,e04,c1,p11,l3,5
i12,e08,c5,p10,l3,18
i21,e01,c1,p24,l3,13
i22,e05,c5,p15,l3,1
i16,e08,c5,p20,l3,15
i38,e08,c1,p26,l2,10
i13,e01,c5,p03,l3,5
i76,e09,c5,p35,l3,9
i34,e01,c3,p29,l3,3
i12,e04,c5,p20,l3,1
i43,e03,c1,p11,l3,2
i14,e01,c5,p11,l3,2
i38,e01,c4,p11,l3,2
i38,e04,c4,p25,l1,4
i39,e09,c5,p08,l3,5
i48,e11,c1,p02,l3,2
i05,e08,c1,p22,l3,1
i25,e10,c5,p10,l4,8
i38,e05,c1,p18,l1,2
i63,e10,c1,p01,l3,5
i21,e03,c1,p07,l3,1
i03,e01,c5,p01,l3,1
i06,e10,c3,p15,l4,3
i46,e01,c1,p01,l3,7
i38,e05,c1,p16,l1,2
i63,e11,c1,p01,l3,2
i41,e07,c1,p31,l3,3
i43,e08,c1,p17,l3,1
i30,e04,c1,p23,l3,1
i17,e11,c5,p20,l3,1
i43,e03,c1,p03,l3,1
i42,e02,c5,p22,l3,1
i09,e09,c5,p21,l3,2
i74,e04,c5,p16,l3,1
i23,e09,c5,p14,l3,1
i06,e12,c5,p11,l3,404
i06,e04,c5,p15,l1,253
i06,e10,c5,p15,l3,45652
i12,e04,c5,p19,l3,23
i06,e12,c5,p29,l3,239
i17,e04,c5,p03,l3,72
i06,e10,c5,p01,l4,2729
i02,e04,c1,p19,l3,966
i23,e11,c5,p10,l3,8
i38,e06,c1,p23,l3,130
i02,e04,c1,p12,l3,164
i43,e04,c1,p10,l3,35
i14,e09,c5,p03,l3,3
i16,e08,c5,p12,l3,12
i14,e08,c5,p11,l3,62
i16,e04,c5,p26,l3,3
i17,e04,c5,p12,l3,95
i14,e08,c5,p15,l3,60
i06,e11,c5,p17,l2,309
i39,e04,c5,p25,l3,43
i06,e10,c5,p05,l1,173
i06,e09,c5,p09,l2,13
i06,e10,c5,p02,l4,891
i38,e06,c1,p01,l3,724
i02,e04,c1,p01,l3,186
i38,e06,c1,p17,l3,219
i34,e03,c5,p21,l3,64
i02,e01,c1,p09,l3,12
i13,e01,c5,p06,l3,7
i23,e04,c5,p13,l3,6
i61,e08,c1,p35,l3,17
i39,e01,c5,p23,l3,10
i34,e01,c5,p07,l3,13
i46,e09,c1,p10,l3,3
i05,e06,c1,p19,l3,18
i05,e03,c1,p15,l3,1
i41,e04,c1,p16,l3,3
i41,e09,c1,p19,l3,19
i14,e12,c5,p16,l3,3
i06,e01,c3,p10,l3,1
i08,e04,c1,p10,l3,12
i16,e04,c5,p24,l3,7
i19,e08,c5,p35,l3,20
i14,e04,c5,p32,l3,9
i38,e04,c1,p08,l1,13
i26,e11,c1,p35,l3,14
i03,e09,c5,p21,l3,1
i22,e05,c5,p08,l3,1
i38,e09,c1,p35,l2,7
i30,e01,c1,p21,l3,9
i05,e04,c1,p06,l3,6
i21,e09,c1,p21,l3,1
i47,e01,c4,p35,l3,6
i06,e05,c5,p24,l1,2
i21,e03,c1,p04,l3,2
i23,e03,c5,p09,l3,2
i34,e09,c5,p09,l3,7
i43,e12,c1,p02,l3,1
i13,e08,c5,p08,l3,8
i43,e09,c1,p11,l3,7
i05,e06,c1,p13,l3,5
i06,e10,c3,p17,l3,8
i16,e04,c5,p13,l3,6
i34,e04,c5,p01,l3,8
i39,e04,c5,p08,l3,13
i41,e07,c1,p22,l3,2
i16,e09,c5,p05,l3,1
i38,e11,c4,p24,l2,2
i38,e05,c4,p24,l1,1
i06,e08,c3,p01,l2,5
i07,e08,c5,p29,l3,2
i34,e01,c5,p09,l3,5
i07,e08,c5,p01,l3,1
i41,e09,c1,p24,l3,1
i05,e09,c1,p03,l3,1
i07,e11,c5,p31,l3,1
i23,e01,c5,p14,l3,2
i14,e08,c3,p07,l3,1
i66,e04,c3,p01,l3,2
i06,e05,c5,p10,l1,2
i42,e05,c5,p09,l3,1
i12,e09,c5,p21,l3,1
i34,e05,c5,p03,l3,1
i34,e08,c5,p28,l3,3
i66,e04,c3,p05,l3,1
i05,e07,c1,p03,l3,1
i46,e01,c4,p35,l3,1
i38,e10,c1,p17,l3,9972
i06,e10,c5,p02,l3,9837
i15,e04,c2,p35,l3,1597
i38,e08,c1,p15,l2,121
i34,e03,c5,p35,l3,108
i02,e08,c1,p10,l3,1425
i06,e12,c5,p09,l3,112
i06,e12,c5,p21,l3,521
i02,e08,c1,p14,l3,316
i06,e04,c5,p25,l1,68
i17,e08,c5,p05,l3,47
i38,e10,c1,p04,l4,767
i38,e10,c4,p10,l3,875
i34,e03,c5,p01,l3,49
i01,e08,c1,p19,l3,59
i01,e04,c1,p10,l3,30
i17,e01,c5,p15,l3,6
i30,e04,c1,p12,l3,3
i17,e08,c5,p32,l3,4
i38,e10,c4,p03,l3,579
i06,e10,c3,p03,l3,109
i41,e01,c1,p18,l3,10
i06,e10,c5,p11,l1,65
i38,e06,c1,p21,l3,148
i46,e11,c1,p19,l3,54
i06,e10,c5,p24,l1,68
i38,e11,c1,p32,l2,37
i05,e12,c1,p35,l3,63
i06,e10,c3,p35,l4,11
i41,e08,c1,p22,l3,46
i13,e12,c5,p29,l3,8
i39,e01,c5,p19,l3,23
i38,e10,c4,p10,l2,32
i34,e04,c5,p17,l3,8
i38,e11,c4,p17,l2,2
i17,e11,c5,p18,l3,42
i17,e11,c5,p06,l3,22
i05,e07,c1,p01,l3,18
i41,e07,c1,p06,l3,5
i17,e11,c5,p11,l3,30
i38,e10,c4,p22,l4,1
i38,e10,c4,p02,l4,33
i38,e09,c1,p04,l2,40
i17,e09,c5,p17,l3,23
i27,e01,c5,p16,l3,6
i23,e08,c5,p01,l3,43
i38,e04,c1,p32,l1,26
i23,e08,c5,p15,l3,18
i41,e01,c1,p20,l3,3
i05,e09,c1,p16,l3,8
i23,e08,c5,p14,l3,8
i12,e01,c5,p15,l3,4
i13,e03,c5,p35,l3,3
i13,e12,c5,p21,l3,2
i16,e09,c5,p17,l3,10
i05,e09,c1,p12,l3,4
i41,e09,c1,p28,l3,1
i16,e08,c5,p22,l3,8
i05,e04,c1,p21,l3,3
i46,e08,c1,p33,l3,2
i07,e01,c5,p10,l3,6
i34,e09,c5,p07,l3,7
i39,e09,c5,p16,l3,6
i06,e05,c5,p13,l1,2
i43,e09,c1,p13,l3,6
i07,e12,c5,p04,l3,2
i38,e09,c7,p13,l2,3
i46,e01,c1,p21,l3,5
i42,e05,c3,p24,l3,1
i38,e07,c1,p01,l2,1
i38,e04,c1,unknown,l1,2
i63,e04,c1,p35,l3,1
i17,e05,c5,p35,l3,3
i17,e01,c5,p18,l3,8
i38,e08,c4,p05,l2,1
i14,e11,c5,p01,l3,3
i48,e08,c1,p14,l3,1
i23,e13,c5,p03,l3,1
i43,e09,c1,p06,l3,1
i38,e07,c1,p08,l2,1
i48,e11,c1,p01,l3,1
i38,e09,c1,p26,l2,1
i05,e08,c1,p04,l3,1
i34,e08,c5,p20,l3,1
i67,e04,c5,p16,l3,1
i28,e09,c1,p35,l3,1
i38,e11,c1,p07,l2,140
i05,e08,c1,p10,l3,62
i34,e04,c5,p14,l3,17
i14,e11,c5,p07,l3,5
i06,e11,c5,p13,l2,276
i02,e08,c1,p09,l3,51
i05,e01,c1,p05,l3,3
i34,e08,c5,p15,l3,19
i17,e01,c5,p16,l3,7
i38,e10,c4,p15,l3,347
i06,e10,c5,p21,l2,52
i39,e04,c5,p02,l3,6
i02,e04,c1,p03,l3,270
i02,e09,c1,p13,l3,87
i38,e10,c1,p13,l2,363
i38,e10,c1,p05,l2,72
i06,e01,c5,p06,l3,55
i34,e03,c5,p09,l3,18
i34,e03,c5,p18,l3,43
i05,e12,c1,p10,l3,55
i41,e07,c1,p19,l3,68
i38,e04,c1,p12,l1,48
i41,e01,c1,p03,l3,9
i34,e04,c5,p21,l3,18
i38,e06,c4,p16,l3,14
i38,e10,c4,p22,l3,33
i38,e09,c1,p25,l2,4
i39,e04,c5,p32,l3,42
i43,e04,c1,p19,l3,2
i05,e09,c1,p29,l3,6
i34,e08,c5,p09,l3,43
i46,e08,c1,p21,l3,14
i14,e04,c5,p16,l3,8
i01,e08,c1,p13,l3,21
i06,e10,c3,p09,l3,3
i49,e06,c1,p33,l3,3
i30,e04,c1,p21,l3,13
i66,e01,c3,p03,l3,4
i89,e04,c1,p10,l3,3
i13,e11,c5,p01,l3,7
i42,e05,c3,p22,l3,4
i41,e04,c1,p19,l3,10
i03,e10,c5,p05,l3,8
i63,e08,c1,p35,l3,1
i67,e08,c5,p16,l3,1
i30,e09,c1,p04,l3,4
i23,e09,c5,p09,l3,18
i34,e03,c3,p29,l3,1
i05,e03,c1,p01,l3,1
i06,e08,c3,p22,l2,5
i14,e09,c5,p07,l3,7
i16,e08,c5,p26,l3,2
i30,e01,c1,p23,l3,2
i02,e09,c1,p06,l3,8
i27,e04,c5,p08,l3,1
i34,e08,c5,p29,l3,3
i46,e05,c1,p17,l3,1
i33,e04,c1,p05,l3,2
i46,e05,c1,p35,l3,2
i41,e04,c1,p01,l3,2
i14,e13,c5,p14,l3,2
i43,e03,c1,p10,l3,2
i46,e08,c1,p08,l3,3
i46,e08,c1,p05,l3,6
i43,e08,c1,p09,l3,1
i42,e02,c5,p23,l3,1
i21,e03,c1,p24,l3,3
i06,e05,c5,p11,l1,2
i06,e09,c5,p31,l2,2
i03,e04,c5,p21,l3,3
i14,e05,c5,p19,l3,1
i38,e10,c1,p32,l3,1118
i06,e10,c5,p16,l3,43897
i06,e10,c5,p23,l4,1045
i06,e08,c5,p03,l2,1833
i38,e09,c1,p23,l2,11
i06,e10,c3,p10,l3,258
i38,e11,c1,p23,l2,64
i17,e11,c5,p07,l3,130
i39,e09,c5,p12,l3,18
i06,e08,c5,p21,l2,2842
i02,e08,c1,p35,l3,599
i41,e01,c1,p24,l3,1
i06,e08,c5,p18,l2,1738
i03,e08,c5,p35,l3,2
i02,e04,c1,p16,l3,109
i06,e08,c5,p14,l2,1119
i14,e08,c5,p17,l3,34
i46,e11,c1,p12,l3,19
i43,e09,c1,p24,l3,6
i41,e07,c1,p01,l3,33
i41,e07,c1,p17,l3,4
i06,e10,c5,p28,l1,42
i30,e04,c1,p19,l3,15
i23,e04,c5,p07,l3,13
i41,e08,c1,p14,l3,9
i39,e01,c5,p12,l3,21
i38,e10,c4,p12,l4,44
i33,e03,c1,p12,l3,2
i03,e01,c5,p14,l3,2
i13,e03,c5,p19,l3,2
i48,e11,c1,p03,l3,1
i34,e08,c5,p35,l3,46
i16,e08,c5,p07,l3,38
i46,e08,c1,p15,l3,7
i46,e01,c1,p03,l3,5
i05,e07,c1,p11,l3,1
i05,e07,c1,p08,l3,2
i34,e08,c5,p22,l3,10
i46,e08,c1,p07,l3,16
i27,e04,c5,p02,l3,1
i12,e08,c5,p11,l3,8
i06,e01,c5,p31,l3,2
i30,e04,c1,p29,l3,9
i16,e08,c5,p29,l3,3
i06,e07,c5,p12,l2,5
i24,e08,c1,p32,l3,6
i06,e10,c3,p06,l1,1
i25,e04,c5,p10,l3,3
i13,e03,c5,p21,l3,1
i30,e01,c1,p35,l3,3
i36,e01,c5,p35,l3,2
i34,e05,c5,p10,l3,2
i16,e01,c5,p07,l3,3
i06,e07,c5,p17,l2,2
i38,e10,c7,p19,l4,1
i46,e04,c1,p29,l3,2
i17,e01,c5,p09,l3,3
i43,e07,c4,p07,l3,3
i16,e01,c5,p08,l3,1
i42,e02,c5,p10,l3,2
i34,e08,c5,p32,l3,3
i06,e07,c5,p15,l2,3
i02,e04,c4,p18,l3,5
i46,e09,c1,p21,l3,3
i38,e12,c1,p19,l3,4
i21,e01,c1,p21,l3,4
i05,e01,c1,p12,l3,3
i59,e08,c5,p10,l3,4
i05,e08,c1,unknown,l3,2
i16,e04,c5,p07,l3,2
i06,e12,c5,p22,l3,86
i38,e10,c1,p03,l3,15076
i14,e08,c5,p19,l3,30
i06,e12,c5,p17,l3,235
i38,e08,c1,p04,l2,183
i38,e10,c1,p12,l4,2034
i06,e12,c5,p25,l3,60
i34,e09,c5,p02,l3,9
i38,e01,c1,p14,l3,42
i06,e09,c5,p05,l2,120
i06,e11,c5,p03,l2,273
i06,e10,c5,p11,l4,2598
i38,e10,c1,p25,l3,1235
i30,e09,c1,p03,l3,7
i01,e08,c1,p04,l3,21
i38,e04,c1,p05,l1,19
i38,e10,c4,p01,l4,41
i63,e10,c1,p10,l4,304
i31,e08,c1,p35,l3,7720
i42,e05,c3,p11,l3,3
i38,e10,c1,unknown,l4,24
i41,e08,c1,p05,l3,180
i38,e06,c1,p16,l3,273
i38,e10,c4,p06,l3,232
i02,e09,c1,p29,l3,47
i06,e10,c5,p32,l2,15
i38,e10,c1,p07,l1,53
i02,e08,c1,p02,l3,64
i05,e09,c1,p10,l3,38
i06,e10,c3,p15,l3,59
i38,e01,c1,p18,l3,26
i17,e11,c5,p23,l3,36
i38,e05,c1,p19,l1,1
i38,e10,c7,p10,l4,7
i39,e09,c5,p32,l3,12
i22,e05,c5,p35,l3,30
i41,e07,c1,p32,l3,20
i46,e09,c1,p15,l3,19
i67,e10,c5,p16,l3,2
i43,e09,c1,p03,l3,4
i34,e08,c5,p07,l3,32
i23,e01,c5,p17,l3,15
i38,e01,c1,p05,l3,39
i02,e04,c1,p02,l3,6
i16,e01,c5,p15,l3,1
i01,e09,c1,p28,l3,1
i06,e08,c5,p26,l2,29
i34,e01,c5,p29,l3,5
i65,e01,c3,p35,l3,1
i12,e04,c5,p16,l3,10
